@RELATION 'Music feature'
%rows=2
%columns=3873
%sample_rate=22050
%window_size=512

@ATTRIBUTE 'Average distance between zero-crossings of the time-domain signal and its variance' NUMERIC
@ATTRIBUTE 'Average distance between zero-crossings of the time-domain signal and its variance' NUMERIC
@ATTRIBUTE WindowNumber NUMERIC

@DATA
10.22,14.571603,2087
11.581395,17.241423,2088
15.09375,23.40454,2089
15.4827585,25.387508,2090
12.3,19.568087,2091
12.725,14.156249,2092
14.205882,12.515354,2093
17.586206,23.66653,2094
19.608696,36.698227,2095
7.984375,14.378252,2096
10.4375,14.014733,2097
9.290909,15.041365,2098
8.295082,15.792034,2099
11.860465,14.581896,2100
11.83721,17.135479,2101
7.8461537,13.780957,2102
6.423077,8.109063,2103
7.8095236,10.51206,2104
6.972603,11.516483,2105
5.6067414,8.559925,2106
7.6119404,14.5519705,2107
11.111111,15.8482,2108
12.621622,17.908705,2109
17.071428,20.851393,2110
14.6,21.888288,2111
7.056338,9.547343,2112
8.416667,10.451941,2113
5.8390803,8.108281,2114
5.674157,6.7885814,2115
7.9375,9.397265,2116
5.4891305,5.7813315,2117
5.554348,4.2919645,2118
6.13253,6.6164656,2119
7.214286,8.017647,2120
9.173077,11.735418,2121
11.181818,12.321955,2122
12.097561,18.977272,2123
20.26087,21.801908,2124
12.743589,17.018417,2125
8.661017,9.567973,2126
15.0,18.539307,2127
8.807017,10.520554,2128
8.483334,15.375838,2129
6.618421,7.6913605,2130
5.952941,6.5975146,2131
5.3125,6.652557,2132
6.1585364,5.638434,2133
6.5064936,8.937915,2134
7.1571426,11.6062,2135
6.6103897,10.867748,2136
8.278688,12.650577,2137
12.775,17.482117,2138
7.5,12.44222,2139
6.329114,7.040069,2140
8.271187,10.176127,2141
8.015873,10.7089815,2142
6.8378377,6.726364,2143
7.6666665,10.00202,2144
10.428572,14.920196,2145
7.4411764,14.636158,2146
7.242857,7.6670647,2147
8.403509,10.735839,2148
13.421053,13.327123,2149
9.54902,11.697685,2150
7.597015,11.553974,2151
8.280702,15.826642,2152
11.086957,20.830399,2153
7.6923075,13.466681,2154
17.392857,26.899733,2155
16.35484,31.92789,2156
14.0,22.41975,2157
24.5,31.052376,2158
42.0,29.973322,2159
9.094339,15.7399435,2160
8.166667,11.280022,2161
10.826087,19.96334,2162
19.541666,33.294117,2163
26.157894,43.510754,2164
19.708334,30.176535,2165
14.194445,21.616377,2166
7.9375,10.908533,2167
9.603773,11.020289,2168
7.734375,9.24365,2169
7.6969695,6.095129,2170
7.477612,8.730387,2171
9.132075,11.921185,2172
14.057143,19.393581,2173
9.90196,14.718609,2174
8.112904,9.310252,2175
10.0,10.615737,2176
8.213115,11.965956,2177
8.807017,10.136678,2178
10.583333,12.55958,2179
13.783784,17.319159,2180
8.209678,8.877549,2181
9.181818,10.52286,2182
8.17742,10.943439,2183
11.333333,15.068731,2184
15.67742,18.33978,2185
10.395833,15.759573,2186
11.83721,22.26054,2187
10.5,19.70406,2188
11.136364,11.756219,2189
15.1875,16.694756,2190
2.9537573,5.8009515,2191
3.7279413,5.921629,2192
3.4615386,5.4075437,2193
3.1288342,4.193403,2194
5.382979,7.3861666,2195
6.219512,9.047334,2196
6.6986303,9.797519,2197
6.971831,10.28875,2198
6.7971015,10.7859,2199
9.769231,15.977888,2200
9.823529,18.907106,2201
7.2714286,10.246841,2202
7.3,13.45612,2203
6.8,9.074507,2204
6.9305553,8.8464155,2205
6.6363635,9.879678,2206
8.089286,12.756338,2207
6.28,9.749612,2208
10.422222,20.999989,2209
11.511628,20.036446,2210
32.733334,51.384132,2211
18.458334,25.662846,2212
18.807692,25.517746,2213
31.2,37.573395,2214
8.140351,17.553366,2215
16.892857,26.27511,2216
14.4,23.043066,2217
14.2,22.99913,2218
9.089286,16.183409,2219
23.421053,28.256933,2220
4.120968,8.019727,2221
4.3305087,6.7798996,2222
5.369565,7.669416,2223
8.193548,11.56167,2224
5.6976743,7.9182887,2225
6.811594,9.392065,2226
11.333333,18.4415,2227
8.810345,14.18165,2228
7.112676,7.9921603,2229
7.2608695,7.6625423,2230
9.826923,14.820362,2231
10.934783,19.61078,2232
13.421053,20.725819,2233
8.428572,11.333983,2234
11.5348835,14.793695,2235
7.836066,8.460478,2236
7.2615385,10.481158,2237
5.2604165,5.9708405,2238
3.853846,5.0765095,2239
4.4173913,4.679247,2240
4.685185,4.6440887,2241
4.9038463,5.250493,2242
4.9313726,4.617231,2243
5.7272725,9.940911,2244
8.45,16.767454,2245
7.2941175,13.364856,2246
6.2125,9.887737,2247
6.1375,8.825735,2248
9.622642,12.125486,2249
8.129032,11.170936,2250
17.51724,29.6504,2251
9.980392,25.622822,2252
9.038462,20.594027,2253
11.108696,18.13024,2254
8.892858,18.106508,2255
6.2533336,9.533231,2256
6.972603,10.172448,2257
8.193548,10.71604,2258
6.468354,6.433369,2259
4.7314816,5.5287237,2260
5.2040815,5.510582,2261
4.866667,4.307395,2262
3.984252,3.9344716,2263
5.2608695,4.722448,2264
8.327868,14.871825,2265
10.102041,16.402145,2266
10.18,21.583967,2267
7.0895524,8.088561,2268
6.7972975,8.3504,2269
5.918605,6.8847914,2270
6.234568,7.3287387,2271
9.803922,16.61445,2272
7.830769,9.407966,2273
8.344262,12.599616,2274
6.443038,6.2758265,2275
7.0972223,6.996348,2276
7.671875,6.136608,2277
8.655172,13.250311,2278
7.567164,10.817653,2279
5.3125,8.153875,2280
7.1594205,11.170125,2281
8.267858,13.183446,2282
5.523256,8.113622,2283
6.3461537,8.890829,2284
11.568182,15.945073,2285
8.065574,11.021393,2286
7.042857,10.9276,2287
7.0,11.088684,2288
9.125,16.050215,2289
5.0,8.947559,2290
6.4605265,9.741988,2291
7.1408453,9.543519,2292
5.5934067,8.455414,2293
5.01,6.2136865,2294
5.4891305,5.9990845,2295
5.8139534,5.6558504,2296
7.968254,10.558932,2297
6.0864196,7.52641,2298
10.604167,13.149365,2299
6.9589043,8.263534,2300
9.333333,11.882137,2301
9.107142,12.210473,2302
9.163636,15.600424,2303
5.4673915,10.264386,2304
2.9421966,4.2340636,2305
5.09,7.7111545,2306
9.462963,11.355718,2307
7.4852943,8.039412,2308
6.786667,6.4026937,2309
5.483871,4.2467265,2310
4.9514565,2.8975337,2311
5.2604165,5.3253417,2312
6.6621623,7.302863,2313
9.471698,10.669307,2314
10.06,10.325521,2315
18.25,14.229308,2316
31.5,8.403868,2317
24.7,12.530363,2318
7.3,5.8220024,2319
6.296296,5.688291,2320
10.869565,5.7845697,2321
8.637931,5.716577,2322
7.2028985,5.15437,2323
7.246377,5.325372,2324
7.4411764,5.467504,2325
7.830769,5.874506,2326
7.2647057,5.4735126,2327
7.6119404,6.7976184,2328
7.397059,6.5734305,2329
9.444445,8.731948,2330
9.462963,9.662285,2331
6.824324,7.7987494,2332
5.8139534,4.7752066,2333
7.90625,5.743798,2334
6.207317,3.903525,2335
6.072289,4.2984533,2336
6.8513513,4.6923814,2337
6.13253,4.5595684,2338
6.8133335,4.6553006,2339
6.5921054,4.8318505,2340
5.2268043,4.301774,2341
4.4210525,2.843567,2342
4.241667,2.6987522,2343
3.871212,1.9243468,2344
4.172131,2.0150769,2345
4.738318,5.931598,2346
6.296296,8.503368,2347
6.551282,10.014921,2348
5.6153846,8.83645,2349
4.811321,6.231559,2350
4.241667,4.677955,2351
4.3965516,3.3857696,2352
4.0,3.6500459,2353
3.8484848,3.4344177,2354
4.6,4.6007905,2355
4.7570095,4.948031,2356
5.7586207,5.8328547,2357
4.738318,5.48462,2358
4.3675213,3.8131537,2359
4.805825,3.780528,2360
7.0833335,7.9192977,2361
7.0972223,8.5848055,2362
5.5434785,6.5647497,2363
5.0495048,4.1800475,2364
4.4561405,2.8902144,2365
4.847619,4.94692,2366
5.1616163,4.77939,2367
5.02,5.41845,2368
4.98,5.1146455,2369
4.9134617,4.651531,2370
4.688073,4.2246485,2371
5.0,4.2798166,2372
4.4159293,3.9927492,2373
5.0612245,5.4600897,2374
6.8133335,13.31735,2375
6.231707,7.627452,2376
4.775701,3.552828,2377
4.7222223,3.290934,2378
5.1616163,4.532057,2379
4.517857,4.2066746,2380
7.626866,11.715324,2381
5.5824175,6.4740667,2382
7.84127,12.236047,2383
8.333333,13.137309,2384
9.203704,15.2125435,2385
10.355556,12.771767,2386
9.686275,10.765759,2387
9.921569,10.1823435,2388
7.5147057,8.974626,2389
7.5373135,7.6613555,2390
8.383333,7.476835,2391
6.972603,6.446774,2392
5.9764705,6.446114,2393
7.5,8.130371,2394
7.651515,7.0849657,2395
7.2285714,7.7018948,2396
5.361702,5.273077,2397
5.6043954,6.1463456,2398
5.7356324,7.697529,2399
8.839286,12.472508,2400
6.8513513,8.706448,2401
8.04918,11.539563,2402
8.145162,11.194536,2403
7.84375,11.704992,2404
6.148148,7.9568453,2405
5.425532,6.1928053,2406
5.588889,6.408145,2407
5.6,7.256874,2408
6.786667,7.3381076,2409
5.895349,6.21706,2410
5.4673915,6.6044307,2411
5.9036145,7.01567,2412
7.2285714,9.26926,2413
6.5921054,7.862599,2414
8.610169,9.161484,2415
7.362319,6.9552836,2416
4.875,5.003244,2417
6.316456,6.9547257,2418
7.405797,9.390589,2419
5.752941,6.3150725,2420
7.983871,9.281427,2421
6.824324,8.679516,2422
7.7846155,10.472664,2423
4.198347,6.7095833,2424
4.258333,5.995131,2425
4.8207545,6.1133895,2426
4.2231407,6.317348,2427
4.5765767,6.316787,2428
6.0117645,9.281854,2429
6.6842103,9.921018,2430
5.759036,10.16679,2431
5.6043954,7.0319195,2432
4.9417477,5.468045,2433
4.8252425,5.3705907,2434
5.5113635,7.2047873,2435
7.8461537,12.533317,2436
6.3974357,9.264406,2437
8.912281,11.45438,2438
8.5,12.462611,2439
7.28125,13.547912,2440
5.6666665,7.741662,2441
6.783784,9.785912,2442
9.283019,13.477273,2443
7.597015,9.956712,2444
7.2714286,9.701136,2445
7.8615384,8.817599,2446
7.0,8.806909,2447
5.744186,7.7312202,2448
8.111111,10.104393,2449
7.0,10.785582,2450
6.5584416,11.777696,2451
5.7126436,9.201334,2452
4.3333335,5.924476,2453
3.813433,6.7206163,2454
3.2709677,5.3488736,2455
6.783784,11.780963,2456
6.6973686,10.64625,2457
9.442307,17.056934,2458
6.1566267,7.151513,2459
4.526786,4.06852,2460
4.838095,6.4381657,2461
5.696629,7.3353148,2462
4.5495496,4.259042,2463
5.5108695,7.1070914,2464
6.308642,8.346866,2465
4.875,4.8944387,2466
5.3229165,6.345101,2467
5.1734695,5.9023094,2468
6.120482,6.848441,2469
6.443038,7.610364,2470
6.0117645,7.210277,2471
7.042857,8.7037525,2472
5.5934067,7.186645,2473
4.811321,5.6017404,2474
4.766355,5.3487344,2475
5.090909,5.3975134,2476
5.37234,6.883505,2477
6.455696,9.025698,2478
6.0120482,7.81795,2479
5.5,6.6765327,2480
5.741573,7.820354,2481
5.5494504,6.8054013,2482
6.1445785,10.262967,2483
11.72093,20.448832,2484
7.7272725,13.802223,2485
10.87234,23.11177,2486
5.4252872,9.004,2487
4.95098,6.5952706,2488
7.1549296,13.429679,2489
4.5412846,4.6363783,2490
9.444445,18.88137,2491
6.232877,10.134061,2492
11.463414,26.281866,2493
5.6222224,6.9403453,2494
5.6629214,8.282843,2495
6.0,8.603778,2496
6.6710525,7.017625,2497
8.929825,10.88353,2498
8.644068,8.574227,2499
6.5128207,7.914193,2500
6.7105265,7.7964497,2501
7.013889,5.012465,2502
6.72,5.6980934,2503
6.631579,7.618955,2504
5.784091,4.897701,2505
6.917808,5.2804976,2506
7.626866,7.1232977,2507
4.811321,4.4997134,2508
6.6578946,9.578694,2509
5.040404,4.417411,2510
6.160494,4.990007,2511
7.626866,11.894857,2512
7.875,9.949089,2513
9.75,12.443526,2514
7.169014,7.35419,2515
7.4558825,5.4244375,2516
8.311476,9.672576,2517
8.75862,7.0985923,2518
5.05,5.83845,2519
6.8,11.659616,2520
8.193548,14.8061,2521
6.177215,9.197907,2522
6.6842103,10.274151,2523
7.0416665,11.700472,2524
6.9315066,7.9369583,2525
6.623377,7.098635,2526
6.7105265,7.1760125,2527
7.890625,5.601666,2528
7.4626865,5.7674546,2529
7.4545455,5.6893888,2530
6.8133335,4.97646,2531
6.443038,5.6338644,2532
5.964286,7.061712,2533
5.9759035,6.9246826,2534
5.1836734,8.093014,2535
4.2941175,5.299997,2536
3.9230769,5.7480636,2537
5.255319,8.843721,2538
4.5625,4.2903156,2539
7.881356,11.936392,2540
9.222222,16.659628,2541
5.09,7.182054,2542
5.059406,6.4252315,2543
5.6043954,7.992963,2544
5.6555557,7.5309157,2545
5.609756,7.7723026,2546
5.775,8.90923,2547
5.924051,10.119254,2548
11.318182,23.184803,2549
5.770115,9.7246,2550
5.425532,8.0615835,2551
6.8133335,7.4057517,2552
10.04,12.6348095,2553
10.604167,11.858084,2554
9.45283,13.690054,2555
7.953125,9.878053,2556
6.891892,7.9772778,2557
6.8133335,9.242933,2558
8.648149,10.739607,2559
6.4459457,9.6073475,2560
5.2526317,8.797091,2561
5.009804,6.1683807,2562
8.209678,16.238283,2563
4.970588,9.987695,2564
3.5034482,5.235323,2565
3.9596775,5.6502914,2566
11.634147,16.468382,2567
9.862745,15.165776,2568
6.234568,9.3244295,2569
5.872093,7.3576355,2570
6.308642,6.0545707,2571
4.8653846,6.43915,2572
5.368421,7.1951046,2573
6.0,7.5739493,2574
5.451613,6.189683,2575
6.6986303,10.513768,2576
5.0495048,6.7506895,2577
6.375,8.54894,2578
5.8505745,7.98638,2579
6.7236843,9.781291,2580
7.6923075,10.569801,2581
7.625,10.8635,2582
5.7954545,7.4363346,2583
4.990099,6.9787445,2584
6.9452057,11.919698,2585
5.419355,7.980248,2586
6.6363635,11.147079,2587
6.7466664,8.291511,2588
7.984375,10.524513,2589
8.225806,10.128879,2590
4.535714,4.6076965,2591
5.7954545,6.440566,2592
5.827586,5.7158923,2593
9.490566,11.749946,2594
10.25532,18.603899,2595
6.9583335,9.034559,2596
6.875,8.130767,2597
6.605263,7.357558,2598
6.5974026,6.857094,2599
7.0555553,8.313124,2600
9.9,13.925876,2601
6.1578946,7.3896313,2602
7.712121,10.520925,2603
9.76,10.181474,2604
8.079365,9.013749,2605
6.9027777,7.9270277,2606
8.593221,8.712194,2607
10.22449,13.793322,2608
9.3,14.996333,2609
6.9305553,11.780783,2610
5.4382024,7.8753705,2611
4.775701,5.543892,2612
6.375,9.263335,2613
5.1530614,7.7976346,2614
4.83,7.3797765,2615
6.468354,11.501057,2616
6.5974026,8.820372,2617
6.2469134,11.060474,2618
6.7105265,10.807911,2619
4.3305087,9.030133,2620
4.015873,7.5435076,2621
9.807693,21.469154,2622
9.641509,13.1351385,2623
8.466666,13.756776,2624
8.295082,12.452328,2625
7.714286,11.864885,2626
6.0493827,7.5226426,2627
7.402985,10.017983,2628
8.781818,11.205016,2629
7.0,10.178123,2630
6.455696,10.36034,2631
5.872093,7.439362,2632
8.377049,11.601532,2633
6.120482,7.496823,2634
5.860465,7.868339,2635
9.730769,12.712978,2636
7.8,9.272291,2637
6.3375,7.6271615,2638
6.1566267,7.4679747,2639
6.443038,8.66938,2640
9.45098,8.158512,2641
7.725806,9.5176735,2642
12.341463,19.138277,2643
7.0972223,11.632282,2644
6.0963855,8.158984,2645
5.2340426,7.3664355,2646
4.4173913,5.815994,2647
4.64,4.869333,2648
7.3088236,8.169631,2649
7.0,8.592766,2650
5.12766,3.9819648,2651
4.847619,5.7101097,2652
4.866667,6.6031256,2653
6.2625,6.125242,2654
5.47191,4.9106393,2655
10.5625,19.751484,2656
5.9069767,6.974418,2657
5.5555553,6.5745487,2658
6.6363635,8.935424,2659
4.8712873,6.6536126,2660
7.214286,10.511073,2661
7.183099,10.949705,2662
8.859649,11.245956,2663
13.648648,16.564724,2664
7.6363635,8.251054,2665
8.225806,6.3230743,2666
9.055555,9.866548,2667
8.516666,7.8919616,2668
6.9863014,7.722043,2669
7.96875,10.540055,2670
6.6973686,7.6209884,2671
5.366667,7.9084344,2672
8.627119,12.979643,2673
8.793103,12.636508,2674
8.372881,10.502459,2675
6.9589043,6.9033213,2676
6.5384617,10.148503,2677
8.095238,14.399861,2678
7.3,16.40936,2679
5.0,4.6610613,2680
4.9134617,4.698835,2681
4.9134617,4.589098,2682
4.6296296,3.3900523,2683
6.6710525,6.3253627,2684
5.2395835,4.367839,2685
5.719101,5.1972094,2686
4.990099,4.653318,2687
5.5333333,5.2856197,2688
4.990196,4.222942,2689
6.8,8.5557,2690
7.0,7.7247157,2691
5.1938777,4.807855,2692
5.5934067,5.2455697,2693
4.5636363,3.192398,2694
5.8023257,6.067105,2695
4.08,4.1407247,2696
4.688073,6.9092374,2697
5.5326085,7.87325,2698
5.554348,7.0098753,2699
5.257732,7.802033,2700
5.382979,5.38735,2701
5.059406,5.094788,2702
6.0731707,8.102665,2703
6.1707315,8.621874,2704
6.219512,10.236263,2705
6.5972223,9.406941,2706
7.681818,9.20994,2707
8.810345,12.869983,2708
5.0,7.3950167,2709
4.742857,5.40199,2710
6.821918,11.1199465,2711
9.125,20.161015,2712
10.826087,23.273706,2713
7.714286,10.246453,2714
6.195122,7.84987,2715
9.218182,15.575845,2716
5.4301076,6.419724,2717
16.733334,18.890797,2718
8.854546,11.797408,2719
9.113208,14.323302,2720
11.875,12.625743,2721
8.912281,10.843837,2722
6.644737,8.445965,2723
7.419355,10.156117,2724
5.009804,6.660529,2725
6.0731707,8.081567,2726
6.035714,7.9259167,2727
6.6666665,10.871778,2728
6.3037972,10.18606,2729
4.522124,7.2001686,2730
5.5955057,6.2129245,2731
7.984127,9.909899,2732
11.214286,13.33905,2733
10.583333,15.281843,2734
7.5,7.498039,2735
6.9315066,5.42528,2736
7.3,4.673176,2737
7.5,5.290113,2738
8.859649,9.605259,2739
9.0,9.827355,2740
13.102564,11.061124,2741
10.18,8.425414,2742
11.0,15.51577,2743
10.574468,15.270253,2744
6.6811595,8.303121,2745
7.626866,9.425015,2746
4.3135595,4.481032,2747
4.703704,4.376408,2748
5.009901,5.1058016,2749
4.738318,4.7287874,2750
4.526786,3.9730337,2751
5.43617,6.9459286,2752
4.961165,5.697764,2753
5.4042554,5.135026,2754
6.9863014,9.687576,2755
7.2985077,10.570326,2756
7.6969695,11.6163025,2757
6.7105265,8.977774,2758
5.847059,5.214247,2759
8.377049,9.429921,2760
8.163935,8.0371685,2761
7.712121,9.862333,2762
8.593221,9.213326,2763
7.830769,7.7232304,2764
9.272727,7.95774,2765
8.706897,8.000018,2766
12.317073,21.83691,2767
12.833333,25.670454,2768
14.941176,22.521809,2769
20.208334,21.375568,2770
9.921569,14.450515,2771
5.7356324,7.317841,2772
5.9418607,8.042554,2773
6.551282,9.104306,2774
4.9126215,4.09619,2775
4.0916667,2.585201,2776
4.1544714,2.4694312,2777
4.7476635,4.0857477,2778
4.0238094,3.5689673,2779
4.7809525,4.618763,2780
5.336842,6.401662,2781
5.8488374,7.761739,2782
6.4415584,11.565166,2783
6.8,9.036223,2784
7.0,8.47559,2785
6.0833335,7.631714,2786
5.6666665,9.056612,2787
4.712963,6.6806116,2788
4.0396824,4.3285704,2789
4.161017,3.3546586,2790
4.5607476,3.9010603,2791
5.141414,5.8741174,2792
3.9230769,2.0740721,2793
4.5625,4.8912845,2794
3.9765625,2.488928,2795
4.214876,3.183653,2796
4.056,3.6949782,2797
4.385965,3.8831818,2798
4.37931,4.159856,2799
5.231579,5.5733438,2800
6.6103897,9.897076,2801
6.1445785,8.073656,2802
4.4347825,4.7951612,2803
4.3448277,3.4792573,2804
4.056,2.6177976,2805
5.236559,6.0025043,2806
4.703704,4.8175206,2807
5.1616163,5.39305,2808
5.059406,5.582543,2809
4.712963,4.626916,2810
4.4736843,3.8847668,2811
4.553571,4.304979,2812
4.5625,3.5901184,2813
4.130081,3.3348598,2814
5.4946237,7.7287674,2815
4.482456,4.458842,2816
5.5604396,7.4836216,2817
4.8846154,5.8807178,2818
4.0555553,2.9822373,2819
4.4051723,3.9391458,2820
6.0617285,7.0314035,2821
6.876923,12.022425,2822
10.2,22.496222,2823
7.530303,11.350103,2824
7.491803,10.673428,2825
5.8095236,7.7819633,2826
6.623377,7.725887,2827
7.712121,9.677787,2828
7.285714,9.689674,2829
7.742424,9.898439,2830
7.3913045,8.590891,2831
5.4945054,6.0353785,2832
5.8735633,7.396496,2833
5.376344,5.254622,2834
4.6454544,4.762708,2835
7.646154,13.884613,2836
6.972603,9.737617,2837
6.6710525,10.183046,2838
6.227848,9.716161,2839
5.6511626,6.349817,2840
5.7613635,5.425098,2841
7.8153844,7.133652,2842
9.444445,17.89441,2843
6.605263,8.588669,2844
5.784091,5.1465983,2845
5.08,4.1849256,2846
5.029703,3.7216399,2847
5.2604165,4.1839094,2848
6.271605,5.2961955,2849
7.830769,6.68539,2850
4.9134617,5.7263064,2851
4.766355,6.712493,2852
6.0833335,8.220486,2853
7.0972223,7.8742895,2854
9.979591,13.485427,2855
6.5384617,8.790572,2856
5.837209,8.806525,2857
5.952941,6.863211,2858
7.0972223,8.216108,2859
5.5842695,5.089776,2860
6.0963855,6.9292717,2861
7.183099,9.402292,2862
5.039604,6.9566135,2863
4.4727273,6.109172,2864
3.524138,4.132433,2865
4.685185,6.2696333,2866
4.4051723,5.507015,2867
3.328859,3.5321019,2868
4.854369,6.595685,2869
9.875,13.107925,2870
7.197183,10.35921,2871
5.3977275,6.527111,2872
5.268041,6.86169,2873
4.9134617,5.5471935,2874
5.393617,5.568181,2875
5.8,7.093991,2876
6.623377,9.076928,2877
4.603604,4.0364985,2878
5.257732,5.763873,2879
6.443038,8.2073555,2880
6.9863014,9.108919,2881
5.929412,6.9802885,2882
7.8461537,11.15793,2883
6.375,8.866193,2884
4.8640776,5.4274535,2885
5.554348,7.868987,2886
4.284483,4.984123,2887
4.544643,4.046357,2888
5.7411766,6.289399,2889
6.7236843,9.800106,2890
6.6103897,10.205875,2891
5.6179776,7.808819,2892
4.2436976,4.5466146,2893
5.882353,8.75068,2894
4.5625,7.309218,2895
7.405797,8.074506,2896
7.279412,9.174526,2897
4.766355,5.5325365,2898
5.1,5.9808025,2899
5.6153846,7.140304,2900
4.894231,5.0799723,2901
5.019802,5.061953,2902
5.1546392,4.5619226,2903
5.625,6.423169,2904
6.1829267,5.7976613,2905
5.6043954,5.981435,2906
5.2916665,5.0763273,2907
5.9761906,5.6462717,2908
5.029703,4.9281077,2909
5.5,5.4431405,2910
6.9054055,8.633951,2911
6.786667,7.1148543,2912
6.24359,5.8093333,2913
5.5326085,5.3374214,2914
4.909091,4.3902807,2915
5.039604,4.8378067,2916
6.5194807,6.7335377,2917
5.214286,5.404552,2918
6.121951,6.498387,2919
5.892857,5.8043866,2920
6.9054055,7.3248353,2921
7.5238094,8.64807,2922
6.5394735,9.237283,2923
4.254237,4.0571895,2924
7.9836063,16.190962,2925
7.9375,18.561447,2926
7.1267605,13.307765,2927
5.4395604,9.993634,2928
5.8735633,12.175729,2929
6.5128207,11.214395,2930
6.739726,11.306475,2931
9.117647,15.027617,2932
9.979167,22.136404,2933
8.193548,14.022837,2934
7.287879,12.701426,2935
8.0,11.039006,2936
5.4408603,4.917518,2937
7.5147057,9.128966,2938
6.296296,5.4238715,2939
5.4623656,4.5165386,2940
7.405797,7.572488,2941
7.1549296,5.6084642,2942
8.912281,6.1652126,2943
6.448718,4.7112722,2944
5.3125,4.8073564,2945
6.2222223,5.6503034,2946
7.3,5.790016,2947
7.0277777,5.572682,2948
6.3125,8.754418,2949
6.35443,9.026035,2950
5.4835167,5.9083896,2951
8.5,11.494202,2952
8.377049,10.397295,2953
5.964706,6.3346796,2954
5.326087,5.57578,2955
4.95098,4.6471105,2956
5.5384617,5.844708,2957
5.806818,7.278327,2958
6.375,8.26646,2959
5.952941,7.845427,2960
7.8153844,9.9319105,2961
6.7733335,6.8089614,2962
6.7105265,8.12212,2963
5.09,6.235535,2964
5.368421,6.8488226,2965
6.0609756,7.7291775,2966
5.294737,6.50809,2967
4.426087,4.562724,2968
4.2586207,5.1161017,2969
4.932039,6.1269135,2970
4.377193,4.1366787,2971
5.7126436,6.722595,2972
4.015748,4.1978326,2973
5.0,6.2369866,2974
7.0972223,9.416533,2975
6.6842103,10.982295,2976
5.6043954,8.630229,2977
6.1538463,8.024125,2978
7.4848485,9.221586,2979
6.8,12.045469,2980
7.712121,10.60698,2981
5.75,6.9482665,2982
5.929412,5.7839293,2983
8.278688,8.404002,2984
7.2352943,7.3786607,2985
6.047619,5.762987,2986
7.984375,9.104416,2987
6.375,6.356837,2988
9.0,10.665364,2989
6.125,6.0794225,2990
8.16129,12.544365,2991
7.806452,12.307667,2992
7.0,9.751712,2993
7.183099,10.599376,2994
7.0972223,10.063907,2995
5.677778,6.124319,2996
4.495413,5.2786984,2997
6.195122,8.061409,2998
7.197183,9.398261,2999
6.3037972,7.158874,3000
7.8333335,12.462165,3001
8.660714,13.649014,3002
6.6438355,10.224025,3003
7.257143,12.163981,3004
6.120482,9.265037,3005
4.8076925,5.5419326,3006
5.862069,13.414842,3007
8.793103,13.204961,3008
6.3636365,8.255512,3009
6.1445785,6.4437,3010
3.9105692,3.631408,3011
6.9166665,6.597032,3012
5.7586207,6.608886,3013
5.43617,7.06137,3014
6.071429,7.0420265,3015
5.895349,6.5858006,3016
6.5844154,7.5924616,3017
5.2604165,5.7104526,3018
4.754717,5.703047,3019
7.890625,11.3014345,3020
6.6842103,10.162121,3021
4.745283,7.389515,3022
5.4673915,7.1284046,3023
6.035714,9.434545,3024
4.4347825,5.853472,3025
5.9882355,10.1951475,3026
6.207317,9.35706,3027
8.5,15.848764,3028
7.953125,12.4341135,3029
6.0963855,13.113605,3030
6.5128207,11.207534,3031
6.2739725,11.587973,3032
4.7314816,4.514599,3033
4.752381,4.3726006,3034
6.341772,8.768306,3035
5.9058824,8.584012,3036
5.730337,7.6610265,3037
5.9882355,8.88951,3038
4.5945945,5.252847,3039
5.8735633,8.371825,3040
6.783784,10.826982,3041
8.888889,14.344526,3042
8.377049,16.121632,3043
7.3913045,10.650192,3044
8.571428,17.672474,3045
4.8018866,9.526943,3046
4.8207545,6.2838473,3047
6.123457,9.78331,3048
6.0963855,8.559662,3049
4.775701,6.6870055,3050
4.712963,6.6430845,3051
5.6043954,7.400444,3052
4.857143,5.654208,3053
7.3913045,10.378654,3054
4.847619,4.7464895,3055
5.651685,7.6306615,3056
5.806818,10.484684,3057
7.7868853,12.108952,3058
4.6168222,6.0072308,3059
5.554348,5.949724,3060
7.8,7.4010396,3061
10.346939,9.805352,3062
8.724138,9.314048,3063
9.314815,11.655271,3064
11.976191,9.08292,3065
6.780822,7.6592617,3066
7.2714286,6.989628,3067
4.857143,5.7857437,3068
4.0,3.2527905,3069
4.088,3.6813388,3070
5.9882355,7.70255,3071
6.2625,8.001162,3072
4.9134617,6.8361464,3073
5.60241,5.9716997,3074
11.613636,14.313401,3075
8.929825,11.30263,3076
7.4852943,9.133798,3077
8.377049,10.0997715,3078
7.0895524,8.809309,3079
8.095238,11.41666,3080
9.462963,13.037997,3081
8.389831,8.612205,3082
6.283951,5.767586,3083
4.9029126,3.989098,3084
6.341772,5.696737,3085
5.895349,4.2509346,3086
7.4411764,5.3368373,3087
6.1463413,4.721828,3088
7.9491525,10.192094,3089
9.203704,10.627322,3090
6.109756,5.101425,3091
7.367647,5.501081,3092
5.5934067,4.5933013,3093
5.478261,5.089371,3094
6.0493827,7.646352,3095
6.551282,10.958719,3096
5.0206184,13.493014,3097
5.268041,12.360992,3098
4.064,7.14842,3099
6.1566267,12.809524,3100
3.2922077,4.105627,3101
4.811321,6.4998016,3102
9.75,12.173229,3103
7.4923077,9.654211,3104
6.160494,8.461178,3105
4.6330276,4.6425643,3106
5.2105265,5.227246,3107
