@RELATION 'Music feature'
%rows=1
%columns=3873
%sample_rate=22050
%window_size=512

@ATTRIBUTE 'Spectral centroid' NUMERIC
@ATTRIBUTE WindowNumber NUMERIC

@DATA
2720.399,3234
2637.5247,3235
3349.7053,3236
3077.8057,3237
3595.6104,3238
3207.1,3239
2412.4155,3240
2488.6985,3241
2591.3523,3242
2733.5496,3243
2989.1985,3244
3066.423,3245
2616.6907,3246
2701.7002,3247
2610.4792,3248
2865.6309,3249
2608.695,3250
2799.8975,3251
2615.7278,3252
2683.5051,3253
2593.4358,3254
2115.431,3255
2498.3606,3256
2555.2737,3257
2494.9175,3258
2839.3103,3259
2742.3704,3260
2348.2202,3261
2416.4758,3262
2367.2656,3263
3012.9138,3264
2726.323,3265
2491.79,3266
2357.3584,3267
2322.7214,3268
2669.1821,3269
2897.7668,3270
3128.926,3271
2873.208,3272
2766.373,3273
2726.7725,3274
2844.7593,3275
2541.6663,3276
2471.4622,3277
2699.567,3278
2526.4688,3279
2373.2212,3280
2631.1414,3281
2281.5068,3282
1919.5742,3283
2295.4731,3284
2444.4333,3285
2440.2046,3286
2431.753,3287
2541.8564,3288
2172.177,3289
2079.2354,3290
2185.4734,3291
2465.524,3292
2330.4128,3293
2190.4988,3294
2459.163,3295
2558.485,3296
3474.4727,3297
3141.8096,3298
3157.444,3299
3172.9531,3300
3131.522,3301
2714.97,3302
2480.1968,3303
2677.3533,3304
2725.2542,3305
2992.6758,3306
2775.524,3307
2539.117,3308
2777.4827,3309
2788.6267,3310
2953.9875,3311
2984.8362,3312
3220.3992,3313
3000.4102,3314
2915.4626,3315
2466.4048,3316
2749.156,3317
2448.6416,3318
2673.5327,3319
3125.7332,3320
3917.2007,3321
3054.0906,3322
2901.2136,3323
3455.709,3324
3304.9734,3325
3347.671,3326
3811.0508,3327
3733.647,3328
3407.0864,3329
3446.0154,3330
3101.313,3331
3246.1882,3332
3277.308,3333
3256.3162,3334
3211.422,3335
2942.6226,3336
2554.4243,3337
3087.8123,3338
3042.4517,3339
3324.9785,3340
3311.8174,3341
3083.5244,3342
3360.1707,3343
3013.5842,3344
3497.0366,3345
3954.938,3346
3898.1184,3347
4002.0505,3348
3625.2507,3349
2925.5378,3350
2752.1887,3351
2875.3865,3352
2769.1406,3353
3050.0466,3354
2986.3955,3355
3069.6587,3356
3260.2288,3357
3274.5305,3358
2953.8818,3359
3172.88,3360
2890.049,3361
2761.0044,3362
2721.9604,3363
2654.5642,3364
2635.5051,3365
2744.4924,3366
2655.0884,3367
2866.321,3368
2622.8684,3369
2655.4558,3370
2748.6792,3371
2599.8154,3372
3111.3723,3373
3698.4287,3374
2787.7327,3375
2815.7017,3376
3188.9265,3377
2771.1868,3378
2772.1172,3379
2782.5056,3380
2983.7866,3381
3155.9473,3382
2902.3127,3383
3000.0645,3384
3010.8472,3385
3083.0955,3386
3009.1445,3387
3123.7522,3388
2698.257,3389
2794.9038,3390
2741.8152,3391
2543.5427,3392
2441.5046,3393
2522.9905,3394
2606.1199,3395
2738.0818,3396
2971.6445,3397
2824.157,3398
2060.4329,3399
2257.2427,3400
2250.0437,3401
2279.8271,3402
2428.6487,3403
2423.9734,3404
2323.491,3405
2759.8997,3406
2903.8816,3407
2816.914,3408
3150.8723,3409
3076.3762,3410
2855.598,3411
2491.6362,3412
2907.4944,3413
3232.385,3414
2803.9404,3415
2702.1782,3416
2607.6274,3417
2552.0576,3418
2837.989,3419
2992.9956,3420
2987.8916,3421
2982.547,3422
3260.173,3423
3020.6597,3424
2890.018,3425
2529.5244,3426
2685.0928,3427
2431.6704,3428
2780.6296,3429
3074.5095,3430
2735.619,3431
2839.6025,3432
2591.2107,3433
3400.908,3434
3586.4258,3435
3689.1377,3436
3978.096,3437
3581.994,3438
2601.8506,3439
2959.3162,3440
3406.3352,3441
3017.7961,3442
3039.671,3443
3121.1235,3444
3197.2517,3445
2515.675,3446
2822.743,3447
2657.457,3448
2735.5671,3449
3127.8284,3450
3161.8784,3451
3149.305,3452
2882.882,3453
2772.7412,3454
3695.272,3455
4267.4844,3456
4076.2432,3457
3517.1633,3458
3241.2642,3459
2567.6006,3460
2821.1936,3461
3192.057,3462
3237.6956,3463
2994.4805,3464
2972.2778,3465
3045.97,3466
3057.839,3467
3283.5156,3468
3208.441,3469
3340.8904,3470
2966.268,3471
2768.7788,3472
2867.9617,3473
2456.5215,3474
2412.7385,3475
2578.2192,3476
2721.6414,3477
2821.057,3478
2691.3552,3479
2699.1711,3480
2603.9255,3481
2422.0032,3482
2315.5376,3483
2855.1252,3484
2812.853,3485
2357.6147,3486
2739.9817,3487
2784.8413,3488
3014.0515,3489
3103.018,3490
3113.8025,3491
2988.3552,3492
2866.499,3493
2761.2397,3494
2820.681,3495
2965.8325,3496
2916.845,3497
2726.9368,3498
2690.0298,3499
2681.6257,3500
2889.179,3501
2380.533,3502
2155.1223,3503
2404.7087,3504
2829.057,3505
2709.862,3506
2574.0137,3507
2383.916,3508
2523.9258,3509
2567.7302,3510
2502.0137,3511
2451.109,3512
2464.7332,3513
2491.1882,3514
2689.4417,3515
3198.901,3516
3612.6777,3517
3474.4646,3518
3608.5203,3519
3563.458,3520
3543.5857,3521
2635.261,3522
2497.022,3523
2499.9116,3524
2769.3171,3525
2768.5444,3526
3001.664,3527
2918.476,3528
2824.0452,3529
2789.0625,3530
2972.432,3531
2922.616,3532
3119.946,3533
3041.997,3534
2890.4995,3535
2816.4956,3536
2349.4634,3537
2461.336,3538
2829.429,3539
2792.4517,3540
3519.045,3541
3013.431,3542
2666.6287,3543
3479.0334,3544
3735.4988,3545
3619.15,3546
3801.7224,3547
3527.7517,3548
3496.474,3549
3684.6072,3550
3570.7239,3551
3455.501,3552
3692.115,3553
3348.539,3554
3068.4302,3555
2786.8955,3556
2303.2646,3557
2648.9211,3558
3170.0322,3559
3154.5354,3560
3169.0789,3561
3282.7117,3562
3376.1045,3563
3015.2097,3564
4050.6921,3565
4319.8105,3566
4295.5537,3567
3689.782,3568
3324.1958,3569
2523.8381,3570
2660.937,3571
3147.0317,3572
2835.6016,3573
2896.4473,3574
3101.6646,3575
2961.0083,3576
2829.4326,3577
2957.927,3578
2904.8066,3579
2893.587,3580
2654.1968,3581
2917.821,3582
2906.6743,3583
2712.985,3584
2412.8477,3585
2461.6604,3586
2623.8542,3587
2736.2656,3588
2908.7278,3589
2638.2422,3590
2213.7688,3591
2690.7366,3592
3163.0132,3593
3096.1926,3594
2797.739,3595
2955.9993,3596
3045.793,3597
2572.8955,3598
2922.5178,3599
3061.3782,3600
3111.3416,3601
3077.7358,3602
3097.902,3603
2741.7039,3604
2231.3396,3605
2481.6804,3606
2471.7556,3607
2072.6697,3608
2187.6929,3609
2373.4624,3610
2384.9797,3611
2624.4873,3612
2669.6172,3613
2570.395,3614
2898.3772,3615
2842.349,3616
2305.31,3617
2372.0508,3618
2465.9902,3619
2213.1614,3620
2033.5734,3621
2081.8062,3622
2003.4232,3623
2270.661,3624
2323.887,3625
2207.2373,3626
2199.2227,3627
2126.423,3628
2328.634,3629
2152.4888,3630
2183.9055,3631
2634.0173,3632
1955.6721,3633
2097.884,3634
1893.6687,3635
2151.853,3636
2075.1006,3637
2148.639,3638
2618.3992,3639
2627.8735,3640
2806.2163,3641
3310.1816,3642
3403.1985,3643
3273.0945,3644
3107.179,3645
2837.6765,3646
2685.4941,3647
2920.9917,3648
3237.9124,3649
3411.1897,3650
3358.6785,3651
3444.655,3652
3431.2234,3653
3425.1084,3654
3605.9329,3655
3556.2747,3656
3469.2017,3657
3352.4065,3658
3088.9807,3659
3156.982,3660
3239.3896,3661
3244.074,3662
3087.6213,3663
2723.5933,3664
3124.6072,3665
2933.174,3666
2415.4443,3667
2836.598,3668
2713.4246,3669
2582.1423,3670
2397.941,3671
2519.505,3672
2430.0771,3673
2353.335,3674
2447.6897,3675
2352.3264,3676
2837.734,3677
2584.661,3678
2371.299,3679
2258.4062,3680
2598.8015,3681
2467.7197,3682
2492.8708,3683
2339.2034,3684
2549.3367,3685
2368.4292,3686
2421.7686,3687
1940.1821,3688
2363.276,3689
2142.995,3690
2367.3555,3691
2020.4404,3692
2132.679,3693
2149.6274,3694
2151.0957,3695
1979.6598,3696
2085.8315,3697
2047.9523,3698
1724.4436,3699
1860.2523,3700
2085.9033,3701
1815.9945,3702
2301.7876,3703
2204.2466,3704
2503.3281,3705
2481.0166,3706
2098.2898,3707
2112.7107,3708
2325.1362,3709
2082.121,3710
2031.1304,3711
1927.1423,3712
2152.8862,3713
2119.604,3714
2080.5073,3715
2190.095,3716
2106.6306,3717
1863.4974,3718
2043.6527,3719
2022.1366,3720
2200.358,3721
1952.0297,3722
1920.8728,3723
1977.6322,3724
2100.0842,3725
2126.6318,3726
1994.4545,3727
2214.2144,3728
2231.3647,3729
2202.3271,3730
2037.248,3731
2147.5183,3732
2159.563,3733
2003.9589,3734
2126.77,3735
2314.1743,3736
2198.4143,3737
1976.6013,3738
2112.0906,3739
2163.945,3740
2144.05,3741
2014.959,3742
2360.7673,3743
2147.9434,3744
2255.2297,3745
2431.244,3746
2633.871,3747
2447.9392,3748
2642.5742,3749
2600.7217,3750
2311.777,3751
2968.7197,3752
2727.0327,3753
2680.6284,3754
2655.2197,3755
2710.0393,3756
2658.2314,3757
2821.4827,3758
3241.9543,3759
3126.6707,3760
3014.944,3761
3202.471,3762
3233.7117,3763
3130.2864,3764
3004.199,3765
3104.5925,3766
3185.07,3767
2995.9092,3768
3025.061,3769
2940.9768,3770
2615.2979,3771
2812.2808,3772
2777.4854,3773
2705.962,3774
2758.414,3775
2836.3074,3776
2443.1553,3777
2502.6062,3778
2548.519,3779
2861.7937,3780
2776.2148,3781
2940.6143,3782
2691.8445,3783
3033.965,3784
2870.5889,3785
3378.5564,3786
3056.3389,3787
3293.0764,3788
3172.5781,3789
3205.228,3790
3064.9905,3791
3304.4307,3792
3437.9548,3793
3492.5103,3794
3467.4414,3795
3391.2075,3796
3157.1165,3797
3615.2798,3798
3236.3552,3799
3521.4595,3800
3328.2717,3801
3433.0938,3802
3506.8833,3803
3651.8384,3804
3490.0615,3805
3306.7615,3806
3322.6477,3807
3314.6655,3808
3334.269,3809
3013.3413,3810
2958.3484,3811
2957.9905,3812
2975.4277,3813
3084.7065,3814
3037.3516,3815
2952.326,3816
3013.1013,3817
2640.6335,3818
2806.9563,3819
2808.811,3820
3104.6753,3821
2750.1558,3822
2883.1436,3823
3068.7434,3824
3237.0232,3825
3250.214,3826
3269.5354,3827
3225.9663,3828
3252.1536,3829
3102.0405,3830
3608.9392,3831
3341.0266,3832
3416.192,3833
3556.0833,3834
3371.1216,3835
3388.379,3836
3408.8289,3837
3300.8862,3838
3261.1343,3839
3183.6584,3840
3243.052,3841
3130.9812,3842
3455.8208,3843
3597.2039,3844
3574.6575,3845
3532.9304,3846
3500.4678,3847
3384.0928,3848
3177.2324,3849
3332.4573,3850
3128.9192,3851
3184.5059,3852
3244.0732,3853
3246.8884,3854
2996.0964,3855
3212.2188,3856
3070.5159,3857
3037.2883,3858
3020.8914,3859
2974.1658,3860
2796.568,3861
2788.2283,3862
2925.511,3863
2755.351,3864
2995.6353,3865
2880.8608,3866
3254.017,3867
3063.0479,3868
2969.1262,3869
2828.2952,3870
3117.1707,3871
2508.2727,3872
5042.867,3873
