@RELATION 'Music feature'
%rows=4
%columns=3873
%sample_rate=22050
%window_size=512

@ATTRIBUTE 'Spectral flatness measure' NUMERIC
@ATTRIBUTE 'Spectral flatness measure' NUMERIC
@ATTRIBUTE 'Spectral flatness measure' NUMERIC
@ATTRIBUTE 'Spectral flatness measure' NUMERIC
@ATTRIBUTE WindowNumber NUMERIC

@DATA
0.8651108,0.7888752,0.8491183,0.7997328,1043
0.6442535,0.77023005,0.6979395,0.84017986,1044
0.9224319,0.7659435,0.88453645,0.80093306,1045
0.81488633,0.80132854,0.84787565,0.778884,1046
0.970621,0.7804119,0.7894341,0.87055206,1047
0.7966625,0.7567879,0.82028943,0.8190682,1048
0.48985815,0.9251793,0.68090457,0.7839137,1049
0.5910087,0.7579506,0.5507642,0.88393414,1050
0.62409544,0.73724383,0.7320807,0.8487289,1051
0.7659185,0.7347241,0.74681497,0.74570346,1052
0.8269752,0.8578501,0.87701654,0.80358946,1053
0.67465734,0.7517064,0.8552779,0.83568484,1054
0.8211207,0.51373196,0.7011063,0.8072516,1055
0.6420169,0.47961253,0.69406986,0.8469663,1056
0.5701329,0.6905321,0.66866815,0.6612915,1057
0.7604441,0.5565662,0.6259531,0.7944091,1058
0.559662,0.5817276,0.44016114,0.80758363,1059
0.8688768,0.48891857,0.427055,0.80621105,1060
0.89498556,0.5966204,0.39364365,0.80900687,1061
0.73181534,0.4857371,0.6253791,0.74512696,1062
0.694481,0.4435496,0.5996684,0.8194942,1063
0.51174045,0.4166748,0.45849207,0.79213554,1064
0.7877594,0.4957262,0.49071184,0.7559784,1065
0.56713444,0.30541167,0.46917325,0.7537949,1066
0.8579837,0.3237752,0.428465,0.8163957,1067
0.9903716,0.6996406,0.8672801,0.891584,1068
0.8902614,0.64377475,0.7985363,0.85126066,1069
0.76358813,0.79719245,0.89318055,0.7652356,1070
0.8816114,0.66746503,0.79433453,0.70843756,1071
0.6920917,0.7984863,0.87459195,0.6544718,1072
0.6491337,0.61790425,0.8152503,0.7885117,1073
0.7479905,0.84248483,0.75380766,0.83908814,1074
0.84000504,0.76262814,0.70993996,0.8859767,1075
0.92517143,0.58336294,0.79705524,0.8418498,1076
0.84710765,0.6881694,0.5859405,0.74251926,1077
0.92850137,0.5304337,0.56328166,0.87584776,1078
0.7198403,0.7793571,0.75898916,0.8680011,1079
0.9698073,0.705407,0.8768724,0.8064329,1080
0.843758,0.732892,0.5434088,0.80960256,1081
0.8921887,0.69657815,0.7036325,0.7941831,1082
0.6148072,0.79250115,0.60530823,0.80262,1083
0.47299817,0.68919045,0.72181946,0.90639544,1084
0.49992424,0.4656202,0.5715671,0.75081384,1085
0.5849944,0.6593858,0.6382291,0.8396856,1086
0.61333954,0.64114296,0.68833095,0.8021785,1087
0.47193596,0.7284983,0.611555,0.8111646,1088
0.8116286,0.6324291,0.60369766,0.8321062,1089
0.43715096,0.67607135,0.4518758,0.83863795,1090
0.7007695,0.517868,0.3875608,0.80170214,1091
0.67593163,0.61000234,0.33147538,0.73262924,1092
0.5665719,0.669738,0.22742894,0.6752473,1093
0.5440404,0.7613832,0.2517602,0.66531813,1094
0.60763997,0.85277236,0.4225237,0.79900306,1095
0.9021623,0.71867245,0.72050005,0.79474366,1096
0.74311596,0.87415344,0.82414573,0.87443906,1097
0.931752,0.85640895,0.8228569,0.78187865,1098
0.81344885,0.83516973,0.8505302,0.878242,1099
0.85854924,0.68391585,0.8081745,0.81646335,1100
0.88566667,0.9388848,0.77344644,0.8321025,1101
0.7583841,0.9251464,0.8301632,0.7333438,1102
0.941433,0.79155904,0.72076815,0.80721486,1103
0.83351374,0.69471186,0.61186826,0.781235,1104
0.90207887,0.57235694,0.8129288,0.81676227,1105
0.861184,0.726028,0.7238149,0.74304265,1106
0.71520394,0.49598402,0.7010732,0.7458875,1107
0.65076935,0.6379761,0.82068694,0.82337517,1108
0.88872814,0.7406269,0.84924036,0.86131454,1109
0.8835466,0.9033084,0.8411485,0.7009838,1110
0.85812366,0.838594,0.8459471,0.68229944,1111
0.83260036,0.89530885,0.81114453,0.68802965,1112
0.84223545,0.8607564,0.8415119,0.6033823,1113
0.8322745,0.8830516,0.8094149,0.65601736,1114
0.6064634,0.81068987,0.8000129,0.7583155,1115
0.78405505,0.80597484,0.8369719,0.84275335,1116
0.69467443,0.80971605,0.7471784,0.7747705,1117
0.8294195,0.91455156,0.88387364,0.7946895,1118
0.7127712,0.83650416,0.7528129,0.59570116,1119
0.6269265,0.66511744,0.8355949,0.77707404,1120
0.9255023,0.8465343,0.83810234,0.81225544,1121
0.8333435,0.6797064,0.8788788,0.82151973,1122
0.719003,0.6177002,0.91201645,0.8395865,1123
0.6309142,0.89331603,0.87384844,0.8785818,1124
0.8760392,0.82445276,0.77523303,0.7101629,1125
0.73081124,0.7955253,0.8975587,0.79868734,1126
0.8788421,0.7313429,0.74338007,0.83563304,1127
0.8817537,0.85147387,0.8113966,0.83322245,1128
0.8102785,0.9138203,0.89057714,0.8491849,1129
0.87572926,0.7932279,0.897001,0.8185468,1130
0.6773613,0.72055817,0.7453251,0.7906806,1131
0.8007329,0.7712518,0.63811237,0.7788021,1132
0.69953996,0.7715615,0.8613348,0.8189277,1133
0.91626567,0.7825647,0.5492699,0.8427827,1134
0.84020245,0.8546245,0.835316,0.8317592,1135
0.84817773,0.82399535,0.85002404,0.84732187,1136
0.6988558,0.7965017,0.85630935,0.82362133,1137
0.8944907,0.7074352,0.7041491,0.880617,1138
0.7868885,0.77415943,0.770661,0.843616,1139
0.9192795,0.7956794,0.8063401,0.79519594,1140
0.95807934,0.9291663,0.83597547,0.77000755,1141
0.9863554,0.8991716,0.86822486,0.8004233,1142
0.907117,0.9134578,0.76912564,0.84424686,1143
0.9212528,0.86604667,0.85158366,0.82914853,1144
0.64641994,0.6944118,0.78067845,0.7815526,1145
0.80116004,0.66772175,0.785595,0.80837023,1146
0.85665387,0.79202294,0.85965556,0.71437013,1147
0.851803,0.90294033,0.8229925,0.84765387,1148
0.970165,0.8863605,0.78640276,0.83609235,1149
0.9942363,0.813718,0.67844427,0.840473,1150
0.9467767,0.87431395,0.8270508,0.8385974,1151
0.9092791,0.8289386,0.8719535,0.82424605,1152
0.84152967,0.8280258,0.718262,0.830141,1153
0.7551005,0.87948924,0.5823052,0.7598663,1154
0.58422226,0.7746326,0.66434735,0.8024954,1155
0.84332097,0.9224659,0.8683754,0.85502124,1156
0.6896904,0.84950405,0.8809139,0.8017929,1157
0.88872874,0.86091673,0.6632988,0.6647861,1158
0.8984147,0.88327765,0.807938,0.7781523,1159
0.65013826,0.92001736,0.8099993,0.80850625,1160
0.81015605,0.83491135,0.8102524,0.82241356,1161
0.67850786,0.97052884,0.8741904,0.7880363,1162
0.75688446,0.83097196,0.84503007,0.8934011,1163
0.89944524,0.9022077,0.7130335,0.7173699,1164
0.95375663,0.47114596,0.76452094,0.8000183,1165
0.8798779,0.4094927,0.6802861,0.81925327,1166
0.73896056,0.423198,0.71897316,0.7288938,1167
0.9249161,0.51683134,0.5400555,0.7772673,1168
0.69131154,0.4158148,0.4373036,0.6382908,1169
0.8632868,0.48722926,0.4773131,0.60948414,1170
0.49545917,0.35160857,0.43721431,0.7333872,1171
0.61945105,0.4954878,0.5675396,0.81693226,1172
0.8167872,0.49612227,0.76542604,0.86982167,1173
0.59238833,0.6217812,0.6845922,0.71252,1174
0.93850356,0.8332334,0.85656893,0.73975533,1175
0.69177383,0.8999368,0.79863656,0.7684605,1176
0.9271329,0.8306743,0.8138014,0.8261194,1177
0.94921327,0.63783526,0.9283268,0.86356515,1178
0.8849447,0.7972034,0.77911115,0.83794045,1179
0.6922043,0.7724485,0.78159356,0.7136283,1180
0.8235863,0.83103424,0.8915359,0.83591676,1181
0.8955383,0.73498404,0.8491961,0.794425,1182
0.75167346,0.87115973,0.82510775,0.88067484,1183
0.7749143,0.8108952,0.854808,0.82274747,1184
0.89822084,0.8125912,0.77660626,0.83290017,1185
0.94131196,0.55446154,0.7822302,0.8245606,1186
0.91349894,0.7321493,0.8570099,0.81265664,1187
0.73054427,0.9197664,0.716277,0.8085876,1188
0.8243211,0.7905341,0.7994534,0.872514,1189
0.7534194,0.87826115,0.7914677,0.79313475,1190
0.7947613,0.7824715,0.84468704,0.77205026,1191
0.6546966,0.69854766,0.73962593,0.83454555,1192
0.9531072,0.73117435,0.6747521,0.71233386,1193
0.8495427,0.7772781,0.551716,0.8259461,1194
0.78943056,0.68032235,0.66419226,0.7627599,1195
0.917941,0.6254132,0.6564687,0.81271976,1196
0.8078026,0.5100258,0.69289577,0.8379113,1197
0.5165576,0.5936808,0.5515436,0.832012,1198
0.8755446,0.77671444,0.68623567,0.87259066,1199
0.76135015,0.70632493,0.66913784,0.84068036,1200
0.7778671,0.7881004,0.6919662,0.75857407,1201
0.80683184,0.74845237,0.58323497,0.75029826,1202
0.5671609,0.627637,0.6234808,0.74629885,1203
0.48872137,0.34951425,0.65877855,0.80777776,1204
0.6029363,0.6174759,0.7757805,0.67222536,1205
0.85544944,0.841043,0.8256258,0.8653842,1206
0.7812033,0.7065639,0.7860834,0.800134,1207
0.91632575,0.80516165,0.8353969,0.75849277,1208
0.87081414,0.81246614,0.78147954,0.83049273,1209
0.92387336,0.8142134,0.86854774,0.8288394,1210
0.9061943,0.9150552,0.8851727,0.8671281,1211
0.80067146,0.9014804,0.89426196,0.8547042,1212
0.8871962,0.95948356,0.8695852,0.7993144,1213
0.6998068,0.89003307,0.843675,0.7994036,1214
0.70976144,0.90810424,0.81210774,0.8025758,1215
0.7024717,0.63618004,0.8564203,0.7468482,1216
0.7807185,0.8618241,0.85099405,0.8149168,1217
0.6544783,0.8955081,0.8775959,0.7974813,1218
0.7195623,0.81504893,0.74248326,0.8704605,1219
0.82153666,0.7795061,0.8178751,0.7594499,1220
0.6706014,0.76690584,0.73244715,0.7906221,1221
0.730196,0.8341259,0.8350031,0.85892946,1222
0.77213967,0.93444806,0.8048929,0.6362079,1223
0.6186083,0.5529081,0.88706684,0.586728,1224
0.71318555,0.8055209,0.79209054,0.8193773,1225
0.73412144,0.8707321,0.81629914,0.8904965,1226
0.830706,0.679005,0.8001719,0.8742733,1227
0.7881282,0.5606741,0.74204564,0.7538281,1228
0.72249705,0.6142199,0.7822024,0.7863328,1229
0.86978686,0.65214866,0.61569864,0.7624607,1230
0.84418154,0.6701636,0.73633134,0.8651986,1231
0.81226295,0.88206196,0.7355234,0.647966,1232
0.7691179,0.63971657,0.93300533,0.8368742,1233
0.89954174,0.635394,0.9033584,0.86679965,1234
0.714518,0.7565712,0.7046028,0.80923665,1235
0.89409494,0.6280723,0.7758279,0.8372881,1236
0.6374057,0.74114305,0.7917417,0.78938884,1237
0.84852654,0.6116361,0.82572216,0.7909966,1238
0.85546243,0.8153511,0.92324626,0.8584174,1239
0.8176568,0.8368396,0.85410494,0.8591313,1240
0.54754466,0.87810063,0.8563079,0.85468376,1241
0.5637224,0.8108884,0.6993493,0.8503368,1242
0.43994814,0.9229132,0.77548945,0.78395355,1243
0.862293,0.7415972,0.79911447,0.8232466,1244
0.93600684,0.6033765,0.85812914,0.8229579,1245
0.90763944,0.79076874,0.87517256,0.8384933,1246
0.86757094,0.8509671,0.7754481,0.86405814,1247
0.9389355,0.84233826,0.7875917,0.8088372,1248
0.8304838,0.6477787,0.71693206,0.8224704,1249
0.76194113,0.80055654,0.74289495,0.83211136,1250
0.9016497,0.4729542,0.7105149,0.8534604,1251
0.8846174,0.4405005,0.68672633,0.80716956,1252
0.8465855,0.48712748,0.8050512,0.82344455,1253
0.85841674,0.8027854,0.88548857,0.70656407,1254
0.84513706,0.7753364,0.7868325,0.7512545,1255
0.68741256,0.7523459,0.68626374,0.87617224,1256
0.8729057,0.7828508,0.536606,0.8787813,1257
0.9126488,0.7613617,0.53330123,0.7974502,1258
0.795952,0.681529,0.5832049,0.7368896,1259
0.7438113,0.78216857,0.6323154,0.8487159,1260
0.96874803,0.84918255,0.7801832,0.81056374,1261
0.8373555,0.7647172,0.8006785,0.85640264,1262
0.9116335,0.74478656,0.703302,0.79652756,1263
0.7305048,0.72653234,0.73658675,0.7903932,1264
0.74578416,0.73883474,0.64690006,0.82625014,1265
0.6105389,0.72606814,0.5068836,0.7496406,1266
0.70879483,0.87498426,0.63137674,0.77455753,1267
0.85354626,0.820388,0.5858742,0.80827963,1268
0.9124979,0.6985053,0.66021144,0.7633138,1269
0.7612947,0.83082503,0.45753503,0.79218185,1270
0.8308217,0.7302592,0.498038,0.78870595,1271
0.74768436,0.63139653,0.5809429,0.7854389,1272
0.6235441,0.7544996,0.55102897,0.78341025,1273
0.59522957,0.71656483,0.4899048,0.77474046,1274
0.73698854,0.85132587,0.73880345,0.810987,1275
0.73212886,0.6960825,0.55962795,0.70722467,1276
0.62562466,0.62946343,0.7148703,0.78814197,1277
0.55568445,0.76016325,0.670401,0.764017,1278
0.79124844,0.7841937,0.46359825,0.74839175,1279
0.7429449,0.7379829,0.44909337,0.73973507,1280
0.75029963,0.82642096,0.7325796,0.8041455,1281
0.5811585,0.7580633,0.8608597,0.8205179,1282
0.73781365,0.730535,0.8315437,0.81749403,1283
0.8250669,0.76118255,0.86106545,0.8213348,1284
0.9387863,0.7791244,0.881589,0.85270476,1285
0.941895,0.9248378,0.8335074,0.81119907,1286
0.88370234,0.7854757,0.8745414,0.7932092,1287
0.7721026,0.77688456,0.8432299,0.8620539,1288
0.6347285,0.7851819,0.86221355,0.8005949,1289
0.7986818,0.79262817,0.7472416,0.80346644,1290
0.92778677,0.86738557,0.92045695,0.8012746,1291
0.97550464,0.67189246,0.79335105,0.8581411,1292
0.85550135,0.68525225,0.7895114,0.7786143,1293
0.7701221,0.8352212,0.87812597,0.8039006,1294
0.7847718,0.93397164,0.8338775,0.8589949,1295
0.67797655,0.90347487,0.7999045,0.8299877,1296
0.759791,0.7920953,0.6938981,0.7369289,1297
0.87597126,0.6061846,0.71579266,0.74865663,1298
0.8170622,0.6534158,0.8385375,0.70565426,1299
0.9193545,0.6128292,0.7782262,0.79302037,1300
0.9639083,0.73387206,0.73909885,0.8172823,1301
0.86489874,0.9159715,0.8717754,0.82493114,1302
0.6834162,0.83844006,0.8248397,0.8332209,1303
0.6564963,0.6161751,0.7363838,0.77948207,1304
0.60237074,0.6476387,0.787677,0.8863598,1305
0.7519819,0.7725357,0.5000267,0.8228459,1306
0.606429,0.74256545,0.6382579,0.81758577,1307
0.62511057,0.75470346,0.6154403,0.85431796,1308
0.8482839,0.90511906,0.7282126,0.76979476,1309
0.78691804,0.75077075,0.6748749,0.80869293,1310
0.66176236,0.78255534,0.74875844,0.7688132,1311
0.6489101,0.80937946,0.7326296,0.86672515,1312
0.70717794,0.811394,0.714138,0.7896012,1313
0.4823172,0.7254652,0.6532967,0.64970297,1314
0.64051914,0.716475,0.87174577,0.7490321,1315
0.9190516,0.7584471,0.8236554,0.8434217,1316
0.78078836,0.87003565,0.6684612,0.8132836,1317
0.68003815,0.7870707,0.7122445,0.7849135,1318
0.867474,0.72926426,0.788066,0.7661126,1319
0.79644465,0.63499236,0.75753695,0.65748817,1320
0.63151264,0.8065341,0.8092183,0.7271541,1321
0.7358307,0.7710162,0.8999591,0.7647685,1322
0.81802666,0.6181476,0.8413986,0.7059687,1323
0.7128596,0.85605055,0.7642576,0.81276846,1324
0.6462074,0.72058123,0.70355535,0.76852983,1325
0.6551963,0.76873136,0.7787653,0.7126509,1326
0.5600832,0.7859228,0.6980268,0.77640605,1327
0.79478407,0.87053865,0.72172046,0.77941847,1328
0.8094368,0.85517937,0.86087406,0.8211702,1329
0.47046494,0.8812827,0.80758595,0.70181245,1330
0.6822243,0.6784703,0.69067824,0.64053106,1331
0.7479466,0.7642182,0.8406018,0.7973481,1332
0.7174323,0.7575339,0.69144446,0.7783688,1333
0.6903462,0.71080154,0.6471994,0.7835178,1334
0.69965416,0.77732104,0.6305765,0.77444327,1335
0.75403273,0.8775729,0.84102243,0.824851,1336
0.8315129,0.7182188,0.72679996,0.83641094,1337
0.7202442,0.7640323,0.83380026,0.76662767,1338
0.8769037,0.7502962,0.68401384,0.82361925,1339
0.5553019,0.7905876,0.59923154,0.78653324,1340
0.6827237,0.68234926,0.7326577,0.8149071,1341
0.54242027,0.7678005,0.6729806,0.7281678,1342
0.8489631,0.8726438,0.74461854,0.8350148,1343
0.9417381,0.74628556,0.7940553,0.8131728,1344
0.8461308,0.88575757,0.7768869,0.76792514,1345
0.70310664,0.8652213,0.6846163,0.8016292,1346
0.69064206,0.73384315,0.66489303,0.8013457,1347
0.58295405,0.6927779,0.66639733,0.7938024,1348
0.85079145,0.6179939,0.5936641,0.82759994,1349
0.6662392,0.6789451,0.5673703,0.84947705,1350
0.7903586,0.6203078,0.5093416,0.80174744,1351
0.6376724,0.6260601,0.60903233,0.80001235,1352
0.77548516,0.856957,0.58178025,0.82711136,1353
0.8417296,0.8014405,0.60584944,0.79222834,1354
0.68463576,0.7504248,0.68176913,0.8127643,1355
0.88865393,0.85780895,0.64585686,0.84585583,1356
0.6778382,0.67800784,0.8031381,0.85609883,1357
0.84679306,0.90376914,0.82764584,0.7593064,1358
0.8199246,0.75896615,0.92912495,0.73562264,1359
0.8950744,0.7592714,0.7485233,0.8624936,1360
0.91057205,0.827779,0.8337472,0.7662699,1361
0.92417955,0.9034791,0.81130695,0.7223032,1362
0.88929445,0.90928835,0.8576075,0.78291243,1363
0.980819,0.8971391,0.84667706,0.7732148,1364
0.72159725,0.8367326,0.8914768,0.88310724,1365
0.91471255,0.8417637,0.81329757,0.83672285,1366
0.88567513,0.8187349,0.80351853,0.7507042,1367
0.94225043,0.7458592,0.87162113,0.87753576,1368
0.8598031,0.8436315,0.82712656,0.86697674,1369
0.8801759,0.80166596,0.8998129,0.81485796,1370
0.91078323,0.8609042,0.83474296,0.8286897,1371
0.56660706,0.9145183,0.8298243,0.8552698,1372
0.8306104,0.8292932,0.8983538,0.8440333,1373
0.8752561,0.6889925,0.8924802,0.8103405,1374
0.5401067,0.8223511,0.89327765,0.781899,1375
0.90795255,0.93059224,0.8425642,0.8326914,1376
0.6616098,0.8823099,0.82945216,0.75942886,1377
0.79373324,0.882323,0.88744265,0.7379103,1378
0.90416527,0.92588353,0.74380845,0.79188377,1379
0.9085194,0.8255783,0.8430407,0.811709,1380
0.99364257,0.8492594,0.8216162,0.7689355,1381
0.988029,0.83136463,0.8337222,0.8299376,1382
0.97022355,0.835892,0.77118325,0.7204019,1383
0.8748751,0.7701382,0.8571165,0.7192327,1384
0.8596078,0.9042718,0.8623442,0.8865418,1385
0.76364994,0.8019761,0.81644756,0.8109208,1386
0.8591125,0.8837822,0.84551,0.79719037,1387
0.72642946,0.75999755,0.90108734,0.75328267,1388
0.77395576,0.8213822,0.8361731,0.7888117,1389
0.8026907,0.81843954,0.8687716,0.71248806,1390
0.51990825,0.8871899,0.86653966,0.8644095,1391
0.7885626,0.7924794,0.8638972,0.78244954,1392
0.8746547,0.9222585,0.8077438,0.7606459,1393
0.8700901,0.8338239,0.82957464,0.8061482,1394
0.968258,0.9296574,0.9141113,0.8068179,1395
0.9031389,0.8243182,0.89146644,0.80157584,1396
0.59553784,0.75682133,0.76864284,0.7366291,1397
0.6359212,0.77517974,0.88032585,0.8029124,1398
0.73940706,0.7849958,0.8352526,0.8288993,1399
0.79939145,0.82586855,0.83699095,0.8403147,1400
0.7967544,0.83884984,0.76588225,0.76943606,1401
0.8864605,0.7216254,0.83637846,0.827973,1402
0.88834804,0.77008176,0.7919422,0.7465877,1403
0.69335043,0.83675003,0.8484385,0.78452855,1404
0.80968213,0.89359236,0.7898472,0.8849984,1405
0.9289128,0.8078259,0.76557577,0.8349183,1406
0.90735924,0.74285644,0.8512766,0.83807397,1407
0.8638932,0.87562716,0.78923374,0.8538376,1408
0.8584214,0.6051209,0.86246073,0.74846154,1409
0.8423733,0.78686905,0.89408636,0.7611042,1410
0.7554679,0.8500151,0.76140255,0.7215283,1411
0.85186774,0.64257663,0.793602,0.7730814,1412
0.7109217,0.73318356,0.9357851,0.8659503,1413
0.90539694,0.91454685,0.8861587,0.78363717,1414
0.9129894,0.85500157,0.83554465,0.8447748,1415
0.8197028,0.7349673,0.8945892,0.8405922,1416
0.9287782,0.49229926,0.9239886,0.8079833,1417
0.9474131,0.78314006,0.7589037,0.8215428,1418
0.8336475,0.89847565,0.8885416,0.8020291,1419
0.95458496,0.87127113,0.8873729,0.82972264,1420
0.8090785,0.8587303,0.8254186,0.7437408,1421
0.70393807,0.9529581,0.8678986,0.8546156,1422
0.9509771,0.7622924,0.76661724,0.83188945,1423
0.9727991,0.8560386,0.92091805,0.81684417,1424
0.842677,0.86213624,0.7975571,0.8407747,1425
0.9212171,0.7535755,0.8110967,0.78811425,1426
0.69758165,0.897553,0.8165079,0.8240839,1427
0.5724041,0.82635576,0.91943645,0.77056986,1428
0.98431915,0.90074795,0.7406812,0.7808334,1429
0.8928132,0.7929448,0.78179497,0.84286726,1430
0.83077717,0.6814988,0.7375932,0.8022043,1431
0.9320111,0.85666513,0.7606772,0.8515576,1432
0.97781664,0.8350853,0.8017327,0.8400488,1433
0.9017509,0.8446774,0.8325434,0.7924445,1434
0.97056574,0.8757154,0.7760968,0.80849564,1435
0.92608976,0.8618807,0.86809343,0.8234926,1436
0.8137807,0.76112574,0.7946553,0.81878185,1437
0.9956534,0.83375627,0.84004194,0.7725898,1438
0.9822064,0.65371996,0.83447987,0.72210443,1439
0.7982725,0.70802724,0.7787211,0.7821846,1440
0.6587933,0.6809735,0.78576505,0.7327566,1441
0.8273946,0.5747665,0.8330159,0.71361285,1442
0.7286983,0.7655997,0.8458589,0.83736384,1443
0.5259092,0.7666807,0.8817539,0.8293696,1444
0.58955526,0.7069744,0.8571442,0.80694294,1445
0.6408348,0.7158383,0.8828078,0.8726289,1446
0.638776,0.82302433,0.81092566,0.8315578,1447
0.71107054,0.84519684,0.7786191,0.8245237,1448
0.9054511,0.85897547,0.86482716,0.70903873,1449
0.9480418,0.6617819,0.7183818,0.83053327,1450
0.8323041,0.8044299,0.8339202,0.9155632,1451
0.97052765,0.74241465,0.83319914,0.83635116,1452
0.9539827,0.7587454,0.76507646,0.72227967,1453
0.75103366,0.8206081,0.77618206,0.82371014,1454
0.7500604,0.76049626,0.8036049,0.7776716,1455
0.6305367,0.8959925,0.7145378,0.8403921,1456
0.8689882,0.701007,0.77177054,0.8207738,1457
0.85848093,0.81389266,0.8093246,0.8457293,1458
0.81339544,0.7606472,0.8623401,0.8510712,1459
0.7758582,0.7986592,0.87946534,0.779218,1460
0.87034017,0.8722653,0.81811595,0.8014001,1461
0.89922875,0.9106921,0.7385062,0.81492853,1462
0.8972743,0.7011858,0.87383765,0.69409853,1463
0.92634416,0.822646,0.879304,0.75371766,1464
0.86736506,0.8558865,0.84576786,0.78719604,1465
0.8773523,0.80428183,0.9163293,0.8155562,1466
0.8336084,0.78429395,0.7329786,0.7750068,1467
0.9385998,0.8690917,0.84828585,0.8045966,1468
0.8399418,0.91163737,0.8492447,0.83347684,1469
0.8610923,0.7701705,0.7556574,0.80908227,1470
0.6828121,0.8721171,0.7688227,0.77801454,1471
0.89066637,0.6381536,0.6396847,0.8323218,1472
0.92171377,0.67354256,0.78556174,0.85730845,1473
0.6829945,0.63590026,0.653383,0.8716495,1474
0.803288,0.78154063,0.70003074,0.73474926,1475
0.8309244,0.7588775,0.79788727,0.79590017,1476
0.8754153,0.79396296,0.8346659,0.83887714,1477
0.8430264,0.7014622,0.6506153,0.7418954,1478
0.5908382,0.64908016,0.70606107,0.7534365,1479
0.79410595,0.88341516,0.7805537,0.7488305,1480
0.8782266,0.7869342,0.8717981,0.8138636,1481
0.9225324,0.52690774,0.8177539,0.86172736,1482
0.9488895,0.73491156,0.83695585,0.83808374,1483
0.7975379,0.82347894,0.7998988,0.82437736,1484
0.93883294,0.8359684,0.86198705,0.7618709,1485
0.94086736,0.8765838,0.8894624,0.7911673,1486
0.9107585,0.8453015,0.75111276,0.7703476,1487
0.71477497,0.76631665,0.8371307,0.787167,1488
0.8189698,0.44345036,0.79541695,0.72894084,1489
0.78085595,0.6390939,0.71486014,0.73859596,1490
0.63014287,0.8376156,0.77981275,0.7929554,1491
0.79271907,0.5010345,0.6622501,0.8217407,1492
0.4548549,0.7767554,0.67143303,0.8248767,1493
0.6878372,0.8436342,0.46737507,0.71923673,1494
0.62314713,0.6223964,0.7608261,0.8055516,1495
0.9546279,0.6052379,0.82698363,0.8469415,1496
0.8159972,0.7035482,0.853238,0.8466434,1497
0.92605805,0.8187436,0.8510183,0.7988826,1498
0.6923128,0.42335737,0.73732954,0.7855922,1499
0.69283104,0.5598955,0.5733802,0.75561243,1500
0.8757035,0.47088754,0.7135672,0.66524583,1501
0.87302184,0.64529324,0.7974849,0.72955036,1502
0.7149959,0.647488,0.83926135,0.7953981,1503
0.8561768,0.4530092,0.7781987,0.7320828,1504
0.56619376,0.33497515,0.60894644,0.72131366,1505
0.6252246,0.54179496,0.47669628,0.71458226,1506
0.59712154,0.81957114,0.79316115,0.78869927,1507
0.9236766,0.757828,0.84623456,0.7636126,1508
0.86089957,0.81179416,0.80533594,0.8461628,1509
0.89091384,0.9652499,0.83337224,0.7834299,1510
0.8515515,0.67586946,0.699915,0.7428363,1511
0.7366425,0.74538386,0.6146374,0.66889805,1512
0.57571924,0.85498595,0.6033803,0.7677728,1513
0.8162395,0.8780154,0.760728,0.8361564,1514
0.8073094,0.840374,0.78699845,0.824978,1515
0.9026354,0.83223623,0.7989792,0.741334,1516
0.8985812,0.9153819,0.83465123,0.74771136,1517
0.7167557,0.9321376,0.86467606,0.7742283,1518
0.9095389,0.6904459,0.7475675,0.8285234,1519
0.70030844,0.60776013,0.7679189,0.7602617,1520
0.9352109,0.73117614,0.91797405,0.7707329,1521
0.7095199,0.912979,0.92468005,0.73004866,1522
0.91146666,0.90118545,0.8287629,0.743865,1523
0.898119,0.78748435,0.8537157,0.7452585,1524
0.8159359,0.8183138,0.87070626,0.77407944,1525
0.847678,0.74324745,0.83446133,0.81361854,1526
0.75145936,0.90896434,0.81012034,0.7793241,1527
0.86855996,0.83522123,0.8956432,0.7668467,1528
0.9443279,0.8027291,0.82557374,0.79490674,1529
0.91155285,0.8009344,0.80456525,0.7178857,1530
0.7669761,0.677241,0.8705768,0.71255,1531
0.82676023,0.7041875,0.8856321,0.6316898,1532
0.8163611,0.7594747,0.8048172,0.8065118,1533
0.841254,0.6194391,0.7418296,0.72821444,1534
0.968848,0.7194097,0.83980036,0.7984445,1535
0.79267347,0.8054949,0.8579268,0.7885327,1536
0.7263768,0.7423971,0.8628937,0.7970691,1537
0.72359884,0.6574503,0.8271968,0.76382524,1538
0.68746245,0.767858,0.8960167,0.8753772,1539
0.6413304,0.70021814,0.88216865,0.70073223,1540
0.7274834,0.7487408,0.82713026,0.71711755,1541
0.83444935,0.93311816,0.84021413,0.814932,1542
0.77261865,0.68251854,0.9171277,0.74555767,1543
0.7894673,0.758798,0.65359133,0.8329098,1544
0.76722074,0.7575609,0.7309316,0.7845599,1545
0.6358925,0.7530291,0.78311765,0.60865796,1546
0.79638743,0.82600445,0.7935709,0.7911149,1547
0.9545948,0.7562805,0.7506032,0.85392874,1548
0.6960177,0.89432186,0.8421084,0.8458234,1549
0.79793537,0.63680345,0.57111585,0.81303525,1550
0.801559,0.67100114,0.45580688,0.7916287,1551
0.62118477,0.811203,0.63709736,0.7720533,1552
0.68692774,0.6836991,0.65232635,0.7612792,1553
0.7375014,0.5657522,0.74959767,0.6948067,1554
0.9210497,0.6662196,0.79355246,0.7495781,1555
0.94519854,0.7204983,0.81578785,0.834139,1556
0.68073314,0.7625753,0.85784906,0.850034,1557
0.5787637,0.8180925,0.7590236,0.8089717,1558
