@RELATION 'Music feature'
%rows=1
%columns=3873
%sample_rate=22050
%window_size=512

@ATTRIBUTE 'Spectral bandwidth' NUMERIC
@ATTRIBUTE WindowNumber NUMERIC

@DATA
2343.6465,3244
2497.63,3245
2088.9497,3246
2144.2278,3247
2139.9084,3248
2280.1577,3249
2144.2732,3250
2204.6807,3251
2129.1763,3252
2112.7627,3253
2115.2168,3254
1888.5815,3255
1950.6398,3256
2089.712,3257
2003.1622,3258
2138.429,3259
2088.4634,3260
2002.8085,3261
2056.0918,3262
2074.8604,3263
2357.075,3264
2017.9409,3265
1872.8059,3266
1958.7996,3267
1879.4182,3268
2118.5242,3269
2277.099,3270
2384.5732,3271
2231.5066,3272
2078.2512,3273
1966.3088,3274
2166.2117,3275
1910.1509,3276
1930.1208,3277
2009.173,3278
2008.5209,3279
1766.4882,3280
1904.3123,3281
1852.4519,3282
1657.4756,3283
1776.1425,3284
1794.9126,3285
1835.7638,3286
1756.1356,3287
1843.1864,3288
1823.545,3289
1798.6498,3290
1861.8086,3291
1785.607,3292
1877.9962,3293
1795.4626,3294
1867.2168,3295
2204.201,3296
2748.32,3297
2509.8628,3298
2581.7961,3299
2528.0283,3300
2558.9072,3301
2212.2932,3302
2118.1519,3303
2157.5469,3304
2195.052,3305
2072.0627,3306
2211.1516,3307
2037.9948,3308
2002.3171,3309
2064.8965,3310
2484.46,3311
2456.0684,3312
2550.3787,3313
2254.8743,3314
2119.1855,3315
2201.6206,3316
2351.5952,3317
2252.1135,3318
2387.3672,3319
2911.243,3320
3616.5425,3321
2492.4973,3322
2620.4363,3323
2895.759,3324
2881.3752,3325
2846.5674,3326
2720.0166,3327
2295.3154,3328
2083.8018,3329
2182.7087,3330
2708.8674,3331
2770.6304,3332
2820.2195,3333
2892.5923,3334
2846.8418,3335
2509.5593,3336
2325.9917,3337
2752.1177,3338
2753.6736,3339
2823.459,3340
2763.5483,3341
2765.876,3342
2650.322,3343
2619.2124,3344
2942.8623,3345
3598.6482,3346
3525.1343,3347
3622.7002,3348
3150.6328,3349
2458.062,3350
2253.7805,3351
2086.412,3352
2306.3884,3353
2232.5522,3354
2092.6028,3355
2189.7092,3356
2316.9973,3357
2647.244,3358
2474.4824,3359
2421.4263,3360
2317.2273,3361
2021.6149,3362
1984.9464,3363
2327.559,3364
2288.3164,3365
2273.4822,3366
2184.7505,3367
2027.528,3368
2214.0242,3369
2229.6387,3370
2401.7412,3371
2377.2302,3372
2852.7573,3373
2814.95,3374
2157.6958,3375
1990.7174,3376
2532.4104,3377
2353.8142,3378
2431.7878,3379
2311.0518,3380
2431.2476,3381
2640.5125,3382
2145.0466,3383
2038.2117,3384
2250.0088,3385
1984.7952,3386
2280.3633,3387
1991.0477,3388
2096.3105,3389
2022.6276,3390
2023.505,3391
2229.255,3392
2207.7168,3393
2176.6965,3394
2052.0813,3395
2072.6492,3396
2182.06,3397
2312.745,3398
1929.0924,3399
1982.1178,3400
2000.7499,3401
1967.671,3402
1930.3391,3403
1864.511,3404
2023.185,3405
2386.6343,3406
2434.233,3407
2253.8225,3408
2319.6052,3409
2267.8682,3410
2132.241,3411
2166.0488,3412
2452.9526,3413
2359.0244,3414
2259.5312,3415
1908.5405,3416
2175.3438,3417
1996.701,3418
2337.896,3419
2124.0159,3420
2491.9646,3421
2405.6057,3422
2436.3196,3423
2352.4548,3424
2211.6196,3425
2265.759,3426
2337.1663,3427
2283.34,3428
2519.9683,3429
2646.5715,3430
2367.484,3431
2307.867,3432
2275.6846,3433
2908.755,3434
2896.8154,3435
2952.194,3436
2802.4355,3437
2644.8086,3438
2250.0544,3439
2574.6392,3440
2704.7258,3441
2657.8838,3442
2670.8215,3443
2660.1335,3444
2258.9226,3445
2180.1099,3446
2607.9597,3447
2407.1094,3448
2502.3406,3449
2574.4275,3450
2760.5798,3451
2716.7441,3452
2373.7483,3453
2538.0376,3454
3154.8655,3455
3522.3032,3456
3575.0754,3457
3224.8606,3458
2906.3828,3459
2188.3206,3460
2449.2017,3461
2476.2095,3462
2399.819,3463
2413.3057,3464
2288.9697,3465
2431.0176,3466
2321.0334,3467
2600.504,3468
2498.6045,3469
2470.6726,3470
2381.4626,3471
2279.7703,3472
2098.715,3473
2166.7468,3474
2171.9282,3475
2047.322,3476
1969.6342,3477
2189.2573,3478
2266.6816,3479
2243.1072,3480
2123.5986,3481
2145.138,3482
2149.998,3483
2512.5886,3484
2236.9553,3485
1949.9269,3486
2199.0042,3487
2356.964,3488
2508.4749,3489
2516.3406,3490
2174.2544,3491
2180.1648,3492
2230.3442,3493
2165.5593,3494
2382.1885,3495
2226.3242,3496
2125.5994,3497
2170.2334,3498
2280.816,3499
2130.5637,3500
2159.3738,3501
2134.299,3502
1920.3315,3503
2053.8857,3504
1896.4022,3505
1853.1138,3506
1975.4001,3507
2089.25,3508
2266.5176,3509
2187.1914,3510
2075.5935,3511
2024.1283,3512
1918.0146,3513
1891.3972,3514
2290.6897,3515
2843.4187,3516
3071.051,3517
2868.507,3518
2809.5637,3519
2930.9976,3520
2468.854,3521
2195.4148,3522
2198.7092,3523
2114.6243,3524
2182.5208,3525
1985.8684,3526
2101.4731,3527
2336.4126,3528
2337.9673,3529
2400.2192,3530
2185.5159,3531
2351.8047,3532
2479.1604,3533
2243.4827,3534
2152.7224,3535
2404.682,3536
2172.8958,3537
2207.135,3538
2351.1963,3539
2586.9995,3540
2904.7761,3541
2558.8025,3542
2388.7432,3543
3088.7593,3544
3173.9512,3545
2877.0137,3546
2729.071,3547
2415.9775,3548
2272.0864,3549
2714.0293,3550
2795.0093,3551
2444.1238,3552
2634.9138,3553
2695.175,3554
2450.3086,3555
2253.094,3556
2127.8733,3557
2368.9636,3558
2820.1404,3559
2764.0881,3560
2895.5222,3561
2744.6843,3562
2737.12,3563
2714.6575,3564
3345.4065,3565
3600.24,3566
3769.2717,3567
3321.5376,3568
2462.47,3569
2192.2375,3570
2275.6746,3571
2337.6345,3572
2213.5503,3573
2405.2202,3574
2250.01,3575
2155.813,3576
2292.7446,3577
2165.1743,3578
2326.9612,3579
2328.039,3580
2208.2869,3581
2154.311,3582
2019.8922,3583
2205.6438,3584
2009.7308,3585
2172.056,3586
2284.596,3587
2190.2598,3588
2056.2917,3589
1911.3759,3590
2067.8604,3591
2375.7612,3592
2895.491,3593
2431.4275,3594
2288.3516,3595
2439.3066,3596
2470.1858,3597
2298.2002,3598
2464.8857,3599
2379.083,3600
2256.2598,3601
2224.4355,3602
2102.789,3603
2167.1636,3604
2051.7588,3605
1961.6072,3606
2170.911,3607
1898.5397,3608
1839.4714,3609
1847.9694,3610
2043.3745,3611
2252.3052,3612
2161.183,3613
2258.373,3614
2352.3867,3615
2178.552,3616
2027.7386,3617
1961.9424,3618
1970.3298,3619
1809.6882,3620
1745.9552,3621
1692.4198,3622
1525.6395,3623
1702.8529,3624
1772.4683,3625
1958.9259,3626
2018.2706,3627
1899.3134,3628
1767.2013,3629
1758.1176,3630
1788.5703,3631
1948.5991,3632
1808.55,3633
1785.7694,3634
1735.0623,3635
1782.9939,3636
1644.5726,3637
1692.8315,3638
2073.7832,3639
2311.4543,3640
2521.7312,3641
2829.0774,3642
2492.824,3643
2583.33,3644
2601.346,3645
2249.7698,3646
2381.239,3647
2559.3398,3648
2764.298,3649
2807.05,3650
2608.0725,3651
2841.209,3652
2858.7996,3653
2658.6443,3654
2514.3455,3655
2696.5925,3656
2608.9004,3657
2553.7314,3658
2466.7607,3659
2091.2432,3660
2183.8826,3661
1973.5298,3662
2210.6326,3663
2080.3691,3664
2150.0422,3665
2056.2312,3666
1915.8033,3667
1924.7054,3668
1819.8265,3669
1795.7715,3670
1477.9331,3671
1931.7998,3672
2121.5652,3673
2030.3984,3674
1923.4078,3675
1821.7191,3676
1532.2521,3677
1674.442,3678
1292.4901,3679
1503.3953,3680
1706.8116,3681
1443.2836,3682
1599.5278,3683
1523.888,3684
1479.7952,3685
1379.9565,3686
1373.5276,3687
1354.1321,3688
1282.5681,3689
1352.0592,3690
1473.3667,3691
1260.3212,3692
1451.0643,3693
1242.4576,3694
1333.7917,3695
1328.0905,3696
1424.0413,3697
1202.6783,3698
1363.9044,3699
1413.0984,3700
1328.8248,3701
1375.061,3702
1601.9354,3703
1628.0911,3704
1525.5942,3705
1568.7549,3706
1610.7762,3707
1449.579,3708
1287.4674,3709
1412.3439,3710
1343.02,3711
1259.0615,3712
1421.4344,3713
1356.1586,3714
1381.076,3715
1412.0548,3716
1299.2941,3717
1326.728,3718
1374.8525,3719
1295.3782,3720
1259.9855,3721
1230.6519,3722
1452.5056,3723
1347.6248,3724
1340.7644,3725
1386.9897,3726
1535.2328,3727
1331.9935,3728
1519.882,3729
1380.5006,3730
1528.0598,3731
1283.4021,3732
1382.9734,3733
1258.3478,3734
1594.5857,3735
1108.1455,3736
1271.6738,3737
1266.4943,3738
1423.8553,3739
1207.5953,3740
1379.3295,3741
1326.0817,3742
1763.3492,3743
1205.2556,3744
1500.7345,3745
1874.0416,3746
2178.6545,3747
1484.3755,3748
1904.6769,3749
2034.537,3750
1805.6826,3751
2448.8445,3752
2149.44,3753
2190.5132,3754
2133.6582,3755
2197.0154,3756
2288.8726,3757
2114.631,3758
2561.633,3759
2328.5444,3760
2393.0425,3761
2492.714,3762
2472.0269,3763
2308.8865,3764
2432.2195,3765
2098.943,3766
2135.2551,3767
2301.083,3768
2182.941,3769
2074.0688,3770
1962.4656,3771
2120.3625,3772
1900.0195,3773
1935.4952,3774
1788.595,3775
2046.3242,3776
1468.7811,3777
1716.5419,3778
1753.1288,3779
1875.0942,3780
1819.3687,3781
1940.7455,3782
1979.7173,3783
2256.2964,3784
1868.0652,3785
2143.5593,3786
2202.4333,3787
2478.911,3788
2331.0793,3789
2433.1204,3790
2373.6738,3791
2468.0493,3792
2661.6824,3793
2814.607,3794
2511.7383,3795
2628.3691,3796
2250.3372,3797
2460.8035,3798
2274.7678,3799
2596.822,3800
2574.0835,3801
2499.1394,3802
2612.9263,3803
2739.674,3804
2655.8328,3805
2414.1897,3806
2299.556,3807
2312.5913,3808
2532.1938,3809
2405.1191,3810
2113.0642,3811
2130.4534,3812
2273.223,3813
1959.713,3814
2169.8118,3815
2093.8792,3816
2258.4592,3817
1883.5817,3818
1893.5747,3819
1863.3107,3820
2186.3171,3821
1819.1731,3822
2004.623,3823
2282.5579,3824
2268.116,3825
2083.1643,3826
2162.2314,3827
2242.6543,3828
2411.5403,3829
2338.146,3830
2583.6384,3831
2510.526,3832
2591.6782,3833
2759.0781,3834
2660.7522,3835
2417.3564,3836
2581.8188,3837
2615.386,3838
2543.7397,3839
2323.1653,3840
2475.364,3841
2447.7126,3842
2555.325,3843
2613.3174,3844
2638.1,3845
2599.8337,3846
2547.8533,3847
2430.9956,3848
2300.3682,3849
2436.9377,3850
2484.0637,3851
2271.1038,3852
2223.8186,3853
2478.3228,3854
2253.2021,3855
2270.8496,3856
2334.1606,3857
2446.977,3858
2305.7114,3859
2337.386,3860
2070.809,3861
2295.849,3862
2420.6807,3863
2353.939,3864
2580.1196,3865
2639.5012,3866
2711.1355,3867
2853.7297,3868
2550.1628,3869
2607.7126,3870
2827.7832,3871
2279.749,3872
3525.0112,3873
