@RELATION 'Music feature'
%rows=3
%columns=3873
%sample_rate=22050
%window_size=512

@ATTRIBUTE 'Amplitude, position and width of 5th spectral peak' NUMERIC
@ATTRIBUTE 'Amplitude, position and width of 5th spectral peak' NUMERIC
@ATTRIBUTE 'Amplitude, position and width of 5th spectral peak' NUMERIC
@ATTRIBUTE WindowNumber NUMERIC

@DATA
0.025996398,1119.7266,15.0,1494
0.07916151,3402.246,13.0,1495
0.067670286,3100.7812,1.0,1496
0.049241185,3875.9766,170.0,1497
0.03602865,645.9961,5.0,1498
0.056169644,2756.25,9.0,1499
0.053657625,3273.0469,18.0,1500
0.047214396,2540.918,13.0,1501
0.05808081,129.19922,6.0,1502
0.07331575,3057.7148,8.0,1503
0.059112918,3057.7148,19.0,1504
0.07308387,3014.6484,12.0,1505
0.034936897,4177.4414,169.0,1506
0.028760245,3531.4453,12.0,1507
0.042536683,2454.7852,13.0,1508
0.0501727,1765.7227,27.0,1509
0.0286462,3273.0469,6.0,1510
0.05453174,990.52734,19.0,1511
0.05358311,3143.8477,16.0,1512
0.047347866,3186.914,10.0,1513
0.013958728,2368.6523,1.0,1514
0.052292537,2368.6523,13.0,1515
NaN,NaN,NaN,1516
0.06915427,3875.9766,170.0,1517
0.05352618,430.66406,4.0,1518
0.0667812,2885.4492,11.0,1519
0.07157532,2713.1836,5.0,1520
0.0741498,3186.914,8.0,1521
0.04451515,3703.711,11.0,1522
0.08299844,2540.918,13.0,1523
0.07741543,3574.5117,15.0,1524
0.033321816,3832.9102,11.0,1525
0.077221215,2928.5156,7.0,1526
0.06443459,2799.3164,12.0,1527
0.046920918,3531.4453,11.0,1528
NaN,NaN,NaN,1529
0.03895389,3617.5781,7.0,1530
0.051762916,2971.582,8.0,1531
0.039804798,3875.9766,172.0,1532
0.02961232,2411.7188,6.0,1533
NaN,NaN,NaN,1534
0.03912825,3617.5781,31.0,1535
0.023319414,904.39453,2.0,1536
0.048621356,990.52734,6.0,1537
0.031913843,4349.707,164.0,1538
0.028291682,2368.6523,5.0,1539
0.048115954,2110.254,14.0,1540
NaN,NaN,NaN,1541
0.0552425,2799.3164,5.0,1542
0.06656336,2454.7852,4.0,1543
0.041811477,2325.586,4.0,1544
0.048118383,129.19922,3.0,1545
0.04635069,1033.5938,24.0,1546
0.02082497,2454.7852,4.0,1547
0.029449565,2627.0508,8.0,1548
0.08116143,2368.6523,9.0,1549
0.062201805,3746.7773,175.0,1550
0.056781072,2885.4492,14.0,1551
0.043105133,3875.9766,177.0,1552
0.036819644,1679.5898,38.0,1553
0.040619943,3316.1133,17.0,1554
0.05009395,3875.9766,172.0,1555
0.06477774,2971.582,5.0,1556
0.04365502,1033.5938,16.0,1557
0.047024965,2799.3164,27.0,1558
0.05300078,947.46094,8.0,1559
0.02189531,43.066406,2.0,1560
0.023011401,775.1953,8.0,1561
0.034780327,732.1289,21.0,1562
0.050889447,3875.9766,191.0,1563
0.057877265,86.13281,2.0,1564
0.055151444,2067.1875,24.0,1565
0.043811973,2971.582,9.0,1566
0.018282373,10077.539,139.0,1567
NaN,NaN,NaN,1568
0.042458516,1119.7266,15.0,1569
0.059793513,947.46094,8.0,1570
0.06854857,2799.3164,10.0,1571
0.034401085,3875.9766,179.0,1572
0.04519472,3875.9766,174.0,1573
0.025666421,1421.1914,15.0,1574
0.015721714,3316.1133,2.0,1575
0.022557592,1894.9219,12.0,1576
0.07238916,2799.3164,20.0,1577
0.06172814,602.9297,26.0,1578
0.07562495,3186.914,14.0,1579
0.07146065,3316.1133,17.0,1580
0.067644425,3359.1797,191.0,1581
0.04477733,2110.254,15.0,1582
0.042737633,3703.711,8.0,1583
0.06465954,2325.586,32.0,1584
0.0548528,3875.9766,173.0,1585
0.062021192,3316.1133,15.0,1586
0.06047569,645.9961,5.0,1587
0.033222165,1679.5898,19.0,1588
0.023339236,2368.6523,13.0,1589
0.0383695,3359.1797,182.0,1590
0.063462496,3703.711,175.0,1591
0.04006884,4091.3086,169.0,1592
0.037053943,990.52734,15.0,1593
0.030982627,5426.367,153.0,1594
0.05720441,3100.7812,9.0,1595
0.05809907,1937.9883,8.0,1596
0.08352906,2325.586,6.0,1597
0.0694305,3789.8438,173.0,1598
0.099934325,2713.1836,16.0,1599
0.08187943,2540.918,1.0,1600
0.050372917,2928.5156,12.0,1601
0.023580685,3057.7148,10.0,1602
0.02593005,3014.6484,16.0,1603
0.13953611,3445.3125,13.0,1604
0.09182672,129.19922,4.0,1605
0.0779035,3875.9766,10.0,1606
0.09230399,2325.586,6.0,1607
0.0632318,2756.25,7.0,1608
0.09031384,2497.8516,8.0,1609
0.07774038,2497.8516,7.0,1610
0.051241513,3746.7773,14.0,1611
0.11966821,129.19922,4.0,1612
0.08394184,2799.3164,13.0,1613
0.05957427,3316.1133,12.0,1614
0.033270165,4177.4414,166.0,1615
0.06303941,818.2617,24.0,1616
0.02727606,2110.254,12.0,1617
0.064478144,1033.5938,17.0,1618
0.08374065,2799.3164,7.0,1619
0.065738924,1033.5938,8.0,1620
0.058088984,2368.6523,2.0,1621
0.032750446,2756.25,12.0,1622
0.027954308,3703.711,175.0,1623
0.01837867,3488.379,183.0,1624
0.03909298,4134.375,160.0,1625
0.079869345,3100.7812,8.0,1626
0.05689108,3919.043,8.0,1627
0.097011186,3229.9805,6.0,1628
0.09883038,3316.1133,3.0,1629
0.078790404,2497.8516,6.0,1630
0.119007416,430.66406,4.0,1631
0.055617567,2756.25,6.0,1632
0.059103586,3143.8477,13.0,1633
0.08349442,2325.586,12.0,1634
0.099003814,2670.1172,6.0,1635
0.057290718,3445.3125,16.0,1636
0.07985589,3402.246,4.0,1637
0.06576738,3574.5117,14.0,1638
0.077893585,2928.5156,7.0,1639
0.06414623,2885.4492,8.0,1640
0.070247,3316.1133,17.0,1641
0.04638629,559.8633,42.0,1642
0.038031083,473.73047,1.0,1643
0.028501244,473.73047,1.0,1644
0.051600166,689.0625,16.0,1645
0.06887244,3703.711,24.0,1646
0.031737197,1593.457,15.0,1647
0.033566147,4220.508,113.0,1648
0.028480941,2799.3164,22.0,1649
0.020629682,2454.7852,7.0,1650
0.04147076,689.0625,5.0,1651
0.05322705,1119.7266,10.0,1652
0.051392954,990.52734,9.0,1653
0.04562623,947.46094,10.0,1654
0.03484423,645.9961,19.0,1655
0.019177767,4005.1758,170.0,1656
0.013663854,4005.1758,169.0,1657
0.01922258,990.52734,34.0,1658
0.08814945,3962.1094,13.0,1659
0.05695789,4780.371,26.0,1660
0.060780827,2756.25,10.0,1661
0.041702226,2540.918,8.0,1662
0.07347036,559.8633,34.0,1663
0.02399267,1679.5898,12.0,1664
0.023289045,602.9297,15.0,1665
0.06533203,3445.3125,12.0,1666
0.0755226,3100.7812,9.0,1667
0.054885466,2799.3164,15.0,1668
0.031410214,2799.3164,18.0,1669
0.047054037,775.1953,13.0,1670
0.021318542,3057.7148,9.0,1671
0.051117938,3316.1133,21.0,1672
0.073686674,2799.3164,7.0,1673
0.049552947,1076.6602,6.0,1674
0.044028517,2799.3164,192.0,1675
0.051089328,2583.9844,10.0,1676
0.04200188,2799.3164,34.0,1677
0.047946367,904.39453,4.0,1678
0.04539619,3703.711,21.0,1679
0.05606546,2885.4492,17.0,1680
0.050566867,602.9297,1.0,1681
0.05344567,2756.25,10.0,1682
0.050668478,2153.3203,11.0,1683
NaN,NaN,NaN,1684
NaN,NaN,NaN,1685
0.0819875,3316.1133,10.0,1686
0.053601425,2110.254,18.0,1687
0.0556404,3445.3125,15.0,1688
0.05874166,3359.1797,18.0,1689
0.04097308,3186.914,1.0,1690
0.05866872,3488.379,12.0,1691
0.055205636,3273.0469,30.0,1692
0.058545344,3574.5117,79.0,1693
0.048458878,2411.7188,27.0,1694
0.052112147,2583.9844,8.0,1695
0.04749018,1636.5234,16.0,1696
0.04745861,3574.5117,13.0,1697
0.07594152,3703.711,175.0,1698
0.054289024,2067.1875,11.0,1699
0.051680103,3359.1797,13.0,1700
0.06756809,3703.711,179.0,1701
0.06508435,3100.7812,15.0,1702
0.07320674,1851.8555,13.0,1703
0.053676438,3789.8438,18.0,1704
0.03925221,3229.9805,13.0,1705
0.055760954,2756.25,5.0,1706
0.049158152,3316.1133,14.0,1707
0.04710027,2799.3164,16.0,1708
0.06768852,1894.9219,11.0,1709
0.05875126,2885.4492,18.0,1710
0.050498307,2325.586,19.0,1711
0.05243202,1851.8555,23.0,1712
0.05252099,1894.9219,21.0,1713
0.06369275,3746.7773,22.0,1714
0.058397856,1679.5898,26.0,1715
0.066605896,2540.918,11.0,1716
0.061163284,1894.9219,13.0,1717
0.0681377,516.7969,3.0,1718
0.074039616,2928.5156,9.0,1719
0.051215567,516.7969,3.0,1720
0.060545187,1248.9258,8.0,1721
0.06822022,2411.7188,15.0,1722
0.042257603,3014.6484,21.0,1723
0.04043653,1464.2578,18.0,1724
0.04149095,2411.7188,6.0,1725
0.033540808,3316.1133,17.0,1726
0.049703263,3273.0469,9.0,1727
0.050084647,1119.7266,12.0,1728
0.055691343,3488.379,192.0,1729
0.05877338,3359.1797,28.0,1730
0.055573717,861.3281,1.0,1731
0.065842375,3488.379,66.0,1732
0.04469199,3229.9805,12.0,1733
0.059973754,3445.3125,182.0,1734
0.073923804,3402.246,9.0,1735
0.06967192,2627.0508,12.0,1736
0.075317755,2411.7188,14.0,1737
0.03851885,3359.1797,22.0,1738
0.046474293,2627.0508,12.0,1739
0.042076677,3402.246,6.0,1740
0.052188873,3531.4453,174.0,1741
0.039245185,3531.4453,18.0,1742
0.046976466,3789.8438,178.0,1743
0.06815125,2842.3828,31.0,1744
0.083313644,645.9961,3.0,1745
0.046019204,2885.4492,24.0,1746
0.025811512,4349.707,166.0,1747
0.052330256,2497.8516,14.0,1748
0.08444291,2842.3828,14.0,1749
0.058246754,1679.5898,5.0,1750
0.048488382,2540.918,20.0,1751
0.062452335,645.9961,3.0,1752
0.0700365,2411.7188,9.0,1753
0.044008035,3617.5781,172.0,1754
0.0663906,3316.1133,21.0,1755
0.060342338,1636.5234,12.0,1756
0.062666506,2583.9844,22.0,1757
0.067183286,3746.7773,169.0,1758
0.06720842,2454.7852,29.0,1759
0.06107288,3273.0469,21.0,1760
0.041962534,2713.1836,6.0,1761
0.06834209,1033.5938,15.0,1762
0.086249664,2713.1836,27.0,1763
0.06649089,2799.3164,10.0,1764
0.059927315,2670.1172,10.0,1765
0.05574272,3316.1133,8.0,1766
0.060051046,3531.4453,12.0,1767
0.08043965,3531.4453,181.0,1768
0.07591777,2325.586,8.0,1769
0.04300083,775.1953,3.0,1770
0.041343324,3531.4453,7.0,1771
0.06256859,2713.1836,18.0,1772
0.050630193,2368.6523,22.0,1773
0.06812436,3531.4453,180.0,1774
0.064891696,2670.1172,18.0,1775
0.051408432,3531.4453,22.0,1776
0.053438876,2670.1172,18.0,1777
0.058330398,645.9961,3.0,1778
0.05528416,2713.1836,16.0,1779
0.05092998,2454.7852,13.0,1780
0.06190913,2799.3164,15.0,1781
0.059937175,1076.6602,13.0,1782
0.054918446,3229.9805,10.0,1783
0.04939558,1205.8594,10.0,1784
0.040300645,1119.7266,18.0,1785
0.03957578,2756.25,5.0,1786
0.03917223,3531.4453,24.0,1787
0.03428988,4521.9727,165.0,1788
0.040822543,5081.836,169.0,1789
0.040725395,1378.125,17.0,1790
0.04608965,2885.4492,13.0,1791
0.043491613,3746.7773,25.0,1792
0.044311892,2799.3164,15.0,1793
0.03214644,7407.422,151.0,1794
0.032198984,4478.9062,172.0,1795
0.042512275,2799.3164,13.0,1796
0.045975212,2282.5195,15.0,1797
0.021372706,1593.457,10.0,1798
0.04765307,2842.3828,13.0,1799
0.02368653,3875.9766,19.0,1800
0.024987482,7407.422,124.0,1801
0.049306896,2411.7188,5.0,1802
0.039841972,3875.9766,15.0,1803
0.036118817,732.1289,30.0,1804
0.03696009,2842.3828,13.0,1805
0.037033122,3617.5781,6.0,1806
0.0403415,2799.3164,4.0,1807
0.035159394,2325.586,11.0,1808
0.037408907,3832.9102,171.0,1809
0.056156497,1291.9922,8.0,1810
0.035631258,2971.582,5.0,1811
0.035211597,1894.9219,33.0,1812
0.039489787,559.8633,5.0,1813
0.033495724,2799.3164,9.0,1814
0.042604163,2885.4492,5.0,1815
0.033059694,3488.379,9.0,1816
0.04269479,3832.9102,21.0,1817
0.03753017,1593.457,25.0,1818
0.050620638,732.1289,9.0,1819
0.038616665,3359.1797,16.0,1820
0.041946575,3186.914,14.0,1821
0.019655365,4134.375,44.0,1822
0.048563376,2583.9844,6.0,1823
0.053306654,3660.6445,175.0,1824
0.04211643,3746.7773,20.0,1825
0.05189771,3574.5117,17.0,1826
0.032179937,1765.7227,14.0,1827
0.037779633,1851.8555,6.0,1828
0.04630678,2756.25,5.0,1829
0.027979648,2239.4531,11.0,1830
0.0449867,1507.3242,20.0,1831
0.04336721,3703.711,171.0,1832
0.05444653,3057.7148,8.0,1833
0.041477934,3359.1797,16.0,1834
0.049855076,3014.6484,192.0,1835
0.050820686,2325.586,4.0,1836
0.052295648,3703.711,20.0,1837
0.05290858,3574.5117,178.0,1838
0.04176322,3789.8438,153.0,1839
0.045712605,689.0625,21.0,1840
0.047167324,645.9961,18.0,1841
0.03866078,2756.25,21.0,1842
0.028179152,4521.9727,170.0,1843
0.05749992,732.1289,25.0,1844
0.067178436,3617.5781,186.0,1845
0.08080874,2799.3164,8.0,1846
0.039960787,1679.5898,19.0,1847
0.047606952,3316.1133,182.0,1848
0.03664761,3832.9102,179.0,1849
0.047171,3273.0469,15.0,1850
0.049559478,2842.3828,13.0,1851
0.08510865,1679.5898,22.0,1852
0.04237259,3617.5781,173.0,1853
0.048149757,3402.246,7.0,1854
0.07957815,2670.1172,10.0,1855
0.07522082,2713.1836,11.0,1856
0.049659494,2756.25,11.0,1857
0.06348482,3617.5781,21.0,1858
0.06103044,2497.8516,5.0,1859
0.07152336,3359.1797,19.0,1860
0.065958396,3574.5117,12.0,1861
0.0649663,3574.5117,177.0,1862
0.06041679,2196.3867,32.0,1863
0.074960455,3574.5117,180.0,1864
0.047798958,3359.1797,16.0,1865
0.06641657,2540.918,7.0,1866
0.05559002,3316.1133,185.0,1867
0.06065578,2540.918,6.0,1868
0.05624535,818.2617,13.0,1869
0.07761589,2799.3164,12.0,1870
0.050383594,602.9297,6.0,1871
0.06320565,2756.25,10.0,1872
0.06314719,3316.1133,184.0,1873
NaN,NaN,NaN,1874
0.040889036,775.1953,21.0,1875
0.034143567,2885.4492,8.0,1876
0.02984688,4565.039,86.0,1877
0.028198576,1076.6602,8.0,1878
0.033655837,904.39453,20.0,1879
0.04985193,1464.2578,6.0,1880
0.051533207,3273.0469,11.0,1881
0.041440915,1248.9258,21.0,1882
0.054614868,2454.7852,22.0,1883
0.0658967,3229.9805,16.0,1884
0.061718144,1162.793,15.0,1885
0.03950347,3574.5117,21.0,1886
0.037555758,2756.25,9.0,1887
0.038492966,2756.25,11.0,1888
0.046217732,1335.0586,10.0,1889
0.05036296,3359.1797,19.0,1890
0.05529844,2670.1172,19.0,1891
0.07707857,2583.9844,4.0,1892
0.05052122,1335.0586,24.0,1893
0.042590577,2627.0508,6.0,1894
0.05052558,2756.25,17.0,1895
0.060954623,1335.0586,22.0,1896
0.043101963,3445.3125,178.0,1897
0.04157678,2971.582,191.0,1898
0.023978487,3488.379,175.0,1899
0.053225547,43.066406,1.0,1900
0.03992896,3057.7148,20.0,1901
0.041294612,2627.0508,12.0,1902
0.034221087,2627.0508,25.0,1903
0.036929708,1033.5938,23.0,1904
0.035883363,3703.711,12.0,1905
0.03663183,2239.4531,6.0,1906
0.045506038,2454.7852,13.0,1907
NaN,NaN,NaN,1908
0.036340505,1894.9219,13.0,1909
0.049379356,2627.0508,10.0,1910
0.038077675,2540.918,13.0,1911
0.041065406,3531.4453,16.0,1912
0.0430345,3746.7773,16.0,1913
0.023074048,6416.8945,112.0,1914
0.037676334,1636.5234,11.0,1915
0.03536921,2885.4492,16.0,1916
0.05861864,2885.4492,31.0,1917
0.038991038,3617.5781,29.0,1918
0.05221491,2885.4492,17.0,1919
0.042615745,2325.586,9.0,1920
0.07338641,2928.5156,6.0,1921
0.055900253,2928.5156,13.0,1922
0.024715165,2756.25,3.0,1923
0.05018999,2885.4492,198.0,1924
0.04586845,2670.1172,28.0,1925
0.03854654,3746.7773,182.0,1926
0.053684585,2928.5156,11.0,1927
0.06081475,2885.4492,17.0,1928
0.041997734,1679.5898,14.0,1929
0.017388074,4392.7734,154.0,1930
0.034110963,1076.6602,3.0,1931
0.02258351,7967.285,88.0,1932
0.031161012,3316.1133,21.0,1933
0.029800136,3273.0469,27.0,1934
0.03691324,2799.3164,19.0,1935
0.018265635,689.0625,3.0,1936
0.01229905,5426.367,176.0,1937
NaN,NaN,NaN,1938
0.009797164,5167.9688,165.0,1939
0.041726645,3617.5781,177.0,1940
0.056710597,3402.246,11.0,1941
0.017202426,3703.711,1.0,1942
0.03844476,8010.3516,47.0,1943
0.027096128,9388.477,12.0,1944
0.021323688,10120.605,25.0,1945
0.017090464,9517.676,29.0,1946
0.05378968,1765.7227,11.0,1947
0.04094219,2325.586,21.0,1948
0.05056125,1119.7266,9.0,1949
NaN,NaN,NaN,1950
0.028139962,2713.1836,18.0,1951
0.030774185,2670.1172,18.0,1952
0.021239277,1335.0586,6.0,1953
0.01917309,3875.9766,167.0,1954
0.035850145,3746.7773,10.0,1955
0.05198832,3229.9805,15.0,1956
0.061092086,516.7969,10.0,1957
0.058807094,2368.6523,51.0,1958
0.04884888,2627.0508,11.0,1959
0.06890887,2627.0508,13.0,1960
0.0673964,645.9961,24.0,1961
0.07527406,2799.3164,5.0,1962
0.08059885,3746.7773,174.0,1963
0.040064164,3531.4453,174.0,1964
0.045993987,3617.5781,173.0,1965
0.034138307,2885.4492,6.0,1966
0.026758898,1981.0547,4.0,1967
0.06048149,1937.9883,7.0,1968
0.04326709,3531.4453,12.0,1969
0.028945658,1722.6562,5.0,1970
0.03857919,7579.6875,11.0,1971
0.039989926,5900.0977,13.0,1972
0.057138998,5254.1016,11.0,1973
0.04029263,4909.5703,19.0,1974
0.04694134,2153.3203,15.0,1975
0.02514225,5986.2305,117.0,1976
0.0408861,3100.7812,11.0,1977
0.03254867,3057.7148,4.0,1978
0.06543658,2670.1172,7.0,1979
NaN,NaN,NaN,1980
0.031739313,1205.8594,9.0,1981
0.056987215,3660.6445,183.0,1982
0.046406798,2325.586,7.0,1983
0.058252193,3359.1797,5.0,1984
0.05181773,3143.8477,13.0,1985
0.048513252,2368.6523,11.0,1986
0.04896527,3531.4453,185.0,1987
0.078729965,1033.5938,17.0,1988
0.047445245,3014.6484,186.0,1989
0.061369803,2454.7852,11.0,1990
0.050824277,689.0625,4.0,1991
0.022475926,9646.875,36.0,1992
0.03340501,8225.684,6.0,1993
0.01423002,10335.9375,16.0,1994
0.03095575,7192.09,97.0,1995
0.03565113,3574.5117,23.0,1996
0.029059803,3186.914,11.0,1997
0.024519887,1937.9883,10.0,1998
0.013140179,1464.2578,16.0,1999
0.021679092,689.0625,25.0,2000
0.016278697,3229.9805,189.0,2001
0.051699296,1636.5234,15.0,2002
0.038764425,1636.5234,3.0,2003
0.04431563,818.2617,7.0,2004
0.022265486,5684.7656,124.0,2005
0.027622838,1119.7266,12.0,2006
0.041837815,2799.3164,12.0,2007
0.047742017,602.9297,7.0,2008
0.049318753,2627.0508,10.0,2009
0.02846066,3014.6484,190.0,2010
0.047464672,3143.8477,187.0,2011
0.03801616,3488.379,184.0,2012
0.064397305,2411.7188,8.0,2013
NaN,NaN,NaN,2014
0.03497469,2583.9844,12.0,2015
0.08204497,775.1953,12.0,2016
0.052738763,2067.1875,7.0,2017
0.032327235,1550.3906,1.0,2018
0.034585845,1636.5234,11.0,2019
0.034922883,3746.7773,10.0,2020
0.036181293,861.3281,11.0,2021
0.038525425,2885.4492,5.0,2022
0.052273333,1679.5898,39.0,2023
0.03133371,7795.0195,40.0,2024
NaN,NaN,NaN,2025
0.018501313,7924.2188,21.0,2026
NaN,NaN,NaN,2027
NaN,NaN,NaN,2028
0.03635626,904.39453,11.0,2029
0.06464518,2627.0508,18.0,2030
0.04749891,861.3281,3.0,2031
0.034795158,2583.9844,21.0,2032
0.023126766,2282.5195,208.0,2033
0.016967379,1033.5938,2.0,2034
0.022667037,732.1289,7.0,2035
0.04375424,2497.8516,27.0,2036
0.07593506,2368.6523,4.0,2037
0.04135337,1851.8555,11.0,2038
0.036933865,1205.8594,8.0,2039
0.028229361,3703.711,192.0,2040
NaN,NaN,NaN,2041
NaN,NaN,NaN,2042
0.059763033,1937.9883,14.0,2043
0.03690997,3359.1797,178.0,2044
0.06292343,1851.8555,12.0,2045
0.07692105,2842.3828,16.0,2046
0.037651118,1421.1914,12.0,2047
0.067400634,2885.4492,29.0,2048
0.07160019,2885.4492,16.0,2049
0.06439318,2885.4492,9.0,2050
0.06786063,3316.1133,15.0,2051
0.05540472,2756.25,10.0,2052
0.060046617,3445.3125,14.0,2053
0.04958274,3316.1133,10.0,2054
NaN,NaN,NaN,2055
NaN,NaN,NaN,2056
0.10275379,602.9297,11.0,2057
0.040552624,1378.125,18.0,2058
0.053295173,1679.5898,21.0,2059
0.029905953,3359.1797,178.0,2060
0.04235276,3488.379,178.0,2061
0.05231721,3359.1797,188.0,2062
0.047337603,2842.3828,11.0,2063
0.06982119,3402.246,182.0,2064
0.030938813,3531.4453,190.0,2065
0.052688308,2583.9844,11.0,2066
0.050085075,904.39453,20.0,2067
0.02833125,2411.7188,6.0,2068
0.023112195,2282.5195,2.0,2069
NaN,NaN,NaN,2070
0.04108718,3746.7773,171.0,2071
0.05181431,2583.9844,4.0,2072
0.045131452,2885.4492,10.0,2073
0.03926435,1894.9219,13.0,2074
0.037324443,3746.7773,174.0,2075
0.03402599,1894.9219,17.0,2076
0.03436396,3531.4453,15.0,2077
0.038733862,3402.246,12.0,2078
0.02561822,947.46094,9.0,2079
0.01695388,3316.1133,14.0,2080
0.013628683,2583.9844,27.0,2081
NaN,NaN,NaN,2082
NaN,NaN,NaN,2083
0.03559618,3531.4453,13.0,2084
0.068962954,2411.7188,9.0,2085
0.046960745,3229.9805,8.0,2086
0.041424792,1291.9922,20.0,2087
NaN,NaN,NaN,2088
NaN,NaN,NaN,2089
NaN,NaN,NaN,2090
0.0365477,1851.8555,13.0,2091
0.07581604,3229.9805,183.0,2092
0.034799986,2713.1836,198.0,2093
0.03746273,2497.8516,26.0,2094
0.032066394,2454.7852,2.0,2095
0.041405693,3617.5781,179.0,2096
0.030004794,2196.3867,20.0,2097
0.0331257,818.2617,28.0,2098
0.048249867,7019.824,153.0,2099
0.02902335,2756.25,25.0,2100
0.03250909,3143.8477,20.0,2101
0.08195257,1679.5898,14.0,2102
NaN,NaN,NaN,2103
0.020661393,2282.5195,4.0,2104
0.03234743,3660.6445,171.0,2105
0.07109862,2239.4531,15.0,2106
NaN,NaN,NaN,2107
0.029248938,1421.1914,18.0,2108
0.049899604,5986.2305,173.0,2109
0.030858746,2928.5156,71.0,2110
0.024512962,3617.5781,172.0,2111
0.07786977,559.8633,7.0,2112
0.06273532,1851.8555,8.0,2113
0.06828894,861.3281,10.0,2114
0.056841046,3660.6445,33.0,2115
0.04573124,1550.3906,12.0,2116
0.061709844,301.46484,2.0,2117
0.05455764,3617.5781,42.0,2118
0.046619743,2454.7852,1.0,2119
0.053848334,3660.6445,178.0,2120
0.03786914,3617.5781,177.0,2121
0.04136613,2670.1172,22.0,2122
0.03150348,2583.9844,221.0,2123
0.019933665,732.1289,7.0,2124
0.04789924,2497.8516,21.0,2125
0.05414546,3186.914,17.0,2126
0.06281951,2670.1172,7.0,2127
0.06979481,2540.918,12.0,2128
0.06017432,1507.3242,7.0,2129
0.042654138,3746.7773,72.0,2130
0.040779762,5081.836,71.0,2131
0.05861973,990.52734,6.0,2132
0.065113254,2368.6523,10.0,2133
0.04862259,2670.1172,19.0,2134
0.06762986,1033.5938,13.0,2135
0.05354261,5727.832,168.0,2136
NaN,NaN,NaN,2137
0.03645399,3531.4453,27.0,2138
0.03875753,1076.6602,13.0,2139
0.0635613,2583.9844,15.0,2140
0.040705793,4737.3047,174.0,2141
0.03833925,3617.5781,179.0,2142
0.036802765,1894.9219,5.0,2143
0.020703532,6632.2266,133.0,2144
NaN,NaN,NaN,2145
0.02581889,3359.1797,188.0,2146
0.058069892,3316.1133,12.0,2147
0.037999846,3531.4453,42.0,2148
0.03793543,1033.5938,8.0,2149
0.020525374,3746.7773,188.0,2150
0.027841302,2713.1836,18.0,2151
0.02163472,3746.7773,178.0,2152
0.028410895,2024.1211,13.0,2153
0.04165732,2928.5156,9.0,2154
0.039648224,1033.5938,10.0,2155
0.025538333,2368.6523,22.0,2156
NaN,NaN,NaN,2157
NaN,NaN,NaN,2158
NaN,NaN,NaN,2159
NaN,NaN,NaN,2160
0.05092328,2756.25,23.0,2161
0.030970702,2368.6523,8.0,2162
0.029011099,2239.4531,37.0,2163
0.015472127,1593.457,4.0,2164
NaN,NaN,NaN,2165
0.008296616,2583.9844,4.0,2166
0.03903805,947.46094,15.0,2167
0.06782569,2713.1836,1.0,2168
0.065760225,3316.1133,197.0,2169
0.051503293,2540.918,7.0,2170
0.049735233,1679.5898,10.0,2171
0.054733336,1937.9883,5.0,2172
NaN,NaN,NaN,2173
0.029600378,2670.1172,10.0,2174
0.06027279,2627.0508,6.0,2175
0.08687499,2368.6523,6.0,2176
0.060304,3100.7812,14.0,2177
0.056665324,818.2617,6.0,2178
0.062029906,3100.7812,194.0,2179
0.077511415,2885.4492,24.0,2180
0.044596665,1808.7891,18.0,2181
0.05955797,2842.3828,8.0,2182
0.049359716,1765.7227,26.0,2183
0.04462909,2885.4492,18.0,2184
0.03824024,645.9961,12.0,2185
0.033549815,1722.6562,28.0,2186
0.043517116,2411.7188,14.0,2187
0.041635267,1722.6562,27.0,2188
0.035148505,3445.3125,180.0,2189
0.01456369,3617.5781,172.0,2190
0.045380186,5297.168,26.0,2191
0.037564352,6675.293,104.0,2192
0.034696475,5211.035,8.0,2193
0.052646384,4952.6367,15.0,2194
0.046347205,3789.8438,31.0,2195
0.05785392,387.59766,6.0,2196
NaN,NaN,NaN,2197
0.064560175,559.8633,9.0,2198
0.057285544,559.8633,9.0,2199
0.026288174,3832.9102,5.0,2200
0.024799287,2583.9844,5.0,2201
0.027178336,3875.9766,171.0,2202
0.082128406,2928.5156,12.0,2203
0.06353965,43.066406,1.0,2204
0.06791509,3100.7812,9.0,2205
0.0809109,516.7969,27.0,2206
0.07574605,3100.7812,5.0,2207
0.056308415,3875.9766,166.0,2208
0.04359253,3273.0469,5.0,2209
0.052226424,3229.9805,3.0,2210
NaN,NaN,NaN,2211
0.008775126,4220.508,158.0,2212
NaN,NaN,NaN,2213
NaN,NaN,NaN,2214
0.0509908,1464.2578,13.0,2215
0.04780354,1808.7891,11.0,2216
0.0382016,3186.914,16.0,2217
0.023388961,2368.6523,4.0,2218
0.023826296,2799.3164,8.0,2219
0.022200659,2368.6523,15.0,2220
0.0402118,8139.551,13.0,2221
0.045092776,6804.492,105.0,2222
0.050862446,1205.8594,11.0,2223
0.05677553,1937.9883,10.0,2224
0.039047346,1205.8594,26.0,2225
0.040215828,1205.8594,19.0,2226
0.038041845,1464.2578,17.0,2227
0.03764867,3445.3125,5.0,2228
0.06730528,2368.6523,10.0,2229
0.08106425,2411.7188,22.0,2230
0.06747929,2411.7188,33.0,2231
0.039314166,2368.6523,7.0,2232
0.04266847,2325.586,19.0,2233
0.036438663,2885.4492,21.0,2234
0.061760496,861.3281,10.0,2235
0.11959922,1593.457,24.0,2236
0.058549587,2885.4492,8.0,2237
0.082709365,1722.6562,10.0,2238
0.05106272,4134.375,47.0,2239
