@RELATION 'Music feature'
%rows=3
%columns=3873
%sample_rate=22050
%window_size=512

@ATTRIBUTE 'Amplitude, position and width of 2nd spectral peak' NUMERIC
@ATTRIBUTE 'Amplitude, position and width of 2nd spectral peak' NUMERIC
@ATTRIBUTE 'Amplitude, position and width of 2nd spectral peak' NUMERIC
@ATTRIBUTE WindowNumber NUMERIC

@DATA
0.12399161,1981.0547,14.0,3009
0.17048617,2196.3867,16.0,3010
0.14440085,2196.3867,14.0,3011
0.17772652,1894.9219,13.0,3012
0.118819565,1894.9219,27.0,3013
0.14411853,3316.1133,27.0,3014
0.11925413,3316.1133,28.0,3015
0.1286024,559.8633,15.0,3016
0.11758892,2497.8516,29.0,3017
0.14160657,1894.9219,16.0,3018
0.12028157,3617.5781,15.0,3019
0.0929904,1894.9219,30.0,3020
0.10349158,3531.4453,12.0,3021
0.042487334,1033.5938,14.0,3022
0.057112277,2454.7852,17.0,3023
0.080044575,2368.6523,16.0,3024
0.07194365,430.66406,16.0,3025
0.05706947,1033.5938,21.0,3026
0.075642,516.7969,10.0,3027
0.05466085,732.1289,19.0,3028
0.09843464,387.59766,6.0,3029
0.05747216,2670.1172,47.0,3030
0.05956396,2583.9844,34.0,3031
0.058256097,559.8633,18.0,3032
0.15931931,172.26562,17.0,3033
0.2181177,2368.6523,36.0,3034
0.1585768,2282.5195,46.0,3035
0.15376456,3057.7148,11.0,3036
0.17358246,3014.6484,11.0,3037
0.13110344,2971.582,23.0,3038
0.14138706,3359.1797,11.0,3039
0.12577534,3057.7148,18.0,3040
0.118642986,3273.0469,11.0,3041
0.10305695,3660.6445,14.0,3042
0.058371138,2583.9844,16.0,3043
0.06924616,344.53125,17.0,3044
0.047052678,1033.5938,28.0,3045
0.05170713,3229.9805,33.0,3046
0.09623571,43.066406,1.0,3047
0.08187833,3402.246,13.0,3048
0.11225103,3143.8477,12.0,3049
0.15919909,3402.246,182.0,3050
0.11120276,3057.7148,12.0,3051
0.17111845,2971.582,11.0,3052
0.13857,3402.246,11.0,3053
0.0900391,2196.3867,41.0,3054
0.14260928,301.46484,11.0,3055
0.08519449,516.7969,24.0,3056
0.057947684,3746.7773,175.0,3057
0.06285023,2670.1172,12.0,3058
0.063392706,2540.918,22.0,3059
0.10888461,1119.7266,29.0,3060
0.1941616,86.13281,4.0,3061
0.22084764,86.13281,2.0,3062
0.30149713,602.9297,20.0,3063
0.2554436,645.9961,31.0,3064
0.21567997,86.13281,2.0,3065
0.21354255,86.13281,5.0,3066
0.1056577,86.13281,5.0,3067
0.1582462,602.9297,7.0,3068
0.14807758,2411.7188,30.0,3069
0.09314681,3057.7148,15.0,3070
0.08909565,4005.1758,34.0,3071
0.14251071,3875.9766,13.0,3072
0.14577934,3875.9766,171.0,3073
0.1082284,2196.3867,13.0,3074
0.08076253,1119.7266,6.0,3075
0.1833345,1119.7266,36.0,3076
0.14245547,861.3281,34.0,3077
0.20277719,86.13281,5.0,3078
0.10127541,559.8633,8.0,3079
0.04841351,1162.793,37.0,3080
0.05270395,1291.9922,18.0,3081
0.25640988,344.53125,5.0,3082
0.1593966,645.9961,11.0,3083
0.12772886,947.46094,12.0,3084
0.16346325,86.13281,8.0,3085
0.13432719,86.13281,12.0,3086
0.1628757,86.13281,6.0,3087
0.17081395,129.19922,14.0,3088
0.28419277,947.46094,14.0,3089
0.19448352,947.46094,21.0,3090
0.16625227,43.066406,11.0,3091
0.14726228,86.13281,5.0,3092
0.20875245,947.46094,19.0,3093
0.14896148,1851.8555,15.0,3094
0.07702185,559.8633,6.0,3095
0.06540193,645.9961,37.0,3096
0.05015618,3703.711,66.0,3097
0.04995676,6718.3594,18.0,3098
0.058664512,430.66406,25.0,3099
0.054259744,430.66406,13.0,3100
0.04521267,344.53125,26.0,3101
0.15728517,1851.8555,24.0,3102
0.16418338,430.66406,15.0,3103
0.23240317,86.13281,2.0,3104
0.10371383,2540.918,10.0,3105
0.0848734,2540.918,27.0,3106
0.10375178,2928.5156,15.0,3107
0.114869684,2713.1836,18.0,3108
0.08610562,3746.7773,15.0,3109
0.08622866,2239.4531,15.0,3110
0.09094612,473.73047,8.0,3111
0.060167804,430.66406,6.0,3112
0.06476386,2756.25,85.0,3113
0.061932284,1119.7266,12.0,3114
0.07050364,2540.918,18.0,3115
0.16893893,775.1953,16.0,3116
0.1838343,2153.3203,14.0,3117
0.12732576,689.0625,7.0,3118
0.12688799,86.13281,13.0,3119
0.16211927,172.26562,11.0,3120
0.12201082,129.19922,7.0,3121
0.20808332,129.19922,9.0,3122
0.2432511,129.19922,10.0,3123
0.12453047,86.13281,9.0,3124
0.120075375,86.13281,7.0,3125
0.07946846,86.13281,6.0,3126
0.14405863,86.13281,9.0,3127
0.116732635,172.26562,13.0,3128
0.10804785,86.13281,7.0,3129
0.19480988,1033.5938,13.0,3130
0.15232615,689.0625,12.0,3131
0.12753986,559.8633,8.0,3132
0.06759501,1033.5938,17.0,3133
0.07349533,1033.5938,20.0,3134
0.086057425,430.66406,9.0,3135
0.06574128,3574.5117,25.0,3136
0.056048725,2756.25,29.0,3137
0.07590156,344.53125,6.0,3138
0.069316275,473.73047,4.0,3139
0.07615667,387.59766,4.0,3140
0.049752362,689.0625,22.0,3141
0.07592959,473.73047,8.0,3142
0.1147235,1335.0586,21.0,3143
0.08706843,3273.0469,10.0,3144
0.22186345,301.46484,5.0,3145
0.053620245,602.9297,14.0,3146
0.055398297,473.73047,6.0,3147
0.06703953,473.73047,6.0,3148
0.111348346,2153.3203,17.0,3149
0.1255082,602.9297,11.0,3150
0.21183988,129.19922,5.0,3151
0.16030861,818.2617,13.0,3152
0.12028265,818.2617,15.0,3153
0.18229838,818.2617,13.0,3154
0.12592222,258.39844,7.0,3155
0.123598956,559.8633,12.0,3156
0.07339732,2540.918,38.0,3157
0.15910476,86.13281,2.0,3158
0.1405511,387.59766,10.0,3159
0.12522416,387.59766,7.0,3160
0.0679938,473.73047,8.0,3161
0.10931299,516.7969,8.0,3162
0.102248006,387.59766,9.0,3163
0.22111271,86.13281,5.0,3164
0.15748341,86.13281,7.0,3165
0.08563365,645.9961,18.0,3166
0.04591337,473.73047,4.0,3167
0.060902134,645.9961,14.0,3168
0.060023215,559.8633,25.0,3169
0.066755444,387.59766,6.0,3170
0.33442283,430.66406,7.0,3171
0.21606587,775.1953,11.0,3172
0.1760504,344.53125,7.0,3173
0.19185533,172.26562,10.0,3174
0.1536599,172.26562,10.0,3175
0.19027822,129.19922,11.0,3176
0.13641897,2196.3867,27.0,3177
0.16985293,215.33203,10.0,3178
0.17930058,732.1289,14.0,3179
0.12162452,43.066406,6.0,3180
0.13165215,732.1289,31.0,3181
0.05138953,732.1289,8.0,3182
0.09916902,301.46484,10.0,3183
0.07230868,387.59766,6.0,3184
0.09248827,732.1289,11.0,3185
0.15392832,129.19922,9.0,3186
0.14662404,344.53125,13.0,3187
0.08636112,1507.3242,35.0,3188
0.047258697,1464.2578,48.0,3189
0.049868986,2971.582,123.0,3190
0.08825505,1507.3242,10.0,3191
0.13857897,732.1289,16.0,3192
0.10880803,732.1289,16.0,3193
0.12058698,947.46094,26.0,3194
0.078093894,1808.7891,27.0,3195
0.14988235,86.13281,12.0,3196
0.13551797,215.33203,10.0,3197
0.13521968,86.13281,10.0,3198
0.17406768,86.13281,16.0,3199
0.13379586,86.13281,6.0,3200
0.1364137,129.19922,6.0,3201
0.12202869,1722.6562,15.0,3202
0.10249332,1722.6562,17.0,3203
0.122653514,1765.7227,16.0,3204
0.27556032,1033.5938,12.0,3205
0.2765655,645.9961,18.0,3206
0.09501722,602.9297,21.0,3207
0.06084172,2368.6523,18.0,3208
0.08970947,645.9961,29.0,3209
0.08696272,2368.6523,14.0,3210
0.045404207,2627.0508,11.0,3211
0.06523786,2239.4531,26.0,3212
0.1800427,2540.918,13.0,3213
0.26003975,129.19922,8.0,3214
0.109917216,172.26562,14.0,3215
0.091732375,86.13281,14.0,3216
0.070293285,86.13281,8.0,3217
0.09290337,86.13281,13.0,3218
0.0830593,129.19922,9.0,3219
0.26551625,947.46094,15.0,3220
0.19040209,645.9961,8.0,3221
0.3646254,86.13281,5.0,3222
0.116984315,602.9297,13.0,3223
0.09715903,344.53125,6.0,3224
0.08167114,387.59766,6.0,3225
0.20227642,689.0625,6.0,3226
0.16306148,990.52734,34.0,3227
0.18023412,559.8633,14.0,3228
0.1879229,86.13281,7.0,3229
0.22876713,129.19922,4.0,3230
0.31490192,516.7969,6.0,3231
0.10511558,1033.5938,5.0,3232
0.17477114,86.13281,5.0,3233
0.16586073,86.13281,2.0,3234
0.23441936,86.13281,4.0,3235
0.15484253,86.13281,7.0,3236
0.21440977,86.13281,7.0,3237
0.109802336,86.13281,7.0,3238
0.2092378,129.19922,7.0,3239
0.25220045,559.8633,7.0,3240
0.24480227,215.33203,6.0,3241
0.22009265,172.26562,7.0,3242
0.150399,301.46484,7.0,3243
0.100515164,215.33203,6.0,3244
0.13880143,86.13281,6.0,3245
0.14515045,129.19922,4.0,3246
0.122460075,172.26562,7.0,3247
0.24016672,129.19922,6.0,3248
0.11336842,1119.7266,39.0,3249
0.19999902,172.26562,7.0,3250
0.17572759,172.26562,4.0,3251
0.12799843,86.13281,2.0,3252
0.17123517,129.19922,4.0,3253
0.2192202,559.8633,5.0,3254
0.2659542,559.8633,9.0,3255
0.21265896,86.13281,4.0,3256
0.2131075,86.13281,7.0,3257
0.1830475,129.19922,7.0,3258
0.13782041,2756.25,24.0,3259
0.14778125,86.13281,7.0,3260
0.35781133,559.8633,19.0,3261
0.2634595,129.19922,3.0,3262
0.2626056,559.8633,8.0,3263
0.12166836,86.13281,6.0,3264
0.14455003,129.19922,6.0,3265
0.13115995,129.19922,7.0,3266
0.18413894,86.13281,2.0,3267
0.260712,215.33203,5.0,3268
0.2442219,559.8633,15.0,3269
0.19621554,559.8633,8.0,3270
0.16942668,172.26562,4.0,3271
0.13532957,818.2617,12.0,3272
0.1632731,172.26562,7.0,3273
0.14768034,3617.5781,181.0,3274
0.11549144,1119.7266,13.0,3275
0.21028912,129.19922,7.0,3276
0.2672494,129.19922,3.0,3277
0.12086229,172.26562,4.0,3278
0.25425908,86.13281,6.0,3279
0.1265382,1076.6602,11.0,3280
0.194532,129.19922,6.0,3281
0.10529713,3617.5781,20.0,3282
0.19905786,559.8633,17.0,3283
0.23622265,129.19922,3.0,3284
0.13417497,129.19922,6.0,3285
0.16461717,172.26562,6.0,3286
0.18364249,172.26562,7.0,3287
0.13667123,3617.5781,19.0,3288
0.22690298,559.8633,10.0,3289
0.25160086,559.8633,17.0,3290
0.22749138,559.8633,11.0,3291
0.13627763,3617.5781,18.0,3292
0.20859598,86.13281,7.0,3293
0.10872195,1119.7266,10.0,3294
0.1184958,1119.7266,23.0,3295
0.12604819,602.9297,4.0,3296
0.11457522,86.13281,2.0,3297
0.14676648,86.13281,7.0,3298
0.19191837,559.8633,6.0,3299
0.14399745,86.13281,5.0,3300
0.19357568,559.8633,15.0,3301
0.13881122,645.9961,20.0,3302
0.16521268,516.7969,14.0,3303
0.13896424,689.0625,11.0,3304
0.115248375,516.7969,14.0,3305
0.094961256,43.066406,10.0,3306
0.08838059,2368.6523,11.0,3307
0.09973621,258.39844,7.0,3308
0.091364026,1248.9258,9.0,3309
0.10659612,1248.9258,15.0,3310
0.08900448,1679.5898,16.0,3311
0.09685383,818.2617,20.0,3312
0.102715574,861.3281,14.0,3313
0.086527795,387.59766,7.0,3314
0.10407728,861.3281,13.0,3315
0.07573215,3014.6484,25.0,3316
0.09497269,1679.5898,29.0,3317
0.08031952,645.9961,15.0,3318
0.08454085,645.9961,23.0,3319
0.057267696,1679.5898,44.0,3320
0.04489751,775.1953,13.0,3321
0.10060297,559.8633,7.0,3322
0.07136764,645.9961,11.0,3323
0.078254275,86.13281,3.0,3324
0.064588934,559.8633,11.0,3325
0.042282667,3919.043,32.0,3326
0.05418448,2583.9844,31.0,3327
0.07713053,2497.8516,20.0,3328
0.067753516,215.33203,12.0,3329
0.08114875,2627.0508,33.0,3330
0.08914472,2627.0508,27.0,3331
0.091515124,2627.0508,30.0,3332
0.11909867,2627.0508,27.0,3333
0.06563573,2583.9844,14.0,3334
0.04393386,3186.914,25.0,3335
0.10983189,904.39453,14.0,3336
0.104663454,602.9297,5.0,3337
0.11372801,516.7969,11.0,3338
0.078695655,559.8633,9.0,3339
0.12020492,559.8633,10.0,3340
0.097498134,43.066406,1.0,3341
0.087273926,473.73047,10.0,3342
0.12617448,86.13281,2.0,3343
0.0434091,818.2617,36.0,3344
0.06260779,43.066406,3.0,3345
0.07082812,430.66406,26.0,3346
0.07003998,387.59766,7.0,3347
0.041132472,1248.9258,37.0,3348
0.064927354,602.9297,27.0,3349
0.08705265,2885.4492,13.0,3350
0.13264959,387.59766,11.0,3351
0.13975963,344.53125,6.0,3352
0.06959072,2325.586,20.0,3353
0.114104606,2627.0508,24.0,3354
0.1006171,430.66406,10.0,3355
0.093668774,689.0625,9.0,3356
0.07159756,2583.9844,20.0,3357
0.08737812,344.53125,13.0,3358
0.076851346,645.9961,4.0,3359
0.0682373,2885.4492,23.0,3360
0.11863499,516.7969,30.0,3361
0.12784787,2239.4531,41.0,3362
0.08330427,2153.3203,18.0,3363
0.08649006,473.73047,9.0,3364
0.079343095,2756.25,18.0,3365
0.0763776,2756.25,13.0,3366
0.074136496,516.7969,9.0,3367
0.12356404,2756.25,15.0,3368
0.16181514,387.59766,8.0,3369
0.11611,559.8633,10.0,3370
0.07616748,559.8633,9.0,3371
0.053905066,689.0625,14.0,3372
0.060298707,2756.25,31.0,3373
0.05929049,1205.8594,17.0,3374
0.06675581,732.1289,8.0,3375
0.06881167,1291.9922,16.0,3376
0.09920842,2842.3828,20.0,3377
0.1566695,559.8633,9.0,3378
0.08953312,473.73047,6.0,3379
0.101188906,732.1289,16.0,3380
0.14928399,775.1953,35.0,3381
0.085695066,775.1953,21.0,3382
0.12908229,2497.8516,16.0,3383
0.1192728,2627.0508,19.0,3384
0.11377732,2627.0508,14.0,3385
0.10770845,129.19922,20.0,3386
0.12890492,2842.3828,14.0,3387
0.09433119,172.26562,8.0,3388
0.12095952,344.53125,27.0,3389
0.116667435,2024.1211,25.0,3390
0.1497132,430.66406,10.0,3391
0.065808095,2583.9844,17.0,3392
0.07139102,387.59766,8.0,3393
0.07606614,559.8633,8.0,3394
0.10417,775.1953,15.0,3395
0.06930681,559.8633,7.0,3396
0.072542146,2713.1836,16.0,3397
0.09079103,387.59766,9.0,3398
0.06616034,2756.25,20.0,3399
0.1589786,43.066406,1.0,3400
0.07166511,559.8633,10.0,3401
0.088626996,43.066406,1.0,3402
0.08632855,516.7969,10.0,3403
0.08801558,2799.3164,21.0,3404
0.08445042,2540.918,21.0,3405
0.093710385,602.9297,7.0,3406
0.09898352,990.52734,15.0,3407
0.15277718,387.59766,9.0,3408
0.110689335,818.2617,14.0,3409
0.11008162,301.46484,11.0,3410
0.12749736,2411.7188,15.0,3411
0.07771517,2627.0508,12.0,3412
0.106525235,559.8633,6.0,3413
0.10113244,387.59766,8.0,3414
0.093143135,430.66406,8.0,3415
0.116278656,1248.9258,14.0,3416
0.07705094,473.73047,10.0,3417
0.09233441,473.73047,11.0,3418
0.0759061,2540.918,21.0,3419
0.08906524,1679.5898,24.0,3420
0.10169086,1679.5898,19.0,3421
0.113168344,1679.5898,10.0,3422
0.10640637,861.3281,15.0,3423
0.12807335,1679.5898,21.0,3424
0.120369636,1679.5898,20.0,3425
0.10644575,1248.9258,22.0,3426
0.08257633,1248.9258,14.0,3427
0.06535444,1119.7266,19.0,3428
0.087936334,430.66406,18.0,3429
0.082854114,430.66406,14.0,3430
0.14327836,430.66406,17.0,3431
0.10130648,818.2617,12.0,3432
0.14145961,559.8633,5.0,3433
0.10755772,387.59766,4.0,3434
0.06324843,516.7969,6.0,3435
0.038682412,5254.1016,28.0,3436
0.045525216,3919.043,21.0,3437
0.07193127,2497.8516,14.0,3438
0.11104885,2627.0508,11.0,3439
0.09450683,2627.0508,39.0,3440
0.09495263,2627.0508,24.0,3441
0.14565888,301.46484,7.0,3442
0.08119215,2627.0508,26.0,3443
0.060366172,2540.918,22.0,3444
0.077727206,2497.8516,15.0,3445
0.16592126,430.66406,14.0,3446
0.11187063,516.7969,10.0,3447
0.17147337,516.7969,10.0,3448
0.19397904,559.8633,10.0,3449
0.07500932,818.2617,13.0,3450
0.07481322,1119.7266,28.0,3451
0.08747744,559.8633,16.0,3452
0.13004601,301.46484,7.0,3453
0.05936737,2756.25,18.0,3454
0.085908614,43.066406,2.0,3455
0.04938598,2325.586,53.0,3456
0.069021076,3057.7148,62.0,3457
0.08509728,344.53125,10.0,3458
0.11195295,430.66406,6.0,3459
0.070296004,2540.918,19.0,3460
0.11519252,516.7969,9.0,3461
0.09257295,559.8633,11.0,3462
0.088214345,818.2617,6.0,3463
0.11270736,818.2617,15.0,3464
0.09645728,775.1953,30.0,3465
0.1197989,689.0625,11.0,3466
0.08660735,2885.4492,10.0,3467
0.096144505,559.8633,27.0,3468
0.070003256,2670.1172,10.0,3469
0.08971267,2842.3828,14.0,3470
0.05961197,2454.7852,12.0,3471
0.089270316,602.9297,18.0,3472
0.11361126,473.73047,5.0,3473
0.08670369,732.1289,8.0,3474
0.100101784,1679.5898,19.0,3475
0.09129992,1679.5898,19.0,3476
0.103064336,1248.9258,16.0,3477
0.105673805,689.0625,15.0,3478
0.09787769,2799.3164,14.0,3479
0.10061971,602.9297,10.0,3480
0.09947825,1679.5898,18.0,3481
0.10979863,430.66406,17.0,3482
0.06364343,473.73047,6.0,3483
0.059951987,516.7969,9.0,3484
0.06289008,3014.6484,10.0,3485
0.08555589,473.73047,7.0,3486
0.12296966,430.66406,12.0,3487
0.087968595,2325.586,13.0,3488
0.09988827,387.59766,4.0,3489
0.13089834,473.73047,10.0,3490
0.095652655,818.2617,11.0,3491
0.117968276,818.2617,24.0,3492
0.07859048,2799.3164,51.0,3493
0.09875624,3359.1797,18.0,3494
0.10329088,2627.0508,16.0,3495
0.105431795,2670.1172,10.0,3496
0.096069865,2627.0508,10.0,3497
0.13774998,387.59766,16.0,3498
0.10952237,516.7969,9.0,3499
0.10339426,2110.254,19.0,3500
0.101365365,818.2617,13.0,3501
0.09443132,732.1289,14.0,3502
0.09341654,732.1289,10.0,3503
0.11206195,1248.9258,19.0,3504
0.084379606,2239.4531,25.0,3505
0.1243812,86.13281,6.0,3506
0.12152482,1248.9258,16.0,3507
0.08527495,516.7969,8.0,3508
0.11184038,2885.4492,16.0,3509
0.07244607,2756.25,16.0,3510
0.13284568,43.066406,1.0,3511
0.07329964,387.59766,6.0,3512
0.0749441,1636.5234,13.0,3513
0.1365118,86.13281,3.0,3514
0.0981595,559.8633,11.0,3515
0.06504105,516.7969,7.0,3516
0.08859492,516.7969,34.0,3517
0.08509562,818.2617,4.0,3518
0.073823415,818.2617,5.0,3519
0.08111794,301.46484,12.0,3520
0.10653853,689.0625,26.0,3521
0.074794486,2756.25,69.0,3522
0.06750583,1248.9258,13.0,3523
0.07865439,1679.5898,13.0,3524
0.0920996,430.66406,21.0,3525
0.1152558,1248.9258,22.0,3526
0.08483769,86.13281,19.0,3527
0.0829017,559.8633,14.0,3528
0.07149839,516.7969,12.0,3529
0.086824864,1679.5898,29.0,3530
0.10405959,1248.9258,13.0,3531
0.09153177,1248.9258,13.0,3532
0.0846591,2368.6523,38.0,3533
0.09465672,1248.9258,18.0,3534
0.16369496,1248.9258,16.0,3535
0.06836986,775.1953,11.0,3536
0.08174758,1119.7266,19.0,3537
0.103036806,1679.5898,43.0,3538
0.12389078,1679.5898,31.0,3539
0.06622689,1679.5898,37.0,3540
0.054482374,559.8633,7.0,3541
0.17837518,516.7969,14.0,3542
0.08113098,818.2617,8.0,3543
0.052321196,818.2617,10.0,3544
0.06462603,602.9297,29.0,3545
0.068010546,2239.4531,14.0,3546
0.049248893,2885.4492,22.0,3547
0.0594965,3402.246,22.0,3548
0.08616213,387.59766,17.0,3549
0.06035022,1033.5938,24.0,3550
0.09402305,2627.0508,17.0,3551
0.103128746,129.19922,32.0,3552
0.09906687,129.19922,24.0,3553
0.07790845,2583.9844,19.0,3554
0.06178105,3617.5781,25.0,3555
0.08645559,3875.9766,24.0,3556
0.18316565,430.66406,9.0,3557
0.18706182,430.66406,11.0,3558
0.12431284,430.66406,12.0,3559
0.09849191,3919.043,18.0,3560
0.07967337,3919.043,86.0,3561
0.0633343,732.1289,7.0,3562
0.0969926,129.19922,3.0,3563
0.047517452,2799.3164,37.0,3564
0.04424089,344.53125,44.0,3565
0.039984602,732.1289,23.0,3566
0.042220663,732.1289,16.0,3567
0.103509136,301.46484,10.0,3568
0.08346374,430.66406,6.0,3569
0.07762463,775.1953,5.0,3570
0.12665299,2627.0508,13.0,3571
0.09892479,990.52734,13.0,3572
0.09456714,818.2617,9.0,3573
0.08412346,818.2617,13.0,3574
0.07887456,3273.0469,13.0,3575
0.09201231,2497.8516,16.0,3576
0.13534318,430.66406,6.0,3577
0.11634673,2756.25,26.0,3578
0.08176229,732.1289,16.0,3579
0.12754393,129.19922,3.0,3580
0.1237602,430.66406,25.0,3581
0.118455306,2239.4531,14.0,3582
0.13668688,2497.8516,11.0,3583
0.10246713,2497.8516,12.0,3584
0.112303756,818.2617,18.0,3585
0.101618715,430.66406,11.0,3586
0.12896878,387.59766,11.0,3587
0.084282786,2756.25,16.0,3588
0.082025744,1636.5234,19.0,3589
0.09566388,387.59766,11.0,3590
0.06259246,1248.9258,43.0,3591
0.07008507,2756.25,16.0,3592
0.05990226,1119.7266,37.0,3593
0.060627896,2799.3164,19.0,3594
0.07403447,3875.9766,24.0,3595
0.10495741,1248.9258,19.0,3596
0.12424123,473.73047,6.0,3597
0.07221709,2325.586,63.0,3598
0.083971135,775.1953,9.0,3599
0.11746051,775.1953,32.0,3600
0.115423135,818.2617,29.0,3601
0.099778466,775.1953,28.0,3602
0.11043339,2540.918,11.0,3603
0.08625365,2670.1172,22.0,3604
0.077777855,2627.0508,23.0,3605
0.11452877,2627.0508,10.0,3606
0.08268114,344.53125,18.0,3607
0.07140386,2627.0508,20.0,3608
0.11388853,602.9297,17.0,3609
0.12753733,430.66406,15.0,3610
0.14864965,473.73047,8.0,3611
0.18865336,86.13281,2.0,3612
0.13176638,559.8633,8.0,3613
0.126171,516.7969,26.0,3614
0.08848425,732.1289,16.0,3615
0.09793105,1679.5898,17.0,3616
0.095148996,1248.9258,12.0,3617
0.061573934,1119.7266,38.0,3618
0.05400402,1119.7266,20.0,3619
0.0598898,2756.25,23.0,3620
0.07754377,602.9297,9.0,3621
0.07091368,2368.6523,20.0,3622
0.122102864,1248.9258,17.0,3623
0.087535225,2368.6523,18.0,3624
0.096591905,2497.8516,24.0,3625
0.09541553,2842.3828,15.0,3626
0.06900797,3186.914,21.0,3627
0.12689345,430.66406,10.0,3628
0.09984326,3316.1133,18.0,3629
0.09451113,430.66406,10.0,3630
0.08857744,2928.5156,16.0,3631
0.11418411,86.13281,5.0,3632
0.0720254,559.8633,14.0,3633
0.13740274,2497.8516,15.0,3634
0.12149936,1248.9258,12.0,3635
0.073226154,1421.1914,23.0,3636
0.09238918,430.66406,14.0,3637
0.07960289,473.73047,9.0,3638
0.19643389,430.66406,15.0,3639
0.09984099,430.66406,9.0,3640
0.07112379,2540.918,13.0,3641
0.08686756,861.3281,22.0,3642
0.08906467,387.59766,26.0,3643
0.091850884,1291.9922,16.0,3644
0.10105113,1248.9258,16.0,3645
0.079416856,2670.1172,14.0,3646
0.07355624,861.3281,17.0,3647
0.07817694,1679.5898,21.0,3648
0.095512204,430.66406,29.0,3649
0.048399538,3359.1797,16.0,3650
0.06740455,1679.5898,17.0,3651
0.1114165,344.53125,8.0,3652
0.07032512,1679.5898,22.0,3653
0.065826714,2583.9844,21.0,3654
0.052810103,3100.7812,22.0,3655
0.06442482,1679.5898,13.0,3656
0.06795493,3875.9766,24.0,3657
0.059898015,1679.5898,20.0,3658
0.1029587,2713.1836,15.0,3659
0.07755873,3574.5117,13.0,3660
0.0597057,1205.8594,20.0,3661
0.07278316,2670.1172,12.0,3662
0.06614708,2454.7852,14.0,3663
0.09432084,344.53125,11.0,3664
0.0792476,2540.918,29.0,3665
0.09583936,387.59766,10.0,3666
0.08649363,387.59766,5.0,3667
0.090907894,2497.8516,11.0,3668
0.08124249,2368.6523,14.0,3669
0.06436177,2842.3828,14.0,3670
0.08304701,172.26562,8.0,3671
0.060695924,2627.0508,15.0,3672
0.04138094,2196.3867,15.0,3673
0.06558144,559.8633,17.0,3674
0.053722113,2067.1875,17.0,3675
0.045629103,775.1953,13.0,3676
0.050734896,215.33203,11.0,3677
0.056198336,1765.7227,12.0,3678
0.062131107,1894.9219,11.0,3679
0.06947641,86.13281,6.0,3680
0.059737824,2583.9844,15.0,3681
0.05833167,1851.8555,19.0,3682
0.07452297,215.33203,13.0,3683
0.05986775,1033.5938,20.0,3684
0.08932555,2842.3828,9.0,3685
0.06526499,1808.7891,19.0,3686
0.08089578,301.46484,17.0,3687
0.098384336,258.39844,12.0,3688
0.07307642,2411.7188,16.0,3689
0.08631165,1636.5234,13.0,3690
0.068154834,947.46094,18.0,3691
0.08252984,1248.9258,15.0,3692
0.050388236,2497.8516,16.0,3693
0.065942116,1722.6562,11.0,3694
0.08338594,1076.6602,14.0,3695
0.082870536,344.53125,9.0,3696
0.06355094,86.13281,2.0,3697
0.06405367,1636.5234,14.0,3698
0.0689733,1033.5938,22.0,3699
0.0881728,645.9961,13.0,3700
0.05939558,2067.1875,14.0,3701
0.08035043,1507.3242,17.0,3702
0.073108755,1248.9258,12.0,3703
0.058075942,818.2617,12.0,3704
0.05391283,1851.8555,17.0,3705
0.04715708,1248.9258,12.0,3706
0.07986487,1119.7266,15.0,3707
0.09077989,172.26562,8.0,3708
0.05908101,602.9297,6.0,3709
0.06090446,1679.5898,14.0,3710
0.07001097,129.19922,10.0,3711
0.07220788,602.9297,8.0,3712
0.050088044,1636.5234,16.0,3713
0.08724333,129.19922,13.0,3714
0.069191314,1205.8594,18.0,3715
0.057788823,1162.793,25.0,3716
0.0825803,1464.2578,14.0,3717
0.07633383,1076.6602,16.0,3718
0.07475096,1076.6602,14.0,3719
0.06131961,172.26562,7.0,3720
0.048238628,1378.125,10.0,3721
0.06896803,172.26562,8.0,3722
0.065776736,904.39453,16.0,3723
0.058242336,172.26562,8.0,3724
0.06551598,129.19922,11.0,3725
0.056495186,301.46484,13.0,3726
0.062721826,1076.6602,17.0,3727
0.074668415,129.19922,11.0,3728
0.04965594,1507.3242,22.0,3729
0.048828203,129.19922,9.0,3730
0.047323123,86.13281,8.0,3731
0.057401482,1421.1914,9.0,3732
0.046131067,1808.7891,20.0,3733
0.050999574,1335.0586,14.0,3734
0.048636112,689.0625,7.0,3735
0.043524556,2024.1211,7.0,3736
0.0496708,1033.5938,8.0,3737
0.05289899,1076.6602,8.0,3738
0.039196547,258.39844,10.0,3739
0.061824944,1205.8594,5.0,3740
0.05433203,645.9961,18.0,3741
0.06945654,947.46094,4.0,3742
0.034818754,1335.0586,14.0,3743
0.05611577,1679.5898,12.0,3744
0.0757165,602.9297,15.0,3745
0.055729624,387.59766,12.0,3746
0.03418936,689.0625,7.0,3747
0.055849444,1291.9922,8.0,3748
0.034710582,645.9961,14.0,3749
0.059384063,645.9961,4.0,3750
0.057016347,129.19922,5.0,3751
0.035080265,602.9297,12.0,3752
0.032757908,1808.7891,32.0,3753
0.038823437,602.9297,11.0,3754
0.034225695,602.9297,14.0,3755
0.03443385,602.9297,10.0,3756
0.035844944,602.9297,17.0,3757
0.028149748,1808.7891,33.0,3758
0.021401612,1378.125,16.0,3759
0.028258013,1162.793,14.0,3760
