@RELATION 'Music feature'
%rows=3
%columns=3873
%sample_rate=22050
%window_size=512

@ATTRIBUTE 'Amplitude, position and width of 2nd spectral peak' NUMERIC
@ATTRIBUTE 'Amplitude, position and width of 2nd spectral peak' NUMERIC
@ATTRIBUTE 'Amplitude, position and width of 2nd spectral peak' NUMERIC
@ATTRIBUTE WindowNumber NUMERIC

@DATA
0.15341398,2196.3867,13.0,1504
0.16707686,2196.3867,11.0,1505
0.14134198,559.8633,33.0,1506
0.04259391,559.8633,35.0,1507
0.08749787,1033.5938,13.0,1508
0.10962249,516.7969,12.0,1509
0.10185132,2583.9844,40.0,1510
0.13330774,301.46484,11.0,1511
0.15468103,3660.6445,62.0,1512
0.108020484,1722.6562,40.0,1513
0.043021332,2713.1836,13.0,1514
0.14427815,430.66406,11.0,1515
0.21067192,430.66406,45.0,1516
0.13751613,430.66406,44.0,1517
0.120465584,3402.246,187.0,1518
0.09061115,430.66406,7.0,1519
0.13066426,215.33203,10.0,1520
0.10110631,215.33203,10.0,1521
0.10750798,3402.246,12.0,1522
0.14525245,3660.6445,18.0,1523
0.10686554,3316.1133,12.0,1524
0.12858605,3316.1133,21.0,1525
0.13295273,3273.0469,13.0,1526
0.15992261,2454.7852,12.0,1527
0.1832532,430.66406,7.0,1528
0.11713062,2497.8516,20.0,1529
0.120712034,3359.1797,11.0,1530
0.08786288,2540.918,12.0,1531
0.14565262,2325.586,48.0,1532
0.09647581,430.66406,43.0,1533
0.0540054,2799.3164,24.0,1534
0.12134133,559.8633,17.0,1535
0.12006703,689.0625,7.0,1536
0.15867679,387.59766,7.0,1537
0.06989216,689.0625,24.0,1538
0.056950618,732.1289,4.0,1539
0.058821596,3488.379,24.0,1540
0.061465476,2110.254,82.0,1541
0.117946915,2497.8516,17.0,1542
0.073998824,86.13281,3.0,1543
0.075321905,2067.1875,9.0,1544
0.09711541,2239.4531,21.0,1545
0.1406114,2067.1875,11.0,1546
0.06504974,473.73047,6.0,1547
0.041398708,430.66406,7.0,1548
0.09262924,3488.379,20.0,1549
0.20180696,1076.6602,27.0,1550
0.20670387,1033.5938,21.0,1551
0.18687612,129.19922,3.0,1552
0.07383523,559.8633,8.0,1553
0.073554695,559.8633,15.0,1554
0.066151604,2799.3164,14.0,1555
0.12956333,904.39453,30.0,1556
0.07544415,775.1953,8.0,1557
0.096650675,775.1953,6.0,1558
0.09441902,2799.3164,15.0,1559
0.092977434,1076.6602,35.0,1560
0.15867431,387.59766,9.0,1561
0.047787804,2799.3164,22.0,1562
0.08638763,559.8633,4.0,1563
0.08002294,3359.1797,183.0,1564
0.14595203,1033.5938,29.0,1565
0.12416021,172.26562,7.0,1566
0.025995126,2067.1875,23.0,1567
0.028991945,689.0625,31.0,1568
0.05589868,3574.5117,25.0,1569
0.09590275,775.1953,8.0,1570
0.11669075,559.8633,9.0,1571
0.27385107,947.46094,43.0,1572
0.1117699,1119.7266,24.0,1573
0.0686737,430.66406,9.0,1574
0.05087557,2756.25,25.0,1575
0.054228764,2842.3828,23.0,1576
0.14524677,1981.0547,15.0,1577
0.13326105,1981.0547,18.0,1578
0.13560241,387.59766,6.0,1579
0.1325311,430.66406,12.0,1580
0.1249041,2540.918,14.0,1581
0.08588314,387.59766,9.0,1582
0.08372855,430.66406,30.0,1583
0.13650848,990.52734,12.0,1584
0.20231295,602.9297,9.0,1585
0.19142562,645.9961,10.0,1586
0.12958942,215.33203,10.0,1587
0.065323755,1076.6602,17.0,1588
0.06611233,559.8633,10.0,1589
0.0901497,2627.0508,24.0,1590
0.16299075,430.66406,32.0,1591
0.12325868,3229.9805,17.0,1592
0.13725035,3445.3125,21.0,1593
0.09508419,3143.8477,17.0,1594
0.12849227,430.66406,7.0,1595
0.1200409,2627.0508,17.0,1596
0.16944453,2756.25,13.0,1597
0.13446125,129.19922,8.0,1598
0.18539555,129.19922,3.0,1599
0.12320993,1981.0547,40.0,1600
0.116510145,473.73047,35.0,1601
0.085838325,2024.1211,34.0,1602
0.060731698,1894.9219,4.0,1603
0.18439817,602.9297,7.0,1604
0.13547948,559.8633,12.0,1605
0.12453161,2799.3164,13.0,1606
0.14737897,129.19922,11.0,1607
0.18538778,516.7969,8.0,1608
0.17876296,818.2617,7.0,1609
0.21282074,818.2617,8.0,1610
0.20379812,861.3281,20.0,1611
0.19753991,818.2617,9.0,1612
0.16167021,818.2617,15.0,1613
0.14512171,2497.8516,16.0,1614
0.1264055,129.19922,5.0,1615
0.1707226,2110.254,14.0,1616
0.07167923,559.8633,5.0,1617
0.15596817,2110.254,11.0,1618
0.16217121,775.1953,29.0,1619
0.10644868,387.59766,15.0,1620
0.095172755,516.7969,8.0,1621
0.06318227,1894.9219,30.0,1622
0.053870037,559.8633,6.0,1623
0.041179918,2756.25,17.0,1624
0.0971862,2497.8516,28.0,1625
0.15427138,2454.7852,30.0,1626
0.117851764,2583.9844,14.0,1627
0.1620533,3488.379,11.0,1628
0.16062261,430.66406,29.0,1629
0.13205527,3746.7773,175.0,1630
0.13503253,3143.8477,15.0,1631
0.15636031,3574.5117,25.0,1632
0.12481915,2540.918,13.0,1633
0.13688646,430.66406,24.0,1634
0.12519923,2454.7852,47.0,1635
0.12182654,430.66406,43.0,1636
0.1608146,430.66406,28.0,1637
0.14957803,430.66406,29.0,1638
0.11314767,2325.586,31.0,1639
0.10452435,430.66406,48.0,1640
0.19526525,215.33203,5.0,1641
0.098887414,2497.8516,11.0,1642
0.1035739,2282.5195,47.0,1643
0.10384708,2282.5195,47.0,1644
0.11447206,430.66406,6.0,1645
0.098341666,516.7969,25.0,1646
0.07187506,689.0625,8.0,1647
0.05827955,689.0625,11.0,1648
0.054375596,2110.254,18.0,1649
0.073416054,516.7969,10.0,1650
0.06418156,3402.246,64.0,1651
0.14882429,473.73047,10.0,1652
0.15839797,129.19922,3.0,1653
0.07713017,430.66406,6.0,1654
0.08007316,43.066406,1.0,1655
0.09739376,344.53125,17.0,1656
0.030888082,2411.7188,49.0,1657
0.053054344,3574.5117,46.0,1658
0.10291207,2670.1172,17.0,1659
0.09776583,129.19922,38.0,1660
0.18358822,3100.7812,11.0,1661
0.1708079,3100.7812,193.0,1662
0.09970283,2153.3203,15.0,1663
0.058427185,516.7969,28.0,1664
0.060656115,387.59766,5.0,1665
0.24461928,947.46094,18.0,1666
0.16771322,947.46094,38.0,1667
0.08435984,775.1953,16.0,1668
0.07684794,947.46094,21.0,1669
0.06874208,473.73047,7.0,1670
0.0446609,2110.254,39.0,1671
0.078957565,1593.457,28.0,1672
0.12145288,904.39453,5.0,1673
0.15568975,861.3281,11.0,1674
0.16443542,861.3281,30.0,1675
0.14729354,172.26562,13.0,1676
0.12609157,689.0625,12.0,1677
0.14898871,258.39844,11.0,1678
0.073844306,689.0625,45.0,1679
0.18821229,387.59766,7.0,1680
0.24407575,86.13281,2.0,1681
0.342022,86.13281,3.0,1682
0.15629046,430.66406,4.0,1683
0.040585548,2756.25,35.0,1684
0.06785439,559.8633,57.0,1685
0.12605752,129.19922,5.0,1686
0.13807574,559.8633,7.0,1687
0.15819502,689.0625,22.0,1688
0.12776218,2670.1172,12.0,1689
0.1413635,861.3281,26.0,1690
0.14918205,861.3281,28.0,1691
0.12376324,904.39453,9.0,1692
0.09517321,775.1953,11.0,1693
0.16594774,818.2617,23.0,1694
0.1490015,215.33203,9.0,1695
0.1484449,818.2617,15.0,1696
0.16531418,172.26562,9.0,1697
0.13986039,172.26562,11.0,1698
0.17522776,172.26562,13.0,1699
0.18289837,129.19922,8.0,1700
0.13887618,818.2617,5.0,1701
0.12694216,86.13281,2.0,1702
0.15900059,818.2617,9.0,1703
0.18525575,818.2617,14.0,1704
0.14510706,818.2617,29.0,1705
0.17636603,818.2617,23.0,1706
0.19770585,818.2617,13.0,1707
0.2000727,172.26562,9.0,1708
0.21983269,172.26562,9.0,1709
0.21085963,86.13281,9.0,1710
0.20437858,129.19922,12.0,1711
0.19236444,86.13281,9.0,1712
0.19847907,86.13281,9.0,1713
0.15325652,86.13281,6.0,1714
0.13256338,129.19922,7.0,1715
0.15692137,129.19922,12.0,1716
0.24741055,818.2617,13.0,1717
0.1736468,215.33203,9.0,1718
0.12316873,172.26562,9.0,1719
0.23923075,172.26562,9.0,1720
0.13144565,215.33203,10.0,1721
0.18679139,645.9961,16.0,1722
0.16565444,43.066406,1.0,1723
0.20142308,430.66406,4.0,1724
0.05058462,1937.9883,17.0,1725
0.085292116,559.8633,27.0,1726
0.15658537,1851.8555,15.0,1727
0.124498665,2325.586,11.0,1728
0.34718156,473.73047,14.0,1729
0.15569481,129.19922,3.0,1730
0.19121535,215.33203,5.0,1731
0.14605919,215.33203,10.0,1732
0.18172616,172.26562,9.0,1733
0.1417679,129.19922,3.0,1734
0.17310804,1119.7266,18.0,1735
0.2301758,172.26562,10.0,1736
0.16855195,430.66406,11.0,1737
0.14519602,1033.5938,32.0,1738
0.16169499,1033.5938,39.0,1739
0.2922076,430.66406,15.0,1740
0.17934968,1033.5938,33.0,1741
0.16131419,430.66406,15.0,1742
0.20749126,430.66406,11.0,1743
0.16643481,43.066406,4.0,1744
0.18260664,430.66406,10.0,1745
0.22746709,1033.5938,30.0,1746
0.23579119,1033.5938,53.0,1747
0.21345294,1033.5938,39.0,1748
0.14086412,1033.5938,22.0,1749
0.16238219,1033.5938,18.0,1750
0.18035991,86.13281,4.0,1751
0.17655583,129.19922,3.0,1752
0.22057593,86.13281,3.0,1753
0.20166801,1033.5938,36.0,1754
0.2062348,1033.5938,20.0,1755
0.3084543,430.66406,15.0,1756
0.13766539,86.13281,2.0,1757
0.17314963,86.13281,2.0,1758
0.13692848,1033.5938,12.0,1759
0.12279951,1033.5938,31.0,1760
0.1152998,1033.5938,34.0,1761
0.17754097,172.26562,4.0,1762
0.14208242,1033.5938,21.0,1763
0.14209366,1033.5938,32.0,1764
0.19463612,86.13281,2.0,1765
0.16551585,1033.5938,33.0,1766
0.254128,172.26562,4.0,1767
0.17471455,1033.5938,13.0,1768
0.16846633,1033.5938,26.0,1769
0.1357427,1033.5938,36.0,1770
0.25843677,86.13281,2.0,1771
0.27296048,43.066406,3.0,1772
0.16960843,1033.5938,20.0,1773
0.101854905,1076.6602,13.0,1774
0.15924947,86.13281,3.0,1775
0.16169935,1033.5938,18.0,1776
0.3196643,430.66406,6.0,1777
0.19165479,387.59766,6.0,1778
0.20024602,430.66406,5.0,1779
0.18062145,86.13281,2.0,1780
0.17197594,86.13281,3.0,1781
0.09959331,818.2617,7.0,1782
0.13138333,473.73047,14.0,1783
0.1758793,430.66406,8.0,1784
0.06913881,645.9961,7.0,1785
0.0881211,559.8633,14.0,1786
0.111228704,559.8633,11.0,1787
0.13438468,559.8633,6.0,1788
0.10952047,559.8633,6.0,1789
0.15738937,86.13281,4.0,1790
0.067111,1119.7266,18.0,1791
0.14187257,86.13281,2.0,1792
0.18572505,86.13281,3.0,1793
0.12326293,86.13281,3.0,1794
0.089921996,559.8633,26.0,1795
0.06982382,559.8633,11.0,1796
0.11161236,559.8633,17.0,1797
0.1361634,559.8633,17.0,1798
0.095489256,559.8633,9.0,1799
0.09801268,2411.7188,42.0,1800
0.07564229,602.9297,4.0,1801
0.09607661,387.59766,23.0,1802
0.09511298,387.59766,7.0,1803
0.07501284,2454.7852,20.0,1804
0.06784166,559.8633,16.0,1805
0.092386484,559.8633,35.0,1806
0.055300936,602.9297,29.0,1807
0.06924951,387.59766,21.0,1808
0.11777756,387.59766,9.0,1809
0.1494829,344.53125,8.0,1810
0.079990685,2454.7852,21.0,1811
0.08262162,2842.3828,21.0,1812
0.061011955,2799.3164,15.0,1813
0.06672961,2497.8516,14.0,1814
0.08566447,2454.7852,13.0,1815
0.10998868,2454.7852,46.0,1816
0.113772795,2454.7852,20.0,1817
0.06657062,473.73047,10.0,1818
0.066985786,2842.3828,21.0,1819
0.060106505,559.8633,31.0,1820
0.06218198,559.8633,33.0,1821
0.080289386,473.73047,42.0,1822
0.100931436,387.59766,6.0,1823
0.11843867,2497.8516,28.0,1824
0.0813584,3402.246,13.0,1825
0.075728446,559.8633,9.0,1826
0.10297139,3316.1133,35.0,1827
0.06456751,3574.5117,181.0,1828
0.084216386,86.13281,9.0,1829
0.08360039,2497.8516,26.0,1830
0.08520381,3273.0469,15.0,1831
0.094433784,2627.0508,10.0,1832
0.08804669,2411.7188,13.0,1833
0.06951593,2583.9844,13.0,1834
0.12175693,129.19922,4.0,1835
0.077265784,1851.8555,16.0,1836
0.111194365,473.73047,8.0,1837
0.08330317,2497.8516,14.0,1838
0.10551106,430.66406,12.0,1839
0.12839906,430.66406,6.0,1840
0.14066216,387.59766,6.0,1841
0.07641602,430.66406,4.0,1842
0.0565714,2713.1836,17.0,1843
0.08341405,2842.3828,18.0,1844
0.14906473,1765.7227,28.0,1845
0.118288174,86.13281,3.0,1846
0.16785039,602.9297,9.0,1847
0.24393804,430.66406,30.0,1848
0.2842569,430.66406,4.0,1849
0.087365374,2497.8516,19.0,1850
0.14915882,473.73047,4.0,1851
0.18183614,129.19922,4.0,1852
0.16478547,602.9297,10.0,1853
0.1037437,689.0625,12.0,1854
0.109230086,2067.1875,21.0,1855
0.14937922,2153.3203,20.0,1856
0.16912486,2196.3867,14.0,1857
0.13550122,2196.3867,11.0,1858
0.16786541,129.19922,7.0,1859
0.19107349,559.8633,21.0,1860
0.17386144,559.8633,37.0,1861
0.12885508,559.8633,11.0,1862
0.10979028,2756.25,16.0,1863
0.22073248,559.8633,12.0,1864
0.16057765,559.8633,16.0,1865
0.11034768,2239.4531,15.0,1866
0.16132912,559.8633,9.0,1867
0.11764219,86.13281,6.0,1868
0.09171988,2239.4531,25.0,1869
0.12419279,2239.4531,15.0,1870
0.13316263,2756.25,15.0,1871
0.13731273,559.8633,6.0,1872
0.19084272,559.8633,11.0,1873
0.19510813,559.8633,35.0,1874
0.12515162,559.8633,5.0,1875
0.050544534,732.1289,8.0,1876
0.04998119,3273.0469,23.0,1877
0.07022308,2799.3164,18.0,1878
0.08593376,645.9961,8.0,1879
0.07732943,1119.7266,10.0,1880
0.14093326,86.13281,6.0,1881
0.09086222,86.13281,2.0,1882
0.10818947,473.73047,6.0,1883
0.16154195,689.0625,11.0,1884
0.10990538,129.19922,3.0,1885
0.11804701,947.46094,11.0,1886
0.2490397,516.7969,17.0,1887
0.22922866,172.26562,6.0,1888
0.23725046,172.26562,5.0,1889
0.28292242,516.7969,8.0,1890
0.28145808,516.7969,7.0,1891
0.15940611,129.19922,5.0,1892
0.21611537,516.7969,5.0,1893
0.10693423,602.9297,6.0,1894
0.30179068,516.7969,8.0,1895
0.17891589,516.7969,10.0,1896
0.052979514,3186.914,14.0,1897
0.21476261,129.19922,3.0,1898
0.052306548,1248.9258,29.0,1899
0.075932756,1205.8594,18.0,1900
0.123798065,86.13281,3.0,1901
0.1920902,86.13281,2.0,1902
0.198774,129.19922,3.0,1903
0.09494661,430.66406,7.0,1904
0.07160113,2799.3164,19.0,1905
0.071682714,2540.918,10.0,1906
0.2097548,473.73047,12.0,1907
0.07614855,947.46094,31.0,1908
0.12727854,732.1289,13.0,1909
0.12110636,732.1289,15.0,1910
0.16641806,904.39453,33.0,1911
0.17383674,732.1289,33.0,1912
0.19222642,775.1953,13.0,1913
0.16961351,172.26562,7.0,1914
0.20998167,86.13281,13.0,1915
0.21740635,86.13281,6.0,1916
0.18309136,215.33203,8.0,1917
0.1842851,172.26562,9.0,1918
0.19813594,258.39844,9.0,1919
0.27485275,818.2617,23.0,1920
0.17506376,818.2617,13.0,1921
0.21073282,861.3281,17.0,1922
0.24093542,818.2617,50.0,1923
0.21764871,129.19922,8.0,1924
0.24425651,818.2617,11.0,1925
0.22731882,818.2617,11.0,1926
0.16892205,86.13281,9.0,1927
0.15831451,818.2617,26.0,1928
0.19917059,818.2617,12.0,1929
0.24879661,215.33203,7.0,1930
0.06462938,861.3281,5.0,1931
0.14994484,645.9961,12.0,1932
0.09572565,645.9961,8.0,1933
0.061805964,602.9297,10.0,1934
0.069439895,301.46484,6.0,1935
0.035759334,2756.25,19.0,1936
0.032157198,689.0625,29.0,1937
0.044135526,430.66406,11.0,1938
0.0773687,344.53125,51.0,1939
0.07334438,430.66406,19.0,1940
0.075005,516.7969,6.0,1941
0.048112277,4780.371,35.0,1942
0.059060033,344.53125,48.0,1943
0.03688344,8225.684,57.0,1944
0.036415707,9603.809,14.0,1945
0.030582564,8441.016,164.0,1946
0.07994714,43.066406,1.0,1947
0.16276619,602.9297,29.0,1948
0.07941773,818.2617,11.0,1949
0.20786177,559.8633,9.0,1950
0.11983865,559.8633,7.0,1951
0.10109484,559.8633,7.0,1952
0.039095882,516.7969,7.0,1953
0.13107492,2497.8516,14.0,1954
0.11571734,2368.6523,24.0,1955
0.117645055,2411.7188,17.0,1956
0.10672358,2411.7188,49.0,1957
0.15094297,3402.246,13.0,1958
0.17184459,3660.6445,13.0,1959
0.1240352,3402.246,14.0,1960
0.14224206,258.39844,12.0,1961
0.1180611,2583.9844,34.0,1962
0.13299501,2540.918,47.0,1963
0.070744514,2454.7852,16.0,1964
0.17926961,258.39844,33.0,1965
0.08875055,2454.7852,17.0,1966
0.042561445,2885.4492,16.0,1967
0.12168803,1679.5898,18.0,1968
0.18174052,775.1953,13.0,1969
0.056010183,2325.586,17.0,1970
0.04921877,6847.5586,9.0,1971
0.07470884,6459.961,18.0,1972
0.07855624,6201.5625,19.0,1973
0.073613726,6589.16,19.0,1974
0.07104571,1033.5938,20.0,1975
0.111190304,473.73047,8.0,1976
0.11733563,2282.5195,14.0,1977
0.1425966,2196.3867,41.0,1978
0.23442405,258.39844,44.0,1979
0.057026345,2325.586,12.0,1980
0.08066028,473.73047,17.0,1981
0.2617712,86.13281,6.0,1982
0.10956349,43.066406,2.0,1983
0.13715865,775.1953,12.0,1984
0.24107042,775.1953,12.0,1985
0.27695242,775.1953,14.0,1986
0.2716203,775.1953,26.0,1987
0.1447781,516.7969,8.0,1988
0.16463818,473.73047,7.0,1989
0.22662129,473.73047,5.0,1990
0.2239742,172.26562,4.0,1991
0.15369847,258.39844,12.0,1992
0.046409704,9259.277,19.0,1993
0.024523484,9603.809,17.0,1994
0.040747806,2368.6523,31.0,1995
0.054914515,473.73047,12.0,1996
0.073225155,430.66406,10.0,1997
0.06800222,1722.6562,21.0,1998
0.14515524,129.19922,3.0,1999
0.04752834,430.66406,5.0,2000
0.02929673,2153.3203,25.0,2001
0.21861857,559.8633,22.0,2002
0.13799305,516.7969,28.0,2003
0.07138744,602.9297,4.0,2004
0.05524786,2583.9844,24.0,2005
0.058482185,3273.0469,190.0,2006
0.06912613,3703.711,177.0,2007
0.07396967,2799.3164,13.0,2008
0.19377889,473.73047,5.0,2009
0.15179712,129.19922,3.0,2010
0.1865178,129.19922,3.0,2011
0.27281857,430.66406,39.0,2012
0.20766664,43.066406,1.0,2013
0.30519673,86.13281,3.0,2014
0.15506314,387.59766,32.0,2015
0.094910644,430.66406,7.0,2016
0.06980186,430.66406,7.0,2017
0.22725706,387.59766,27.0,2018
0.047903735,3746.7773,179.0,2019
0.090380624,430.66406,7.0,2020
0.08133661,301.46484,8.0,2021
0.12383937,559.8633,13.0,2022
0.082494415,3359.1797,27.0,2023
0.11058702,301.46484,11.0,2024
0.084980704,9733.008,17.0,2025
0.029330067,9776.074,33.0,2026
0.039583538,10120.605,31.0,2027
0.034174208,645.9961,168.0,2028
0.06870196,1851.8555,16.0,2029
0.25162962,430.66406,9.0,2030
0.14686605,430.66406,10.0,2031
0.20628187,387.59766,12.0,2032
0.13270076,387.59766,7.0,2033
0.03444923,1464.2578,19.0,2034
0.08138136,344.53125,8.0,2035
0.13771582,86.13281,4.0,2036
0.17430128,602.9297,5.0,2037
0.088117205,732.1289,9.0,2038
0.12237716,818.2617,9.0,2039
0.07536369,430.66406,8.0,2040
0.1058311,861.3281,34.0,2041
0.061803393,1765.7227,29.0,2042
0.12308813,1722.6562,21.0,2043
0.2152693,861.3281,15.0,2044
0.21606617,818.2617,11.0,2045
0.16540223,818.2617,21.0,2046
0.22954737,818.2617,6.0,2047
0.2061757,86.13281,8.0,2048
0.25404534,818.2617,15.0,2049
0.22660553,86.13281,8.0,2050
0.17278986,2067.1875,31.0,2051
0.20220765,430.66406,5.0,2052
0.28054598,43.066406,2.0,2053
0.20683573,129.19922,3.0,2054
0.020581212,861.3281,40.0,2055
0.10430221,387.59766,6.0,2056
0.315514,387.59766,5.0,2057
0.19114171,430.66406,15.0,2058
0.18510945,86.13281,3.0,2059
0.2114841,2024.1211,17.0,2060
0.19037299,559.8633,13.0,2061
0.2185271,559.8633,31.0,2062
0.19650517,86.13281,6.0,2063
0.2080447,559.8633,31.0,2064
0.23892471,129.19922,7.0,2065
0.30039188,129.19922,6.0,2066
0.17887071,129.19922,3.0,2067
0.27796423,215.33203,7.0,2068
0.2823086,215.33203,7.0,2069
0.32012427,172.26562,7.0,2070
0.28178725,559.8633,26.0,2071
0.2404958,559.8633,35.0,2072
0.20024613,387.59766,29.0,2073
0.1169676,430.66406,8.0,2074
0.13092087,86.13281,3.0,2075
0.09831631,559.8633,11.0,2076
0.09962051,559.8633,17.0,2077
0.051277604,602.9297,16.0,2078
0.06639452,2799.3164,26.0,2079
0.044721395,559.8633,29.0,2080
0.03678908,301.46484,5.0,2081
0.021403579,732.1289,23.0,2082
0.03268169,559.8633,11.0,2083
0.095960535,602.9297,12.0,2084
0.26286167,516.7969,11.0,2085
0.11515936,516.7969,11.0,2086
0.09860094,430.66406,11.0,2087
0.06277869,1550.3906,38.0,2088
0.028956354,775.1953,41.0,2089
0.041441184,559.8633,11.0,2090
0.0730293,602.9297,6.0,2091
0.15863104,430.66406,8.0,2092
0.33707696,86.13281,4.0,2093
0.24335542,387.59766,10.0,2094
0.07009578,559.8633,6.0,2095
0.10018551,559.8633,5.0,2096
0.047728103,818.2617,17.0,2097
0.06711735,645.9961,7.0,2098
0.05764984,1679.5898,24.0,2099
0.17661957,1722.6562,7.0,2100
0.07238709,3402.246,182.0,2101
0.16816455,301.46484,7.0,2102
0.12299407,3316.1133,33.0,2103
0.12650111,1636.5234,39.0,2104
0.18267994,3359.1797,27.0,2105
0.168796,3316.1133,15.0,2106
0.081149854,3316.1133,25.0,2107
0.09043346,3359.1797,34.0,2108
0.1120257,559.8633,21.0,2109
0.07883654,559.8633,6.0,2110
0.0852952,1550.3906,25.0,2111
0.15634328,2756.25,15.0,2112
0.20233089,516.7969,7.0,2113
0.14640859,559.8633,8.0,2114
0.21665998,818.2617,21.0,2115
0.19076318,775.1953,14.0,2116
0.12261989,559.8633,11.0,2117
0.14781526,1808.7891,24.0,2118
0.19309895,172.26562,12.0,2119
0.23439547,732.1289,23.0,2120
0.21051322,86.13281,6.0,2121
0.071643524,3359.1797,13.0,2122
0.21837431,86.13281,3.0,2123
0.22832434,430.66406,6.0,2124
0.24943401,430.66406,4.0,2125
0.09904395,86.13281,2.0,2126
0.17840213,602.9297,19.0,2127
0.18385164,732.1289,18.0,2128
0.12475215,775.1953,10.0,2129
0.19284455,818.2617,15.0,2130
0.09396285,904.39453,20.0,2131
0.12461011,775.1953,11.0,2132
0.17781308,86.13281,9.0,2133
0.20665887,818.2617,12.0,2134
0.08173263,1851.8555,12.0,2135
0.16910347,818.2617,14.0,2136
0.21130846,818.2617,9.0,2137
0.12431594,818.2617,13.0,2138
0.12013497,861.3281,12.0,2139
0.1534969,86.13281,9.0,2140
0.2017954,861.3281,5.0,2141
0.24125884,861.3281,20.0,2142
0.18686289,387.59766,12.0,2143
0.21656375,818.2617,20.0,2144
0.15714817,818.2617,11.0,2145
0.15006934,1679.5898,31.0,2146
0.15466566,1679.5898,36.0,2147
0.14817564,602.9297,29.0,2148
0.16167468,645.9961,5.0,2149
0.121287495,1679.5898,35.0,2150
0.10470396,602.9297,8.0,2151
0.052774567,2713.1836,22.0,2152
0.05142445,3488.379,27.0,2153
0.06383933,2670.1172,11.0,2154
0.077368215,516.7969,9.0,2155
0.11587234,258.39844,7.0,2156
0.023868727,861.3281,47.0,2157
0.08727399,430.66406,9.0,2158
NaN,NaN,NaN,2159
0.06420221,645.9961,28.0,2160
0.21786247,645.9961,19.0,2161
0.0728174,1894.9219,29.0,2162
0.0996533,430.66406,5.0,2163
0.01926577,645.9961,19.0,2164
0.04125955,473.73047,44.0,2165
0.014092173,3402.246,33.0,2166
0.18040277,2196.3867,21.0,2167
0.2576843,645.9961,7.0,2168
0.12434636,904.39453,27.0,2169
0.1901501,215.33203,11.0,2170
0.22531477,258.39844,10.0,2171
0.18113536,818.2617,26.0,2172
0.26606628,818.2617,26.0,2173
0.11017975,430.66406,9.0,2174
0.15568316,559.8633,8.0,2175
0.1722574,2110.254,10.0,2176
0.1818909,516.7969,12.0,2177
0.23751734,2067.1875,14.0,2178
0.21978666,775.1953,37.0,2179
0.2017786,516.7969,6.0,2180
0.2052351,775.1953,13.0,2181
0.22079429,775.1953,26.0,2182
0.22497343,516.7969,8.0,2183
0.13207562,516.7969,5.0,2184
0.2678247,86.13281,4.0,2185
0.1366432,258.39844,6.0,2186
0.06259489,430.66406,13.0,2187
0.090569034,2583.9844,27.0,2188
0.17525133,172.26562,4.0,2189
0.033461455,1205.8594,14.0,2190
0.063839465,6244.629,9.0,2191
0.09232533,5297.168,15.0,2192
0.06955015,5813.965,28.0,2193
0.15610388,559.8633,12.0,2194
0.10256672,387.59766,39.0,2195
0.0965496,2067.1875,16.0,2196
0.11884243,2583.9844,20.0,2197
0.12314027,2756.25,13.0,2198
0.11824596,3531.4453,181.0,2199
0.10214997,2971.582,16.0,2200
0.057972025,559.8633,23.0,2201
0.11816421,3014.6484,22.0,2202
0.14607012,43.066406,1.0,2203
0.15946063,2368.6523,13.0,2204
0.13418028,3617.5781,179.0,2205
0.10923202,3660.6445,179.0,2206
0.09517835,473.73047,45.0,2207
0.088409394,3574.5117,13.0,2208
0.10483831,3746.7773,175.0,2209
0.0771934,473.73047,8.0,2210
0.14530432,301.46484,54.0,2211
0.043049898,473.73047,47.0,2212
0.022343079,2411.7188,50.0,2213
0.046812233,516.7969,41.0,2214
0.15082917,473.73047,18.0,2215
0.13272513,559.8633,8.0,2216
0.10607368,559.8633,8.0,2217
0.053899426,3746.7773,176.0,2218
0.06633877,2325.586,20.0,2219
0.048320062,602.9297,21.0,2220
0.07235766,7278.2227,21.0,2221
0.12752786,559.8633,11.0,2222
0.12910353,430.66406,10.0,2223
0.10848711,2928.5156,13.0,2224
0.10404548,2196.3867,22.0,2225
0.05241348,2239.4531,17.0,2226
0.0554576,2368.6523,24.0,2227
0.07561973,732.1289,14.0,2228
0.1138853,1162.793,23.0,2229
0.21109481,1119.7266,15.0,2230
0.085806385,861.3281,11.0,2231
0.064060025,2670.1172,14.0,2232
0.06302499,1162.793,21.0,2233
0.121173285,1162.793,33.0,2234
0.15837349,43.066406,1.0,2235
0.3019324,344.53125,8.0,2236
0.20946118,861.3281,14.0,2237
0.10271278,2756.25,20.0,2238
0.096026875,990.52734,14.0,2239
0.08870683,1033.5938,23.0,2240
0.15176685,129.19922,9.0,2241
0.108454235,215.33203,11.0,2242
0.07198964,2497.8516,16.0,2243
0.20359853,818.2617,15.0,2244
0.16021529,818.2617,26.0,2245
0.14743277,818.2617,26.0,2246
0.12546277,818.2617,27.0,2247
0.17098524,818.2617,34.0,2248
0.25026396,861.3281,34.0,2249
0.18909037,559.8633,9.0,2250
0.07741261,473.73047,7.0,2251
0.032064676,3746.7773,91.0,2252
0.030812178,4091.3086,84.0,2253
0.02834418,1464.2578,237.0,2254
0.028024426,3402.246,64.0,2255
0.054663926,430.66406,6.0,2256
0.121772505,387.59766,14.0,2257
0.1864891,645.9961,18.0,2258
0.24072495,861.3281,24.0,2259
