@RELATION 'Music feature'
%rows=2
%columns=3873
%sample_rate=22050
%window_size=512

@ATTRIBUTE 'Average distance between extremal spectral values and its variance' NUMERIC
@ATTRIBUTE 'Average distance between extremal spectral values and its variance' NUMERIC
@ATTRIBUTE WindowNumber NUMERIC

@DATA
348.8379,182.49522,2160
348.9864,181.0785,2161
336.19583,173.44913,2162
312.86478,168.52278,2163
310.88562,153.67767,2164
317.61475,165.31204,2165
350.47144,212.10735,2166
302.6953,160.97052,2167
293.09082,171.31177,2168
297.77344,139.02663,2169
300.19818,144.16003,2170
271.99835,138.71101,2171
288.30566,151.18272,2172
320.3064,161.11725,2173
309.2951,166.10481,2174
332.0281,161.21158,2175
291.6211,178.33733,2176
346.0163,208.07645,2177
340.36353,146.08823,2178
296.54297,161.39323,2179
311.90518,178.68126,2180
332.41882,146.92935,2181
309.0648,146.7795,2182
295.13156,118.6948,2183
286.69922,146.65825,2184
338.78906,181.26587,2185
341.75278,204.92097,2186
312.23145,170.57504,2187
314.9231,207.50163,2188
294.2871,138.99623,2189
309.2951,182.85506,2190
302.7315,181.66293,2191
319.52496,168.32164,2192
309.2951,174.35878,2193
316.26892,206.42958,2194
326.47113,205.45712,2195
297.66486,148.58833,2196
274.265,146.0189,2197
335.62097,208.04465,2198
258.39844,136.90283,2199
296.3982,200.58057,2200
314.9231,194.82417,2201
301.46484,154.92642,2202
309.0648,188.43867,2203
317.12537,171.22438,2204
309.0648,190.4543,2205
332.41882,244.62572,2206
395.5729,237.9249,2207
338.78906,190.90074,2208
306.5315,146.51692,2209
296.24466,142.14784,2210
262.8155,141.93158,2211
332.0281,165.9661,2212
316.26892,180.67671,2213
304.07492,164.91113,2214
382.62845,196.38649,2215
309.0648,190.16766,2216
322.30344,186.24094,2217
306.68503,144.11122,2218
264.06506,145.26488,2219
291.33157,186.86548,2220
331.61133,169.05965,2221
291.6211,159.84732,2222
294.2871,148.6675,2223
325.0819,179.35715,2224
283.0078,193.2267,2225
310.88562,187.33093,2226
302.6953,139.8302,2227
348.9864,176.7894,2228
327.03552,192.85727,2229
300.1598,144.39458,2230
262.8155,121.338776,2231
284.7168,154.70566,2232
305.26483,138.71507,2233
308.19397,177.9291,2234
258.39844,131.33488,2235
287.49738,154.48651,2236
305.26483,125.50156,2237
320.3064,164.323,2238
297.66486,166.91566,2239
301.46484,176.77428,2240
300.19818,155.09721,2241
285.46875,169.8136,2242
325.0819,208.36731,2243
319.52496,180.66516,2244
300.1598,166.79037,2245
302.81067,171.75493,2246
291.6211,164.10043,2247
294.08203,134.0251,2248
285.9131,146.80275,2249
325.0819,202.24762,2250
302.6953,161.95512,2251
305.37997,204.03789,2252
302.7699,169.13272,2253
302.7699,165.09692,2254
309.2951,138.42067,2255
318.96057,163.58836,2256
309.2951,193.89438,2257
279.93164,153.61905,2258
264.06506,140.82921,2259
297.66486,162.27577,2260
320.91418,191.92625,2261
340.2246,194.30858,2262
291.6211,166.6638,2263
292.85156,164.33093,2264
330.63885,217.5124,2265
301.46484,171.94867,2266
310.33145,155.90201,2267
384.28485,211.29332,2268
309.2951,151.22736,2269
320.3064,201.1187,2270
297.66486,177.37297,2271
304.1565,203.69588,2272
300.19818,169.22583,2273
351.95648,199.1516,2274
294.08203,183.72345,2275
293.8649,156.84082,2276
296.3982,151.2796,2277
307.79813,156.02545,2278
289.50195,170.948,2279
292.85156,195.00504,2280
319.73544,199.48805,2281
297.5497,176.25323,2282
276.34277,135.9513,2283
290.39062,152.46893,2284
308.19397,150.00368,2285
278.73535,119.02325,2286
291.6211,150.27847,2287
335.91797,195.59293,2288
330.63885,170.30505,2289
316.26892,180.034,2290
292.85156,158.42017,2291
327.03552,163.58836,2292
317.12537,174.47595,2293
290.39062,161.25244,2294
278.1857,136.40662,2295
291.33157,146.25388,2296
296.3982,166.39098,2297
246.84404,137.5182,2298
270.038,121.25281,2299
273.8582,143.49521,2300
296.6797,151.50896,2301
359.9121,207.88641,2302
340.36353,179.86218,2303
298.93152,159.7598,2304
338.78906,198.20947,2305
278.08594,135.93199,2306
302.7315,163.65411,2307
281.06497,183.71078,2308
294.2871,183.41885,2309
320.91418,189.73158,2310
288.66132,126.99405,2311
285.9131,133.18625,2312
264.8584,117.37077,2313
345.9668,203.97398,2314
410.78726,319.88687,2315
276.34277,157.05139,2316
289.16016,152.54836,2317
296.6797,176.62996,2318
296.6797,186.0066,2319
321.0405,177.75427,2320
298.93152,146.58261,2321
260.55176,132.7221,2322
276.85547,119.29837,2323
240.78036,131.8852,2324
242.73793,150.0572,2325
256.13177,117.713295,2326
271.20197,135.76947,2327
333.04688,169.71054,2328
295.13156,158.10928,2329
334.48242,182.94635,2330
338.59106,165.72769,2331
272.3659,141.6206,2332
279.93164,147.78943,2333
270.54538,146.27263,2334
244.40186,147.11685,2335
240.37064,121.89251,2336
238.36755,119.4318,2337
260.60696,112.87314,2338
253.27148,103.888824,2339
235.36292,115.76397,2340
257.32178,137.3702,2341
309.2951,165.4267,2342
310.60013,161.7516,2343
301.46484,162.87434,2344
392.56686,189.73557,2345
297.66486,147.1125,2346
294.08203,159.31601,2347
307.99005,163.94785,2348
309.2951,171.10497,2349
301.46484,187.7221,2350
292.85156,129.73132,2351
290.0649,167.54887,2352
277.02176,154.9681,2353
273.52988,170.28018,2354
256.24512,146.02942,2355
275.14648,146.49535,2356
312.86478,212.34962,2357
283.73163,134.21805,2358
278.73535,144.44417,2359
289.16016,131.26282,2360
295.4834,143.60951,2361
284.7168,163.45004,2362
262.8155,143.2656,2363
289.16016,170.89789,2364
296.6797,134.58119,2365
288.79825,150.83351,2366
309.5398,186.3081,2367
273.52988,158.3837,2368
277.02176,133.03778,2369
300.19818,178.63486,2370
278.73535,150.72768,2371
293.8649,132.7275,2372
279.93164,166.33151,2373
274.265,158.21173,2374
289.16016,129.63792,2375
265.93506,171.1551,2376
298.93152,148.79874,2377
246.84404,134.8609,2378
276.34277,138.57861,2379
275.14648,134.77246,2380
307.99005,202.86592,2381
249.99524,106.862404,2382
256.24512,120.6436,2383
297.66486,188.11913,2384
281.12793,148.66269,2385
301.46484,155.97917,2386
288.30566,108.77024,2387
299.0039,185.29079,2388
275.8578,146.97232,2389
277.66498,146.4449,2390
310.88562,154.43015,2391
290.69824,156.72299,2392
305.37997,176.88985,2393
306.68503,185.38956,2394
296.3982,142.74522,2395
310.60013,144.50069,2396
301.46484,183.0136,2397
262.93173,137.89375,2398
275.8578,136.72408,2399
331.073,156.92575,2400
268.87405,126.81256,2401
296.6797,128.31001,2402
267.71008,143.4078,2403
328.38135,205.34311,2404
273.52988,152.5805,2405
237.36601,123.34863,2406
292.85156,163.36066,2407
266.33173,146.16397,2408
296.3982,197.84224,2409
305.37997,179.10016,2410
305.37997,137.97702,2411
296.3982,143.88712,2412
318.96057,233.37944,2413
344.53125,182.36493,2414
270.86502,129.54175,2415
284.9983,161.48288,2416
295.13156,167.49141,2417
281.12793,132.1507,2418
283.5205,130.5381,2419
296.3982,132.43706,2420
288.79825,155.464,2421
291.6211,164.74501,2422
314.13144,204.55661,2423
278.73535,163.83046,2424
341.66016,187.37048,2425
291.33157,179.7228,2426
310.88562,170.14445,2427
272.7539,125.96873,2428
266.1283,136.14316,2429
281.12793,167.25388,2430
282.32422,141.18239,2431
285.46875,158.84966,2432
279.93164,184.25958,2433
267.71008,122.6857,2434
272.7539,142.83511,2435
275.39835,161.00018,2436
241.59204,122.13584,2437
268.5984,139.52809,2438
300.19818,154.03844,2439
283.5205,167.52747,2440
286.69922,165.98106,2441
286.26492,165.7727,2442
284.0055,158.77669,2443
329.24963,178.5915,2444
293.09082,201.9533,2445
274.265,160.05202,2446
310.33145,177.80663,2447
378.36914,223.8853,2448
330.63885,152.12007,2449
295.13156,167.81679,2450
311.90518,170.30681,2451
330.63885,204.17558,2452
333.04688,180.30835,2453
359.9121,171.5776,2454
290.39062,170.20546,2455
286.3334,144.1334,2456
300.1598,164.41466,2457
309.2951,204.06293,2458
295.13156,155.67543,2459
341.66016,215.3129,2460
310.60013,166.88225,2461
322.30344,166.56969,2462
296.24466,123.985916,2463
284.7168,164.07924,2464
309.2951,191.5614,2465
302.7699,160.26009,2466
327.03552,195.24672,2467
312.23145,201.99934,2468
326.47113,204.87389,2469
332.41882,182.78961,2470
314.9231,169.7021,2471
310.88562,147.12646,2472
301.46484,163.49226,2473
341.66016,156.44168,2474
287.5316,176.86569,2475
292.85156,142.20302,2476
269.7317,127.94046,2477
343.0462,158.12804,2478
310.60013,183.56157,2479
341.75278,186.5826,2480
301.46484,132.9449,2481
322.30344,178.36443,2482
298.93152,157.35147,2483
300.19818,121.57947,2484
309.2951,159.1938,2485
292.59824,153.78827,2486
298.93152,179.07889,2487
322.99805,202.22876,2488
300.19818,176.17493,2489
341.66016,189.33987,2490
293.8649,137.57106,2491
297.66486,160.58618,2492
306.68503,152.08087,2493
287.9297,169.7155,2494
282.32422,145.14098,2495
316.26892,160.99918,2496
309.2951,144.77153,2497
322.99805,226.09863,2498
298.93152,142.81264,2499
301.46484,159.77988,2500
279.93164,156.43509,2501
248.94484,133.33878,2502
309.2951,171.76067,2503
262.8155,122.508934,2504
268.5984,130.49013,2505
274.69385,143.13358,2506
313.57727,169.6327,2507
288.79825,140.34216,2508
309.2951,140.43617,2509
293.8649,148.25864,2510
291.89453,140.69499,2511
317.12537,150.61798,2512
275.39835,156.07433,2513
366.06445,227.15816,2514
320.3064,177.54694,2515
288.30566,135.36052,2516
277.66498,152.32599,2517
309.2951,181.3117,2518
309.2951,196.1996,2519
270.038,137.88837,2520
301.46484,202.78484,2521
333.41733,193.20912,2522
334.48242,183.95737,2523
301.46484,203.99799,2524
318.1357,112.45115,2525
252.2461,112.99786,2526
276.34277,153.73595,2527
289.16016,182.59094,2528
324.4336,145.72038,2529
296.6797,138.72827,2530
298.85477,144.5714,2531
344.53125,146.59166,2532
291.6211,164.42303,2533
264.06506,121.87871,2534
287.10938,167.71956,2535
329.24963,178.5915,2536
302.7315,206.93115,2537
306.84814,187.64491,2538
314.9231,160.57674,2539
332.41882,172.68044,2540
283.5205,156.72299,2541
303.92578,170.08087,2542
290.39062,134.36359,2543
305.37997,176.88985,2544
305.37997,153.77368,2545
330.63885,177.86598,2546
306.68503,192.81976,2547
274.69385,162.17892,2548
307.99005,159.07608,2549
291.6211,176.84537,2550
301.46484,185.9704,2551
297.5497,149.32333,2552
305.15625,184.55391,2553
307.99005,156.58336,2554
317.61475,184.2159,2555
286.69922,159.13535,2556
277.02176,134.5365,2557
285.9131,151.63643,2558
298.85477,194.32431,2559
306.68503,187.79921,2560
297.66486,146.36902,2561
300.1598,151.60979,2562
310.60013,167.21869,2563
262.93173,145.4725,2564
270.038,136.05855,2565
296.3982,137.68764,2566
294.2871,206.91306,2567
309.2951,169.12265,2568
309.2951,186.50699,2569
340.2246,128.40724,2570
273.16406,159.46799,2571
289.16016,143.60155,2572
266.54614,130.87141,2573
309.2951,143.99298,2574
289.16016,120.309395,2575
318.96057,208.73311,2576
301.46484,198.9152,2577
320.3064,183.64474,2578
285.46875,151.68242,2579
284.23828,165.4237,2580
329.24963,201.86554,2581
291.6211,186.47185,2582
305.37997,178.78607,2583
300.19818,130.24434,2584
309.2951,213.74829,2585
280.54688,150.73117,2586
293.8649,191.31165,2587
322.30344,216.81921,2588
301.46484,183.34862,2589
291.6211,125.700676,2590
291.6211,148.14761,2591
330.63885,173.438,2592
376.43228,212.79454,2593
296.3982,118.98507,2594
305.26483,212.87787,2595
303.92578,173.16853,2596
291.89453,149.91368,2597
273.9502,128.46051,2598
309.2951,192.43959,2599
317.12537,161.42485,2600
294.08203,151.47266,2601
327.3047,184.935,2602
309.5398,166.5999,2603
270.038,137.15938,2604
301.46484,198.45761,2605
267.46506,116.968956,2606
322.99805,217.20801,2607
314.9231,200.10751,2608
283.5205,148.27711,2609
327.86038,191.87598,2610
292.85156,141.08063,2611
323.69266,158.4707,2612
319.52496,187.17126,2613
320.3064,163.26141,2614
291.6211,162.80362,2615
320.3064,195.56651,2616
329.24963,195.54247,2617
318.96057,205.37398,2618
277.02176,138.57443,2619
268.5984,154.78519,2620
334.48242,172.5107,2621
267.71008,169.96162,2622
290.39062,174.20587,2623
363.83688,196.7339,2624
300.19818,125.11745,2625
300.19818,213.93042,2626
270.038,125.718124,2627
283.0078,125.36297,2628
309.2951,196.7717,2629
330.17578,218.56172,2630
300.19818,174.93198,2631
341.66016,210.08089,2632
301.46484,200.64455,2633
351.95648,211.60768,2634
285.16943,129.91553,2635
314.51526,168.13284,2636
347.40234,187.04024,2637
305.37997,137.15991,2638
322.30344,173.60484,2639
356.83594,214.36305,2640
270.038,158.20396,2641
286.69922,174.08415,2642
325.0819,157.32172,2643
288.30566,149.12404,2644
293.8649,171.14433,2645
305.37997,135.92506,2646
262.8155,119.36302,2647
301.46484,149.1864,2648
312.23145,133.1755,2649
295.3125,154.47162,2650
320.3064,144.02216,2651
304.07492,182.69664,2652
311.90518,190.25893,2653
278.73535,168.4815,2654
287.49738,148.53111,2655
275.8578,135.61972,2656
317.61475,164.25685,2657
292.85156,157.41345,2658
303.92578,181.24266,2659
268.5984,151.92072,2660
275.8578,127.62192,2661
293.8649,196.0991,2662
327.03552,151.44571,2663
347.50134,192.57593,2664
286.69922,157.12465,2665
304.07492,168.61838,2666
301.46484,166.28926,2667
307.99005,152.58398,2668
318.96057,189.82816,2669
368.45703,140.32832,2670
293.8649,216.20946,2671
308.19397,165.43799,2672
302.7699,159.909,2673
266.33173,137.20741,2674
291.33157,150.30072,2675
311.90518,160.1006,2676
292.85156,151.58257,2677
348.8379,181.47606,2678
309.2951,158.84036,2679
301.46484,137.82881,2680
310.60013,166.2073,2681
294.93964,183.05984,2682
284.23828,145.29955,2683
292.59824,155.20062,2684
269.7317,143.06873,2685
248.14453,123.18352,2686
290.39062,141.2844,2687
284.23828,175.97855,2688
267.01172,146.74211,2689
269.7317,146.77344,2690
319.73544,187.58144,2691
295.13156,170.07698,2692
301.46484,171.93906,2693
275.14648,150.31409,2694
314.9231,184.74606,2695
302.7699,150.86653,2696
287.9297,157.74014,2697
309.2951,200.73065,2698
307.99005,174.89519,2699
330.17578,193.66586,2700
321.0405,159.41832,2701
328.38135,206.46906,2702
323.69266,203.43695,2703
347.40234,179.96513,2704
318.4304,187.25429,2705
285.9131,177.32135,2706
294.08203,179.04906,2707
292.85156,163.36066,2708
305.37997,215.29643,2709
333.76465,177.89345,2710
288.79825,158.93416,2711
318.1357,173.53813,2712
266.54614,163.253,2713
292.85156,128.087,2714
303.92578,143.36942,2715
275.8578,168.87407,2716
338.78906,220.92502,2717
276.53165,161.63318,2718
316.26892,167.69975,2719
291.6211,155.81836,2720
291.6211,147.4305,2721
295.13156,174.1967,2722
314.9231,207.22212,2723
314.9231,173.75223,2724
300.19818,196.65875,2725
293.8649,152.61008,2726
292.85156,167.20798,2727
292.85156,151.23257,2728
263.91977,136.2506,2729
273.52988,134.04216,2730
341.75278,194.74136,2731
296.54297,142.93578,2732
292.85156,144.78806,2733
275.8578,137.81958,2734
260.49924,164.4606,2735
283.0078,140.5107,2736
287.9297,141.8192,2737
275.39835,113.31564,2738
264.8584,149.35725,2739
283.5205,154.0707,2740
267.71008,142.00275,2741
278.7983,129.8537,2742
272.3659,134.7277,2743
290.39062,135.15007,2744
338.59106,166.11314,2745
288.30566,184.34888,2746
326.47113,214.85199,2747
298.93152,177.85625,2748
269.7317,159.82716,2749
277.02176,133.41405,2750
282.32422,167.54881,2751
282.32422,209.86606,2752
270.038,149.0683,2753
338.78906,228.08487,2754
281.77734,140.53224,2755
277.53906,139.71509,2756
281.06497,191.26039,2757
290.0649,147.46109,2758
264.06506,176.51173,2759
278.7983,149.42728,2760
261.62842,150.85158,2761
272.7539,145.09242,2762
273.52988,123.12662,2763
281.06497,143.76727,2764
253.27148,147.4603,2765
266.33173,148.81142,2766
251.93848,133.9739,2767
300.1598,164.75613,2768
301.46484,159.0956,2769
314.9231,200.39694,2770
294.2871,158.39879,2771
264.06506,146.26938,2772
271.20197,127.78105,2773
315.8203,182.61273,2774
307.99005,148.0979,2775
302.7315,185.52556,2776
289.16016,188.86794,2777
254.0918,111.80689,2778
277.66498,137.15123,2779
272.3659,152.19821,2780
235.36292,109.24641,2781
290.39062,171.44629,2782
302.7699,160.26009,2783
291.6211,136.60974,2784
291.6211,170.74721,2785
303.92578,174.99498,2786
306.68503,147.95984,2787
282.84152,138.57443,2788
350.6836,196.24916,2789
315.35724,186.08543,2790
274.69385,148.63142,2791
301.46484,152.53934,2792
305.37997,178.47144,2793
275.8578,134.1331,2794
273.9502,143.2503,2795
291.6211,159.51546,2796
261.89032,148.64053,2797
269.7317,152.64188,2798
317.61475,212.28233,2799
272.7539,159.16006,2800
288.30566,153.54965,2801
277.02176,120.79383,2802
317.61475,197.28163,2803
340.2246,229.06308,2804
294.2871,138.99623,2805
261.71124,137.01811,2806
259.50272,116.005844,2807
295.13156,148.50192,2808
310.60013,165.18973,2809
316.26892,134.30634,2810
282.84152,150.37134,2811
290.39062,151.0723,2812
296.3982,190.53853,2813
262.93173,149.44447,2814
314.13144,170.52449,2815
305.37997,151.19357,2816
307.0218,184.90973,2817
286.69922,186.71527,2818
295.13156,165.85497,2819
271.20197,116.279236,2820
275.8578,149.676,2821
340.2246,198.71309,2822
266.33173,147.49364,2823
347.50134,188.54854,2824
347.50134,169.99751,2825
287.10938,149.53134,2826
305.37997,188.87534,2827
271.64963,143.05264,2828
260.49924,120.29719,2829
291.89453,148.18541,2830
300.19818,157.54,2831
287.9297,140.3166,2832
277.02176,154.3198,2833
258.39844,125.27468,2834
273.52988,149.5945,2835
320.91418,170.11229,2836
296.3982,162.4092,2837
275.8578,142.46947,2838
338.78906,146.56645,2839
309.80026,175.84714,2840
351.70898,201.10469,2841
283.5205,145.47092,2842
330.63885,169.60098,2843
265.38217,138.56467,2844
265.38217,130.36317,2845
287.9297,165.60664,2846
333.76465,166.44762,2847
268.87405,156.21326,2848
285.9131,151.29628,2849
275.39835,147.05757,2850
338.78906,212.0726,2851
301.46484,157.02486,2852
268.5984,125.14408,2853
282.46497,137.46022,2854
292.85156,176.75974,2855
291.89453,171.39946,2856
265.38217,142.48848,2857
313.21024,169.06221,2858
300.19818,156.84595,2859
290.39062,172.37106,2860
338.78906,225.358,2861
276.53165,138.1915,2862
286.69922,176.80257,2863
312.23145,156.02287,2864
297.66486,181.02591,2865
305.26483,177.68025,2866
267.46506,106.48445,2867
354.58008,243.79373,2868
318.1357,160.27507,2869
320.3064,173.91895,2870
278.1857,121.64324,2871
297.66486,165.60326,2872
278.1857,133.43434,2873
242.64244,123.56385,2874
294.08203,138.68861,2875
302.7699,160.26009,2876
270.86502,136.87,2877
310.88562,162.83372,2878
294.08203,173.64003,2879
266.33173,148.15399,2880
301.46484,142.06923,2881
337.58505,186.9546,2882
293.09082,179.24786,2883
300.1598,226.02495,2884
268.5984,174.91821,2885
327.86038,201.31026,2886
347.50134,213.37207,2887
284.23828,170.78268,2888
309.2951,156.70296,2889
288.79825,159.96053,2890
309.2951,170.77618,2891
310.88562,179.75208,2892
280.54688,141.2951,2893
310.88562,152.16159,2894
292.59824,123.491135,2895
265.1984,152.27118,2896
282.84152,150.37134,2897
366.80698,191.13907,2898
266.33173,126.47131,2899
318.96057,149.90704,2900
305.50232,134.19841,2901
317.61475,135.22697,2902
318.96057,163.58836,2903
309.2951,128.74362,2904
284.7168,137.0469,2905
314.9231,152.04846,2906
310.60013,176.69717,2907
338.59106,194.16121,2908
316.26892,165.96268,2909
310.88562,186.40044,2910
325.6897,157.84642,2911
320.3064,171.23213,2912
268.5984,141.95564,2913
304.07492,167.27979,2914
298.93152,173.19449,2915
310.60013,170.87589,2916
320.3064,161.11725,2917
310.60013,149.09505,2918
301.46484,153.86649,2919
281.06497,136.09358,2920
310.60013,178.90987,2921
310.60013,216.44044,2922
273.9502,126.84614,2923
257.2651,128.62631,2924
309.2951,148.98077,2925
341.56116,168.48593,2926
267.71008,153.53647,2927
316.74646,196.45822,2928
322.34552,209.40953,2929
267.71008,109.74577,2930
335.91797,171.32997,2931
296.6797,136.10384,2932
291.33157,131.73254,2933
276.34277,140.05782,2934
341.66016,181.33406,2935
310.60013,160.00482,2936
309.2951,177.86922,2937
327.03552,157.0815,2938
272.3659,135.09926,2939
283.5205,144.04732,2940
283.5205,132.49678,2941
281.77734,143.14748,2942
284.7168,149.97095,2943
266.54614,139.7621,2944
274.69385,159.68709,2945
293.8649,165.63716,2946
284.23828,133.51578,2947
287.9297,146.5963,2948
306.68503,156.09314,2949
301.46484,131.57004,2950
307.99005,155.50282,2951
296.3982,113.8303,2952
305.15625,147.8919,2953
341.66016,177.892,2954
317.61475,193.42462,2955
300.19818,168.5799,2956
310.60013,130.60863,2957
297.66486,186.95561,2958
293.8649,147.89024,2959
291.6211,137.76855,2960
291.6211,173.21225,2961
302.7699,161.30876,2962
267.71008,126.70568,2963
311.5981,178.50456,2964
347.50134,217.82173,2965
301.46484,157.02486,2966
292.85156,176.45969,2967
283.5205,175.34105,2968
291.6211,140.0574,2969
289.16016,160.66925,2970
309.2951,185.60074,2971
278.1857,128.84746,2972
286.69922,149.1661,2973
282.32422,181.99327,2974
295.13156,139.01547,2975
343.0462,199.28444,2976
346.0163,237.36632,2977
274.69385,162.79593,2978
287.5316,127.80708,2979
314.51526,181.3211,2980
354.58008,179.87924,2981
322.30344,149.13466,2982
298.93152,135.36075,2983
328.38135,160.3284,2984
384.28485,207.54636,2985
287.9297,134.13803,2986
329.24963,187.09908,2987
350.91147,163.9726,2988
314.13144,149.7446,2989
326.47113,157.6771,2990
338.78906,173.95605,2991
271.99835,142.87108,2992
317.61475,135.22697,2993
326.47113,175.62749,2994
301.46484,162.4882,2995
328.38135,213.09985,2996
325.0819,249.88542,2997
276.34277,122.390366,2998
298.93152,160.10089,2999
289.16016,168.39899,3000
301.46484,209.68468,3001
290.39062,164.82771,3002
279.93164,186.20653,3003
307.99005,184.28384,3004
309.2951,190.97371,3005
316.26892,127.6691,3006
301.46484,176.0246,3007
332.41882,180.8771,3008
280.5136,155.3174,3009
307.79813,154.26743,3010
283.5205,144.40453,3011
326.47113,192.21765,3012
317.61475,192.52357,3013
318.96057,205.93764,3014
318.96057,167.44034,3015
330.63885,167.82788,3016
330.63885,178.87227,3017
329.24963,150.99947,3018
341.66016,195.76144,3019
341.66016,211.54721,3020
330.63885,192.09714,3021
329.24963,215.34547,3022
301.46484,150.64192,3023
368.45703,194.49173,3024
274.69385,132.21034,3025
292.59824,159.70456,3026
296.3982,195.624,3027
322.30344,178.36443,3028
310.60013,176.69717,3029
334.48242,182.94635,3030
300.19818,144.53795,3031
287.49738,150.20908,3032
330.63885,207.37387,3033
309.0648,140.31929,3034
302.7315,136.78159,3035
275.8578,181.18887,3036
310.60013,206.60931,3037
291.6211,137.38336,3038
313.57727,184.9959,3039
318.96057,167.78613,3040
378.02734,174.77287,3041
296.3982,159.69954,3042
301.46484,168.30496,3043
303.92578,190.36906,3044
331.61133,189.08392,3045
329.24963,186.77902,3046
288.66132,163.26129,3047
309.2951,201.28987,3048
309.2951,172.41386,3049
320.3064,140.76585,3050
353.44153,242.40431,3051
346.0163,202.7839,3052
301.46484,167.30016,3053
281.77734,122.82519,3054
283.5205,188.919,3055
301.46484,158.40836,3056
341.66016,139.29984,3057
279.3164,140.91957,3058
277.53906,149.33981,3059
301.46484,154.22061,3060
289.16016,162.96164,3061
319.73544,176.7839,3062
295.13156,165.19585,3063
313.21024,198.42657,3064
291.6211,164.10043,3065
287.9297,160.7352,3066
262.93173,154.26567,3067
305.37997,164.71478,3068
266.33173,158.9609,3069
305.37997,159.51443,3070
286.69922,139.24428,3071
310.60013,141.7519,3072
291.6211,133.07278,3073
312.23145,158.23608,3074
333.04688,171.1615,3075
279.93164,195.80327,3076
313.57727,157.58803,3077
271.20197,152.46503,3078
277.02176,155.93549,3079
260.72635,126.63081,3080
268.5984,128.22626,3081
347.40234,158.7951,3082
262.8155,130.77055,3083
277.02176,139.65543,3084
378.02734,201.43178,3085
300.19818,162.65105,3086
298.85477,161.46706,3087
318.96057,175.22107,3088
272.7539,140.08965,3089
313.57727,179.59077,3090
300.19818,153.32854,3091
276.34277,138.94989,3092
303.92578,184.14325,3093
272.7539,162.09607,3094
283.5205,161.25958,3095
286.69922,150.58041,3096
291.6211,171.05728,3097
312.23145,178.21896,3098
318.4304,181.77141,3099
282.32422,137.48479,3100
284.7168,146.49535,3101
282.32422,160.96202,3102
324.34387,210.15137,3103
299.0039,138.86319,3104
259.50272,126.59156,3105
267.46506,165.07709,3106
271.20197,182.6782,3107
273.52988,121.89914,3108
256.1899,116.1949,3109
281.12793,154.4418,3110
298.93152,135.76315,3111
270.038,176.76057,3112
320.3064,176.56488,3113
313.57727,190.55193,3114
263.91977,101.43639,3115
309.2951,181.00146,3116
317.12537,179.24275,3117
312.86478,163.26149,3118
301.46484,151.36443,3119
291.6211,156.15807,3120
310.60013,156.09314,3121
291.6211,163.12878,3122
290.39062,176.32236,3123
300.19818,153.32854,3124
304.07492,176.43674,3125
280.54688,176.93097,3126
283.0078,157.24023,3127
281.06497,130.22902,3128
291.6211,155.13669,3129
292.85156,162.38458,3130
295.3125,156.8546,3131
309.2951,178.18492,3132
318.96057,161.80714,3133
305.37997,163.34421,3134
331.61133,266.67578,3135
338.59106,192.17468,3136
312.23145,204.56543,3137
274.69385,146.25154,3138
320.3064,167.12093,3139
297.66486,168.54182,3140
320.3064,161.11725,3141
330.17578,194.9386,3142
312.86478,189.25853,3143
286.26492,132.07312,3144
302.7699,154.91026,3145
292.85156,152.62773,3146
271.20197,150.14594,3147
283.5205,126.122,3148
271.55762,132.28058,3149
279.3164,143.52773,3150
278.7983,143.08667,3151
293.8649,179.84773,3152
318.96057,204.242,3153
307.99005,136.64987,3154
320.3064,147.20645,3155
284.23828,141.2308,3156
259.50272,148.06238,3157
295.13156,136.24094,3158
279.93164,167.5659,3159
329.24963,192.45848,3160
329.24963,161.34322,3161
273.52988,179.17377,3162
317.61475,141.51018,3163
281.77734,146.44128,3164
254.0918,131.26425,3165
305.37997,159.51443,3166
305.37997,167.75763,3167
268.5984,142.98341,3168
261.79843,131.58794,3169
298.85477,166.60646,3170
331.073,191.52374,3171
296.54297,128.90004,3172
249.78516,124.89258,3173
286.69922,141.13428,3174
292.85156,136.88654,3175
281.77734,129.13475,3176
293.8649,196.65468,3177
260.49924,126.88556,3178
280.5136,151.39496,3179
259.53177,122.00511,3180
305.26483,165.93233,3181
284.7168,115.86108,3182
330.63885,185.11836,3183
275.8578,145.94553,3184
260.60696,140.63695,3185
260.49924,126.528534,3186
247.89444,101.90506,3187
265.1984,123.21506,3188
317.61475,165.31204,3189
306.68503,178.59544,3190
304.07492,150.28969,3191
301.46484,205.63927,3192
265.1984,145.71953,3193
307.99005,178.39508,3194
296.3982,140.8215,3195
272.3659,121.006744,3196
283.5205,154.0707,3197
269.7317,168.45059,3198
313.57727,174.68272,3199
257.29416,122.389435,3200
251.93848,147.79686,3201
229.03497,128.79819,3202
257.32178,132.56044,3203
230.01376,98.439384,3204
270.038,157.25053,3205
284.0055,149.00467,3206
305.37997,154.86627,3207
275.8578,153.3157,3208
292.59824,129.10605,3209
306.68503,180.78491,3210
275.14648,148.59047,3211
290.39062,153.16248,3212
278.7983,132.82663,3213
261.89032,139.95584,3214
309.5398,177.71008,3215
260.6651,144.85313,3216
271.20197,130.88177,3217
310.88562,169.11942,3218
344.53125,165.8963,3219
290.69824,172.67636,3220
272.3659,170.23244,3221
295.13156,182.45607,3222
294.08203,166.47292,3223
296.3982,122.15217,3224
326.47113,158.81134,3225
318.96057,143.99072,3226
305.37997,127.827576,3227
