@RELATION 'Music feature'
%rows=1
%columns=3873
%sample_rate=22050
%window_size=512

@ATTRIBUTE 'Distances in phase domain' NUMERIC
@ATTRIBUTE WindowNumber NUMERIC

@DATA
0.056761995,2769
0.05250947,2770
0.069118865,2771
0.19171621,2772
0.26580703,2773
0.2599367,2774
0.29655027,2775
0.30630878,2776
0.26653913,2777
0.27901062,2778
0.30050802,2779
0.25452372,2780
0.23226227,2781
0.15710945,2782
0.12472664,2783
0.16196786,2784
0.15494843,2785
0.27056807,2786
0.2701329,2787
0.25953588,2788
0.26024354,2789
0.26393566,2790
0.28737977,2791
0.26863083,2792
0.28194955,2793
0.2525428,2794
0.29241595,2795
0.26941505,2796
0.24151096,2797
0.25361028,2798
0.27200624,2799
0.24875909,2800
0.23684134,2801
0.23256728,2802
0.26778126,2803
0.27641755,2804
0.2935085,2805
0.2501908,2806
0.26404002,2807
0.23438315,2808
0.26185858,2809
0.26083994,2810
0.25546467,2811
0.27489626,2812
0.27659434,2813
0.27781042,2814
0.23007251,2815
0.23144457,2816
0.25801712,2817
0.24731553,2818
0.24983098,2819
0.23326918,2820
0.19887269,2821
0.1518265,2822
0.12801342,2823
0.1316326,2824
0.1290623,2825
0.14854048,2826
0.221213,2827
0.19548088,2828
0.1821774,2829
0.17893386,2830
0.19079426,2831
0.20738152,2832
0.18775028,2833
0.18464538,2834
0.22756597,2835
0.16355067,2836
0.14588158,2837
0.15099241,2838
0.15086804,2839
0.20134096,2840
0.2397663,2841
0.2022331,2842
0.170464,2843
0.193854,2844
0.21192515,2845
0.23257846,2846
0.23965427,2847
0.25219867,2848
0.22462323,2849
0.19635119,2850
0.17429034,2851
0.18026136,2852
0.14384736,2853
0.14845294,2854
0.1776394,2855
0.22014555,2856
0.2108181,2857
0.20996024,2858
0.19388366,2859
0.20768304,2860
0.2104062,2861
0.20175602,2862
0.20052928,2863
0.24768746,2864
0.26841944,2865
0.24888617,2866
0.22250943,2867
0.2393507,2868
0.22335365,2869
0.1858498,2870
0.22201368,2871
0.22967601,2872
0.22298501,2873
0.20418455,2874
0.24453463,2875
0.22250326,2876
0.2249162,2877
0.2774277,2878
0.22671494,2879
0.19810219,2880
0.19003686,2881
0.21385296,2882
0.20250815,2883
0.2252299,2884
0.2308254,2885
0.20166072,2886
0.21301375,2887
0.24144594,2888
0.21080753,2889
0.18933642,2890
0.14171721,2891
0.13349715,2892
0.1273569,2893
0.13793084,2894
0.16960187,2895
0.22361083,2896
0.20893233,2897
0.21242146,2898
0.21852572,2899
0.22498338,2900
0.22156018,2901
0.22383764,2902
0.23307036,2903
0.2144641,2904
0.20773357,2905
0.21531112,2906
0.23650917,2907
0.20880733,2908
0.21812963,2909
0.21234481,2910
0.19445123,2911
0.20672804,2912
0.22988786,2913
0.22688718,2914
0.22567509,2915
0.21480279,2916
0.20696786,2917
0.2314532,2918
0.210946,2919
0.21278153,2920
0.18979442,2921
0.16972327,2922
0.14533973,2923
0.15777794,2924
0.13976744,2925
0.14502648,2926
0.16593307,2927
0.16893597,2928
0.16698232,2929
0.1587081,2930
0.16771679,2931
0.14927402,2932
0.119955294,2933
0.13817336,2934
0.13203266,2935
0.14239906,2936
0.21736126,2937
0.2048302,2938
0.22156115,2939
0.20013647,2940
0.17931658,2941
0.19076473,2942
0.1873938,2943
0.19345488,2944
0.19951808,2945
0.18618524,2946
0.20486835,2947
0.17985483,2948
0.15091492,2949
0.14487241,2950
0.18327898,2951
0.1892515,2952
0.18974365,2953
0.21696454,2954
0.19562352,2955
0.21301329,2956
0.1985165,2957
0.19146435,2958
0.18084584,2959
0.17975251,2960
0.16100752,2961
0.15922318,2962
0.16313139,2963
0.2276108,2964
0.24651243,2965
0.24364619,2966
0.23752491,2967
0.23475987,2968
0.24736167,2969
0.2318429,2970
0.25045493,2971
0.23891532,2972
0.21053134,2973
0.15851869,2974
0.15121377,2975
0.1524945,2976
0.13873751,2977
0.16833584,2978
0.19443506,2979
0.18269187,2980
0.1890927,2981
0.19008012,2982
0.1789766,2983
0.18550396,2984
0.19097026,2985
0.19581826,2986
0.18364558,2987
0.1899244,2988
0.1900889,2989
0.19389649,2990
0.15950249,2991
0.16323441,2992
0.1922002,2993
0.18121253,2994
0.19135615,2995
0.18362838,2996
0.1951011,2997
0.17081356,2998
0.17951827,2999
0.20027673,3000
0.16155063,3001
0.14727622,3002
0.14170088,3003
0.13422,3004
0.123907305,3005
0.19378513,3006
0.22123462,3007
0.18574959,3008
0.20274399,3009
0.22303732,3010
0.21898496,3011
0.2199207,3012
0.22831753,3013
0.208341,3014
0.22494288,3015
0.22713725,3016
0.20675412,3017
0.21649608,3018
0.22228171,3019
0.19677599,3020
0.20260596,3021
0.17605537,3022
0.16918282,3023
0.16444205,3024
0.15275414,3025
0.16066237,3026
0.15830222,3027
0.15070467,3028
0.14739357,3029
0.13887882,3030
0.13447924,3031
0.14513314,3032
0.21649635,3033
0.2649737,3034
0.22705747,3035
0.23793626,3036
0.21635148,3037
0.220607,3038
0.2297876,3039
0.2183161,3040
0.2026377,3041
0.1869046,3042
0.1490224,3043
0.12070227,3044
0.12791955,3045
0.17304243,3046
0.24412195,3047
0.22862944,3048
0.2241421,3049
0.222381,3050
0.22448073,3051
0.23911479,3052
0.2295657,3053
0.21440849,3054
0.22375162,3055
0.18131074,3056
0.1636055,3057
0.14048648,3058
0.15750262,3059
0.1991462,3060
0.19852394,3061
0.14754665,3062
0.15907697,3063
0.14926048,3064
0.15004691,3065
0.16695102,3066
0.17118858,3067
0.18820204,3068
0.26471275,3069
0.24269801,3070
0.20611307,3071
0.24221413,3072
0.21470463,3073
0.19706327,3074
0.16280697,3075
0.17164515,3076
0.18722795,3077
0.17787799,3078
0.16948634,3079
0.13728131,3080
0.16191591,3081
0.21471317,3082
0.2132144,3083
0.20652656,3084
0.20397896,3085
0.19932787,3086
0.17275584,3087
0.20921656,3088
0.18054682,3089
0.17085016,3090
0.17436644,3091
0.20183448,3092
0.22525427,3093
0.19501121,3094
0.17662407,3095
0.21959041,3096
0.2365202,3097
0.26017424,3098
0.24228224,3099
0.20742533,3100
0.23838796,3101
0.24072036,3102
0.21172918,3103
0.23064423,3104
0.2161716,3105
0.19664232,3106
0.20671898,3107
0.21455574,3108
0.20841387,3109
0.18731093,3110
0.15133438,3111
0.12577537,3112
0.1292929,3113
0.12993176,3114
0.17804627,3115
0.21113677,3116
0.19798252,3117
0.1889646,3118
0.21247603,3119
0.22610997,3120
0.22035901,3121
0.19601853,3122
0.20104444,3123
0.21581145,3124
0.21364678,3125
0.21823478,3126
0.21361099,3127
0.21038328,3128
0.21297824,3129
0.20792672,3130
0.18592097,3131
0.18704495,3132
0.18748568,3133
0.17944807,3134
0.18097712,3135
0.18883064,3136
0.1488862,3137
0.16945204,3138
0.16155465,3139
0.16376229,3140
0.16380821,3141
0.16686007,3142
0.16588336,3143
0.1989318,3144
0.16519494,3145
0.15480553,3146
0.1668302,3147
0.1612317,3148
0.1851985,3149
0.17205672,3150
0.1920599,3151
0.16945918,3152
0.15923586,3153
0.1539191,3154
0.16447785,3155
0.1675452,3156
0.1906784,3157
0.1901432,3158
0.21020198,3159
0.1810515,3160
0.19115241,3161
0.18134825,3162
0.20816584,3163
0.2127148,3164
0.20091209,3165
0.18102303,3166
0.16800752,3167
0.17220275,3168
0.1757288,3169
0.19664352,3170
0.17384098,3171
0.17307524,3172
0.18159166,3173
0.18491529,3174
0.16131039,3175
0.16183174,3176
0.18479125,3177
0.20964977,3178
0.17756817,3179
0.18363938,3180
0.19369346,3181
0.17427447,3182
0.16181996,3183
0.13336992,3184
0.13904177,3185
0.15547216,3186
0.114516154,3187
0.07860828,3188
0.057025205,3189
0.06627728,3190
0.16965126,3191
0.21660498,3192
0.20789002,3193
0.21894018,3194
0.21415472,3195
0.20591144,3196
0.19226517,3197
0.15590057,3198
0.16802296,3199
0.13962191,3200
0.12566128,3201
0.14610131,3202
0.1463518,3203
0.16595511,3204
0.2151687,3205
0.1940515,3206
0.18793169,3207
0.17466334,3208
0.192088,3209
0.18907431,3210
0.16209882,3211
0.19371882,3212
0.22231425,3213
0.13881862,3214
0.10936883,3215
0.12674561,3216
0.12672734,3217
0.13025929,3218
0.1838839,3219
0.18854055,3220
0.18837395,3221
0.1933631,3222
0.17405526,3223
0.166873,3224
0.16078742,3225
0.19957334,3226
0.21018834,3227
0.19222017,3228
0.17523636,3229
0.18168141,3230
0.20007977,3231
0.2044196,3232
0.19986038,3233
0.18540163,3234
0.17292444,3235
0.18385643,3236
0.19728933,3237
0.22031039,3238
0.19774161,3239
0.1909437,3240
0.19510351,3241
0.20328249,3242
0.21139385,3243
0.19759412,3244
0.19395679,3245
0.18975839,3246
0.19220012,3247
0.19216096,3248
0.18806621,3249
0.17827208,3250
0.17356801,3251
0.17485188,3252
0.17941031,3253
0.1870237,3254
0.15221852,3255
0.18829367,3256
0.17355649,3257
0.17691718,3258
0.20267142,3259
0.1849482,3260
0.1687523,3261
0.1547801,3262
0.15716763,3263
0.16699542,3264
0.18927194,3265
0.17228036,3266
0.14956084,3267
0.192597,3268
0.19847023,3269
0.1996581,3270
0.21180621,3271
0.22378156,3272
0.2078308,3273
0.23923233,3274
0.20136265,3275
0.22493923,3276
0.19920908,3277
0.18382348,3278
0.20025118,3279
0.17874001,3280
0.2098424,3281
0.1924729,3282
0.16896842,3283
0.17615555,3284
0.1870803,3285
0.18051387,3286
0.18781048,3287
0.20388156,3288
0.1528042,3289
0.14494124,3290
0.1720523,3291
0.1913581,3292
0.18487512,3293
0.1956086,3294
0.21959941,3295
0.23403421,3296
0.2662378,3297
0.24169087,3298
0.24986409,3299
0.22821985,3300
0.22719821,3301
0.20280322,3302
0.197604,3303
0.18755183,3304
0.18672562,3305
0.17782235,3306
0.18202923,3307
0.16487387,3308
0.19468117,3309
0.19454738,3310
0.17807099,3311
0.18133129,3312
0.17565039,3313
0.20288216,3314
0.18729445,3315
0.18412647,3316
0.1597847,3317
0.13718094,3318
0.14733435,3319
0.15202624,3320
0.16273059,3321
0.20358841,3322
0.19235338,3323
0.19720662,3324
0.19009557,3325
0.17330359,3326
0.1789773,3327
0.17690665,3328
0.18190749,3329
0.1793129,3330
0.1669118,3331
0.15949571,3332
0.15414996,3333
0.14601362,3334
0.16034758,3335
0.18937336,3336
0.18515922,3337
0.21092264,3338
0.207962,3339
0.2032715,3340
0.19531628,3341
0.20139292,3342
0.19503577,3343
0.1784331,3344
0.17955983,3345
0.20194873,3346
0.24259575,3347
0.20929985,3348
0.21212088,3349
0.19696711,3350
0.21834995,3351
0.20259659,3352
0.18045694,3353
0.19096576,3354
0.19441624,3355
0.19847292,3356
0.18222383,3357
0.17249712,3358
0.18689291,3359
0.17158352,3360
0.1649889,3361
0.19424148,3362
0.19216222,3363
0.1670632,3364
0.16583322,3365
0.16612957,3366
0.17080238,3367
0.18531983,3368
0.17062344,3369
0.17245214,3370
0.17234404,3371
0.13836113,3372
0.1714291,3373
0.18193507,3374
0.17242315,3375
0.16580506,3376
0.21090615,3377
0.22100927,3378
0.1949559,3379
0.19320537,3380
0.18584245,3381
0.20445007,3382
0.2097182,3383
0.2015144,3384
0.20631756,3385
0.20315379,3386
0.19404565,3387
0.19291398,3388
0.17548855,3389
0.18770735,3390
0.18477112,3391
0.17292996,3392
0.17117168,3393
0.14710732,3394
0.16006938,3395
0.1678076,3396
0.17168249,3397
0.16753526,3398
0.14874916,3399
0.12553947,3400
0.13437985,3401
0.1357548,3402
0.16308285,3403
0.17402698,3404
0.20497264,3405
0.20350094,3406
0.19669513,3407
0.19988678,3408
0.17540139,3409
0.19308087,3410
0.21370253,3411
0.18583094,3412
0.18533784,3413
0.19347972,3414
0.18648152,3415
0.1714359,3416
0.16479051,3417
0.17151152,3418
0.16513842,3419
0.18422705,3420
0.19639096,3421
0.19095847,3422
0.19754367,3423
0.18552853,3424
0.21063703,3425
0.16776954,3426
0.14389105,3427
0.13048972,3428
0.13178743,3429
0.13149194,3430
0.14171097,3431
0.18380871,3432
0.17982246,3433
0.18459374,3434
0.18151891,3435
0.17850086,3436
0.179004,3437
0.17672862,3438
0.18858814,3439
0.18440478,3440
0.1744008,3441
0.15364581,3442
0.13894159,3443
0.13734229,3444
0.15321524,3445
0.17852142,3446
0.17571606,3447
0.17529687,3448
0.16960244,3449
0.18217526,3450
0.17842656,3451
0.17491347,3452
0.1748822,3453
0.16180016,3454
0.18517843,3455
0.20452577,3456
0.23246859,3457
0.1832161,3458
0.19616334,3459
0.20531826,3460
0.20221652,3461
0.19716421,3462
0.21070653,3463
0.2009067,3464
0.19732186,3465
0.18533404,3466
0.19794746,3467
0.17791224,3468
0.18327978,3469
0.17582539,3470
0.16455804,3471
0.17306322,3472
0.19050986,3473
0.16872202,3474
0.1510857,3475
0.1625862,3476
0.16545676,3477
0.16856034,3478
0.17286582,3479
0.18873711,3480
0.15464455,3481
0.13539277,3482
0.12987648,3483
0.14799683,3484
0.15977816,3485
0.1591748,3486
0.19376485,3487
0.21656756,3488
0.19313781,3489
0.20456435,3490
0.20532192,3491
0.19417335,3492
0.19711636,3493
0.2023717,3494
0.19646916,3495
0.20113026,3496
0.18696499,3497
0.17725667,3498
0.1796523,3499
0.16442207,3500
0.18706779,3501
0.15227559,3502
0.15946783,3503
0.16799551,3504
0.1636239,3505
0.1783691,3506
0.16546649,3507
0.17301945,3508
0.1838843,3509
0.14071175,3510
0.13941276,3511
0.1450655,3512
0.16484027,3513
0.16999063,3514
0.21383838,3515
0.23915136,3516
0.25412348,3517
0.24014075,3518
0.25879002,3519
0.2406085,3520
0.23161364,3521
0.19182993,3522
0.17468956,3523
0.18605857,3524
0.1845691,3525
0.17110069,3526
0.18052332,3527
0.17054598,3528
0.17586769,3529
0.16356537,3530
0.18163581,3531
0.17604434,3532
0.18070596,3533
0.18632804,3534
0.1827532,3535
0.18687846,3536
0.14928807,3537
0.14450145,3538
0.15017872,3539
0.14374384,3540
0.1813554,3541
0.22147854,3542
0.19364013,3543
0.18794757,3544
0.20396289,3545
0.188614,3546
0.18577644,3547
0.18022677,3548
0.19739765,3549
0.17458558,3550
0.15126632,3551
0.15131854,3552
0.15340576,3553
0.14141163,3554
0.16421714,3555
0.204566,3556
0.16229458,3557
0.17837387,3558
0.18874021,3559
0.20472583,3560
0.18668401,3561
0.19954993,3562
0.1953181,3563
0.19324467,3564
0.1807638,3565
0.20121564,3566
0.22374818,3567
0.20066182,3568
0.20188393,3569
0.20835598,3570
0.20489757,3571
0.2086361,3572
0.20310445,3573
0.18120189,3574
0.19699399,3575
0.20624238,3576
0.18327521,3577
0.18555076,3578
0.18437086,3579
0.17333947,3580
0.18431602,3581
0.19055144,3582
0.21175174,3583
0.18655239,3584
0.16294904,3585
0.15888704,3586
0.15545082,3587
0.1577835,3588
0.18194084,3589
0.19415836,3590
0.13494219,3591
0.15174003,3592
0.17787996,3593
0.15881053,3594
0.15614021,3595
0.17644285,3596
0.20357917,3597
0.2099126,3598
0.21435714,3599
0.21274658,3600
0.20024745,3601
0.2011513,3602
0.2115787,3603
0.18874817,3604
0.1568788,3605
0.15709136,3606
0.13666022,3607
0.14751127,3608
0.14635402,3609
0.17735265,3610
0.19869646,3611
0.1979533,3612
0.22577912,3613
0.18425454,3614
0.17155385,3615
0.161619,3616
0.13236694,3617
0.12579018,3618
0.12683013,3619
0.12470524,3620
0.10155693,3621
0.12950741,3622
0.13139063,3623
0.15446226,3624
0.17153691,3625
0.15539354,3626
0.14639282,3627
0.14335084,3628
0.16061668,3629
0.17206661,3630
0.15901434,3631
0.18170767,3632
0.12735298,3633
0.14477703,3634
0.13158494,3635
0.12776437,3636
0.13120718,3637
0.13341887,3638
0.19975865,3639
0.1933254,3640
0.20645043,3641
0.21572292,3642
0.20280194,3643
0.19839424,3644
0.19744691,3645
0.22824506,3646
0.19465487,3647
0.18364014,3648
0.20357427,3649
0.2070204,3650
0.1825767,3651
0.17586707,3652
0.17702569,3653
0.18136421,3654
0.18375616,3655
0.1885834,3656
0.18830785,3657
0.1769571,3658
0.17901589,3659
0.18266714,3660
0.1788203,3661
0.20374057,3662
0.17038183,3663
0.16350089,3664
0.17203851,3665
0.14978749,3666
0.14344177,3667
0.15622951,3668
0.15858133,3669
0.1552623,3670
0.121050015,3671
0.109316364,3672
0.112599105,3673
0.09300418,3674
0.093238,3675
0.08050563,3676
0.11106025,3677
0.1126979,3678
0.10135849,3679
0.082884826,3680
0.10772169,3681
0.10678475,3682
0.10406469,3683
0.101477996,3684
0.14548013,3685
0.10478308,3686
0.12019159,3687
0.08608277,3688
0.12692095,3689
0.10573738,3690
0.10574091,3691
0.09495557,3692
0.10667714,3693
0.10141052,3694
0.10361655,3695
0.095163815,3696
0.100113325,3697
0.08944254,3698
0.06972432,3699
0.073314585,3700
0.09662716,3701
0.078473635,3702
0.07617471,3703
0.0716463,3704
0.09124337,3705
0.07770713,3706
0.071241766,3707
0.0845895,3708
0.08475677,3709
0.077450275,3710
0.0711737,3711
0.07154637,3712
0.07770116,3713
0.073861144,3714
0.06614263,3715
0.070991196,3716
0.078772634,3717
0.06836089,3718
0.06392727,3719
0.0659918,3720
0.060871188,3721
0.06542151,3722
0.060753968,3723
0.06720563,3724
0.07508188,3725
0.075116575,3726
0.06626933,3727
0.07743817,3728
0.06396127,3729
0.06089889,3730
0.05504232,3731
0.06792273,3732
0.06018982,3733
0.053567093,3734
0.047421582,3735
0.06997747,3736
0.064168856,3737
0.05352305,3738
0.044468194,3739
0.06639414,3740
0.061557945,3741
0.061342034,3742
0.061454084,3743
0.08738574,3744
0.07525584,3745
0.070435695,3746
0.061827563,3747
0.07153476,3748
0.07490029,3749
0.06603676,3750
0.05799185,3751
0.051337793,3752
0.04619715,3753
0.046369027,3754
0.041780315,3755
0.043758836,3756
0.040208507,3757
0.04588592,3758
0.043078776,3759
0.043576386,3760
0.046773333,3761
0.042715564,3762
0.04267468,3763
0.044402473,3764
0.047110025,3765
0.045262855,3766
0.048372656,3767
0.04899509,3768
0.03946192,3769
0.04261876,3770
0.041942097,3771
0.035669815,3772
0.03716222,3773
0.034772005,3774
0.033649735,3775
0.0273889,3776
0.030013587,3777
0.029344559,3778
0.029433805,3779
0.02695529,3780
0.03275281,3781
0.035867646,3782
0.03492606,3783
0.03661975,3784
0.052332368,3785
0.054981202,3786
0.045619417,3787
0.044988804,3788
0.04739275,3789
0.044487916,3790
0.040721893,3791
0.036859952,3792
0.035031613,3793
0.030852195,3794
0.02753385,3795
0.028092673,3796
0.02648416,3797
0.026074743,3798
0.02707042,3799
0.027589722,3800
0.029792402,3801
0.03273843,3802
0.02964329,3803
0.027892109,3804
0.027895356,3805
0.02897072,3806
0.026950486,3807
0.026657304,3808
0.023819542,3809
0.020930938,3810
0.02201459,3811
0.018803174,3812
0.018293008,3813
0.018466672,3814
0.01613835,3815
0.016026063,3816
0.014764671,3817
0.013666655,3818
0.013686583,3819
0.01323604,3820
0.012812173,3821
0.012952465,3822
0.01532242,3823
0.013620031,3824
0.012792126,3825
0.021947904,3826
0.020111827,3827
0.017117817,3828
0.016760254,3829
0.014617969,3830
0.016548853,3831
0.015047969,3832
0.0129412515,3833
0.01147124,3834
0.010220287,3835
0.009662433,3836
0.008781741,3837
0.008617526,3838
0.007932442,3839
0.007455875,3840
0.0075590042,3841
0.0076583773,3842
0.008314458,3843
0.0081223035,3844
0.0071445354,3845
0.006413855,3846
0.0063467287,3847
0.005916669,3848
0.004978967,3849
0.0049172263,3850
0.004375366,3851
0.0037103426,3852
0.0033351441,3853
0.0027935775,3854
0.0027126074,3855
0.002435504,3856
0.002274009,3857
0.0019058548,3858
0.0018148061,3859
0.0016643987,3860
0.001502384,3861
0.0012876281,3862
0.0010932586,3863
0.0010996676,3864
9.4165397E-4,3865
8.7654724E-4,3866
8.3718996E-4,3867
8.610025E-4,3868
8.13433E-4,3869
8.24811E-4,3870
8.428774E-4,3871
1.8223985E-4,3872
7.827219E-6,3873
