@RELATION 'Music feature'
%rows=1
%columns=3873
%sample_rate=22050
%window_size=512

@ATTRIBUTE 'Angles in phase domain' NUMERIC
@ATTRIBUTE WindowNumber NUMERIC

@DATA
1.7281574,3222
1.5796976,3223
1.5854247,3224
1.5452355,3225
1.8219835,3226
1.7569321,3227
1.8018683,3228
1.7651743,3229
1.7128662,3230
1.6569963,3231
1.6267129,3232
1.678669,3233
1.6214327,3234
1.560479,3235
1.4915354,3236
1.5808816,3237
1.3570341,3238
1.5187736,3239
1.8468183,3240
1.8421814,3241
1.8209877,3242
1.830692,3243
1.711189,3244
1.7057779,3245
1.8265129,3246
1.77355,3247
1.8041197,3248
1.7435725,3249
1.8156354,3250
1.7991476,3251
1.8664237,3252
1.8517219,3253
1.917477,3254
1.9043742,3255
1.9723192,3256
1.8105834,3257
1.8777173,3258
1.8567771,3259
1.8385485,3260
1.8918977,3261
1.841223,3262
1.8631698,3263
1.7655777,3264
2.0222101,3265
1.9295629,3266
1.8708856,3267
1.8831124,3268
1.8555888,3269
1.8322127,3270
1.8030164,3271
1.7718138,3272
1.8691038,3273
1.9534982,3274
1.884588,3275
2.0298302,3276
2.0093794,3277
1.9725343,3278
1.9972031,3279
1.9824361,3280
1.970026,3281
2.0233617,3282
2.0498557,3283
2.037848,3284
2.019857,3285
1.9463466,3286
2.088343,3287
1.9516599,3288
1.961384,3289
1.8898281,3290
1.9995552,3291
2.0162745,3292
2.0500963,3293
2.057297,3294
1.8796601,3295
1.6279103,3296
1.5832814,3297
1.6621554,3298
1.6878322,3299
1.7204152,3300
1.7618692,3301
1.8149583,3302
1.8275263,3303
1.7009706,3304
1.8135288,3305
1.7789909,3306
1.7974296,3307
1.8832544,3308
1.9034779,3309
1.8227434,3310
1.7307335,3311
1.6187724,3312
1.6518265,3313
1.7450176,3314
1.8185177,3315
1.9013383,3316
1.752906,3317
1.7275879,3318
1.7385505,3319
1.4519931,3320
1.1960831,3321
1.6638143,3322
1.5437447,3323
1.4528579,3324
1.514678,3325
1.5902346,3326
1.5407592,3327
1.5934867,3328
1.7166027,3329
1.7502441,3330
1.6098485,3331
1.5953438,3332
1.6457391,3333
1.5188221,3334
1.5984536,3335
1.6684778,3336
1.7116872,3337
1.6771995,3338
1.5611603,3339
1.5686529,3340
1.6156162,3341
1.4757805,3342
1.6184505,3343
1.5922357,3344
1.4888054,3345
1.2383134,3346
1.2339599,3347
1.1607913,3348
1.2292483,3349
1.667332,3350
1.8379097,3351
1.7891606,3352
1.7336,3353
1.7753083,3354
1.8385139,3355
1.871549,3356
1.8455534,3357
1.6718681,3358
1.7623746,3359
1.7116641,3360
1.7796592,3361
1.9555979,3362
1.906422,3363
1.7836939,3364
1.8363216,3365
1.8867568,3366
1.8259282,3367
1.8779235,3368
1.7936444,3369
1.8085756,3370
1.7075623,3371
1.7258875,3372
1.4994985,3373
1.5038121,3374
1.9064229,3375
1.9141786,3376
1.7359861,3377
1.7525586,3378
1.7286735,3379
1.8056296,3380
1.736953,3381
1.7578975,3382
1.8816447,3383
1.8782918,3384
1.8910027,3385
1.9585962,3386
1.8827158,3387
1.9268317,3388
1.9062749,3389
1.9363766,3390
1.9265295,3391
1.885251,3392
1.9223253,3393
1.845189,3394
1.9252919,3395
1.8732487,3396
1.8471295,3397
1.8261006,3398
1.8075038,3399
1.8131055,3400
1.8875356,3401
1.7942302,3402
2.0084894,3403
1.968812,3404
1.8643587,3405
1.7841154,3406
1.75144,3407
1.784773,3408
1.7086428,3409
1.7465206,3410
1.8204268,3411
1.8122565,3412
1.7230355,3413
1.786505,3414
1.8292241,3415
1.8864337,3416
1.9313005,3417
1.827037,3418
1.7621644,3419
1.7512181,3420
1.6409061,3421
1.6840237,3422
1.6801896,3423
1.7598858,3424
1.866492,3425
1.9030075,3426
1.6861254,3427
1.6904103,3428
1.5865663,3429
1.6262479,3430
1.6698376,3431
1.7078054,3432
1.6156671,3433
1.5392773,3434
1.5394373,3435
1.5147349,3436
1.5715747,3437
1.6966445,3438
1.7802101,3439
1.6304278,3440
1.552244,3441
1.5183601,3442
1.5290955,3443
1.659683,3444
1.7127973,3445
1.792559,3446
1.565598,3447
1.5847704,3448
1.520944,3449
1.6851715,3450
1.5728675,3451
1.651443,3452
1.662262,3453
1.5498701,3454
1.4196551,3455
1.2281988,3456
1.1861235,3457
1.3208144,3458
1.5048882,3459
1.823151,3460
1.708887,3461
1.6471969,3462
1.8182856,3463
1.6963885,3464
1.8370682,3465
1.771675,3466
1.7243829,3467
1.6895232,3468
1.7964212,3469
1.6717135,3470
1.771926,3471
1.8127836,3472
1.8743387,3473
1.848484,3474
1.8693175,3475
1.9023256,3476
1.8701252,3477
1.853748,3478
1.8145432,3479
1.891378,3480
1.8617371,3481
1.7984909,3482
1.715005,3483
1.686746,3484
1.9156646,3485
2.019575,3486
1.8230008,3487
1.8163669,3488
1.823131,3489
1.7399558,3490
1.8298925,3491
1.8520606,3492
1.8266885,3493
1.9089733,3494
1.8812386,3495
1.8434364,3496
1.9048381,3497
1.8914245,3498
1.8431993,3499
1.8948389,3500
1.8836216,3501
1.8220727,3502
1.8930216,3503
1.9239899,3504
1.8983071,3505
1.9127089,3506
1.8539054,3507
1.8478284,3508
1.9029182,3509
1.8290528,3510
1.9141171,3511
1.9564251,3512
1.9676256,3513
1.9767678,3514
1.7821103,3515
1.5772221,3516
1.4924349,3517
1.5144786,3518
1.6124946,3519
1.6322243,3520
1.7279127,3521
1.7868598,3522
1.8143766,3523
1.8029466,3524
1.8810929,3525
1.8957424,3526
1.8672906,3527
1.7951438,3528
1.8286941,3529
1.8116963,3530
1.8504211,3531
1.686294,3532
1.7662058,3533
1.7935548,3534
1.7825484,3535
1.725148,3536
1.7675629,3537
1.7757897,3538
1.760402,3539
1.5764812,3540
1.5240508,3541
1.582938,3542
1.5580813,3543
1.4064851,3544
1.420396,3545
1.5087901,3546
1.536521,3547
1.6447797,3548
1.7359291,3549
1.5769198,3550
1.6350831,3551
1.7230272,3552
1.6422817,3553
1.6714365,3554
1.8180257,3555
1.8197731,3556
1.7554784,3557
1.7271096,3558
1.5687369,3559
1.5862192,3560
1.5392625,3561
1.5109254,3562
1.5663025,3563
1.5518621,3564
1.3162653,3565
1.2652906,3566
1.2140876,3567
1.2094889,3568
1.607449,3569
1.8401133,3570
1.7437243,3571
1.7772461,3572
1.767164,3573
1.7340626,3574
1.772502,3575
1.925661,3576
1.8151253,3577
1.8671439,3578
1.7590836,3579
1.69024,3580
1.832205,3581
1.8916248,3582
1.9913366,3583
1.8882898,3584
1.9386517,3585
1.8280494,3586
1.798316,3587
1.8304983,3588
1.8801626,3589
1.9283457,3590
1.7901103,3591
1.6618795,3592
1.508956,3593
1.7331038,3594
1.8741837,3595
1.7547163,3596
1.7297418,3597
1.7252663,3598
1.7514037,3599
1.7978878,3600
1.8462627,3601
1.8267372,3602
1.9210284,3603
1.8622093,3604
1.9728477,3605
2.0115466,3606
1.9042364,3607
1.9723893,3608
1.9737152,3609
2.0476968,3610
1.8873823,3611
1.7485417,3612
1.8401091,3613
1.7765318,3614
1.7361163,3615
1.8871582,3616
1.9164222,3617
1.8905562,3618
1.9902037,3619
2.04042,3620
2.0021086,3621
2.0435271,3622
2.1079164,3623
2.1433892,3624
2.0663671,3625
2.0239553,3626
1.947452,3627
2.1183112,3628
2.0849037,3629
2.1827197,3630
2.1372066,3631
2.0191622,3632
1.9749054,3633
2.1097236,3634
2.1593077,3635
2.1157405,3636
2.189995,3637
2.1117506,3638
1.8391913,3639
1.727992,3640
1.6704466,3641
1.626301,3642
1.7309391,3643
1.6296357,3644
1.673861,3645
1.810801,3646
1.7332397,3647
1.6652575,3648
1.589291,3649
1.5921544,3650
1.6088145,3651
1.5170077,3652
1.5327878,3653
1.5679332,3654
1.6567255,3655
1.6198398,3656
1.7593737,3657
1.6920836,3658
1.7609248,3659
1.8582035,3660
1.8426207,3661
1.9271358,3662
1.8563794,3663
1.953985,3664
1.9094063,3665
1.8802023,3666
1.9969319,3667
2.074028,3668
2.0153692,3669
2.0955791,3670
2.1139653,3671
2.0759354,3672
1.9660416,3673
1.918161,3674
2.0273283,3675
2.0212622,3676
2.070922,3677
2.1243083,3678
2.2073157,3679
2.1240227,3680
2.0772603,3681
2.2309835,3682
2.0625527,3683
2.120971,3684
2.1698604,3685
2.2092025,3686
2.1584725,3687
2.1580083,3688
2.2453315,3689
2.237604,3690
2.1782491,3691
2.2231576,3692
2.2659516,3693
2.2875597,3694
2.240384,3695
2.2119603,3696
2.2471278,3697
2.2408946,3698
2.129102,3699
2.1326141,3700
2.3031113,3701
2.173486,3702
2.0976298,3703
2.0670967,3704
2.1320696,3705
1.9474785,3706
2.0455651,3707
2.0476265,3708
2.0877626,3709
2.1011195,3710
2.0747101,3711
2.170287,3712
2.1810615,3713
2.134994,3714
2.1176872,3715
2.1761212,3716
2.24352,3717
2.1398404,3718
2.0789,3719
2.1312406,3720
2.1551993,3721
2.105941,3722
2.0907829,3723
2.0678995,3724
2.2182739,3725
2.1302788,3726
1.9527371,3727
2.186687,3728
2.0567334,3729
2.0424492,3730
2.0695026,3731
2.2021422,3732
2.1434243,3733
2.08145,3734
2.0204794,3735
2.1485915,3736
2.2662654,3737
2.1988184,3738
2.0705748,3739
2.1792624,3740
2.1186469,3741
2.0098557,3742
1.847976,3743
2.0095353,3744
1.9706792,3745
1.8402143,3746
1.7631602,3747
1.8994151,3748
1.7112253,3749
1.747114,3750
1.7878213,3751
1.595686,3752
1.6478685,3753
1.7813517,3754
1.6436303,3755
1.7620509,3756
1.7310236,3757
1.7837354,3758
1.6509895,3759
1.6701281,3760
1.6550715,3761
1.6335053,3762
1.6402315,3763
1.6919992,3764
1.6238444,3765
1.7994128,3766
1.7791276,3767
1.6740944,3768
1.7092383,3769
1.7788974,3770
1.7475506,3771
1.7239068,3772
1.8693612,3773
1.868551,3774
1.8007652,3775
1.7872267,3776
1.997794,3777
1.9104731,3778
2.009154,3779
1.9051747,3780
1.9034632,3781
1.848792,3782
1.7825452,3783
1.6965129,3784
1.8101181,3785
1.7543433,3786
1.6680248,3787
1.5959597,3788
1.5974432,3789
1.5914552,3790
1.5166128,3791
1.5119658,3792
1.4921907,3793
1.4777921,3794
1.5670987,3795
1.5025327,3796
1.6400284,3797
1.5776371,3798
1.684112,3799
1.5773462,3800
1.5282106,3801
1.6534766,3802
1.5578978,3803
1.5457687,3804
1.5877479,3805
1.6067848,3806
1.689368,3807
1.6101499,3808
1.6378543,3809
1.6044093,3810
1.7734033,3811
1.7786734,3812
1.6837255,3813
1.7356547,3814
1.7379824,3815
1.7057135,3816
1.6450412,3817
1.7320468,3818
1.8050222,3819
1.8126067,3820
1.7202449,3821
1.8664408,3822
1.8280871,3823
1.7349783,3824
1.6985263,3825
1.758622,3826
1.7134913,3827
1.6873776,3828
1.5897089,3829
1.601083,3830
1.5076642,3831
1.4986023,3832
1.5844655,3833
1.4716014,3834
1.531705,3835
1.5863056,3836
1.5495722,3837
1.5185575,3838
1.5378618,3839
1.6710279,3840
1.6504534,3841
1.609274,3842
1.6240929,3843
1.5756801,3844
1.504446,3845
1.5486702,3846
1.5489901,3847
1.5833646,3848
1.6532384,3849
1.6387542,3850
1.6002781,3851
1.6884025,3852
1.7083842,3853
1.6659247,3854
1.7036186,3855
1.6358685,3856
1.6779883,3857
1.731489,3858
1.6669952,3859
1.628553,3860
1.7456275,3861
1.617834,3862
1.6614648,3863
1.546387,3864
1.6357733,3865
1.5156763,3866
1.4970609,3867
1.4921424,3868
1.5959969,3869
1.5104086,3870
1.4896199,3871
0.48638973,3872
0.13269989,3873
