@RELATION 'Music feature'
%rows=1
%columns=3873
%sample_rate=22050
%window_size=512

@ATTRIBUTE 'Spectral extent' NUMERIC
@ATTRIBUTE WindowNumber NUMERIC

@DATA
689.0625,3318
861.3281,3319
516.7969,3320
2067.1875,3321
2497.8516,3322
516.7969,3323
2971.582,3324
2153.3203,3325
2713.1836,3326
4780.371,3327
3962.1094,3328
3445.3125,3329
3316.1133,3330
2239.4531,3331
2627.0508,3332
2583.9844,3333
1205.8594,3334
1335.0586,3335
1981.0547,3336
559.8633,3337
1119.7266,3338
645.9961,3339
3617.5781,3340
3746.7773,3341
947.46094,3342
3617.5781,3343
473.73047,3344
3100.7812,3345
3875.9766,3346
2885.4492,3347
3445.3125,3348
2928.5156,3349
1894.9219,3350
2497.8516,3351
2799.3164,3352
2067.1875,3353
2756.25,3354
3229.9805,3355
2928.5156,3356
3229.9805,3357
2842.3828,3358
2627.0508,3359
3186.914,3360
2583.9844,3361
2497.8516,3362
2583.9844,3363
1033.5938,3364
1593.457,3365
2540.918,3366
2497.8516,3367
2756.25,3368
1679.5898,3369
1421.1914,3370
1507.3242,3371
516.7969,3372
1162.793,3373
3789.8438,3374
2756.25,3375
2842.3828,3376
2842.3828,3377
1033.5938,3378
775.1953,3379
2368.6523,3380
2368.6523,3381
2756.25,3382
2799.3164,3383
3186.914,3384
2842.3828,3385
2756.25,3386
2842.3828,3387
2928.5156,3388
2497.8516,3389
2713.1836,3390
2670.1172,3391
1205.8594,3392
344.53125,3393
1464.2578,3394
2497.8516,3395
2842.3828,3396
2842.3828,3397
2497.8516,3398
258.39844,3399
602.9297,3400
473.73047,3401
559.8633,3402
2196.3867,3403
2583.9844,3404
473.73047,3405
1550.3906,3406
2627.0508,3407
2497.8516,3408
3229.9805,3409
3057.7148,3410
2411.7188,3411
387.59766,3412
2024.1211,3413
2842.3828,3414
2540.918,3415
2583.9844,3416
1765.7227,3417
2411.7188,3418
2325.586,3419
2928.5156,3420
1722.6562,3421
1722.6562,3422
3229.9805,3423
2540.918,3424
2411.7188,3425
1076.6602,3426
1291.9922,3427
172.26562,3428
1076.6602,3429
1679.5898,3430
1550.3906,3431
2239.4531,3432
559.8633,3433
2670.1172,3434
3746.7773,3435
3746.7773,3436
5124.9023,3437
3488.379,3438
473.73047,3439
1033.5938,3440
2756.25,3441
1421.1914,3442
1421.1914,3443
2540.918,3444
2885.4492,3445
861.3281,3446
516.7969,3447
559.8633,3448
559.8633,3449
2799.3164,3450
1679.5898,3451
2713.1836,3452
2799.3164,3453
430.66406,3454
3359.1797,3455
5641.699,3456
3100.7812,3457
2282.5195,3458
2196.3867,3459
904.39453,3460
990.52734,3461
3100.7812,3462
3143.8477,3463
2627.0508,3464
3014.6484,3465
2670.1172,3466
2885.4492,3467
2670.1172,3468
2885.4492,3469
3057.7148,3470
2756.25,3471
2282.5195,3472
2756.25,3473
732.1289,3474
689.0625,3475
2110.254,3476
2497.8516,3477
2497.8516,3478
2540.918,3479
2110.254,3480
2325.586,3481
1076.6602,3482
215.33203,3483
1291.9922,3484
2583.9844,3485
1765.7227,3486
2368.6523,3487
1679.5898,3488
2411.7188,3489
2928.5156,3490
3186.914,3491
3229.9805,3492
2885.4492,3493
2756.25,3494
2411.7188,3495
2799.3164,3496
2928.5156,3497
2540.918,3498
2282.5195,3499
2153.3203,3500
2971.582,3501
473.73047,3502
732.1289,3503
1507.3242,3504
2885.4492,3505
2842.3828,3506
1851.8555,3507
689.0625,3508
861.3281,3509
1765.7227,3510
2325.586,3511
2196.3867,3512
2239.4531,3513
2540.918,3514
1205.8594,3515
1248.9258,3516
2799.3164,3517
3617.5781,3518
4177.4414,3519
3488.379,3520
3875.9766,3521
1722.6562,3522
516.7969,3523
1291.9922,3524
2799.3164,3525
2713.1836,3526
3229.9805,3527
2627.0508,3528
2325.586,3529
1679.5898,3530
2928.5156,3531
2067.1875,3532
2368.6523,3533
2799.3164,3534
2583.9844,3535
1894.9219,3536
215.33203,3537
1119.7266,3538
1679.5898,3539
430.66406,3540
3143.8477,3541
1507.3242,3542
387.59766,3543
2325.586,3544
3703.711,3545
3875.9766,3546
4349.707,3547
3574.5117,3548
3316.1133,3549
3789.8438,3550
3143.8477,3551
2713.1836,3552
3143.8477,3553
2583.9844,3554
2971.582,3555
2583.9844,3556
430.66406,3557
559.8633,3558
1205.8594,3559
1248.9258,3560
430.66406,3561
2928.5156,3562
3186.914,3563
430.66406,3564
5254.1016,3565
5684.7656,3566
5254.1016,3567
2583.9844,3568
3229.9805,3569
732.1289,3570
1248.9258,3571
2928.5156,3572
2670.1172,3573
2024.1211,3574
3273.0469,3575
2756.25,3576
2713.1836,3577
2756.25,3578
2756.25,3579
2497.8516,3580
2540.918,3581
2497.8516,3582
2713.1836,3583
2497.8516,3584
1593.457,3585
1119.7266,3586
1421.1914,3587
2756.25,3588
2799.3164,3589
2627.0508,3590
129.19922,3591
1507.3242,3592
1162.793,3593
2885.4492,3594
2928.5156,3595
2540.918,3596
2670.1172,3597
344.53125,3598
2325.586,3599
3014.6484,3600
3617.5781,3601
3273.0469,3602
3186.914,3603
2670.1172,3604
215.33203,3605
2627.0508,3606
1076.6602,3607
215.33203,3608
1033.5938,3609
2497.8516,3610
602.9297,3611
387.59766,3612
2024.1211,3613
559.8633,3614
2411.7188,3615
2368.6523,3616
516.7969,3617
1119.7266,3618
1550.3906,3619
947.46094,3620
430.66406,3621
1593.457,3622
1378.125,3623
2368.6523,3624
2540.918,3625
301.46484,3626
215.33203,3627
430.66406,3628
3057.7148,3629
2497.8516,3630
2540.918,3631
2670.1172,3632
172.26562,3633
1335.0586,3634
86.13281,3635
1765.7227,3636
1981.0547,3637
2239.4531,3638
1722.6562,3639
732.1289,3640
818.2617,3641
2885.4492,3642
3531.4453,3643
2928.5156,3644
2110.254,3645
2713.1836,3646
1248.9258,3647
1421.1914,3648
2799.3164,3649
3359.1797,3650
3143.8477,3651
2842.3828,3652
2842.3828,3653
3402.246,3654
3574.5117,3655
3617.5781,3656
3832.9102,3657
3445.3125,3658
2713.1836,3659
3574.5117,3660
3574.5117,3661
3402.246,3662
2885.4492,3663
2885.4492,3664
3574.5117,3665
2885.4492,3666
2239.4531,3667
2842.3828,3668
3100.7812,3669
2713.1836,3670
2153.3203,3671
2540.918,3672
1248.9258,3673
1248.9258,3674
1894.9219,3675
1722.6562,3676
3143.8477,3677
2756.25,3678
2411.7188,3679
2325.586,3680
3014.6484,3681
2583.9844,3682
2454.7852,3683
2454.7852,3684
2842.3828,3685
2497.8516,3686
2799.3164,3687
1378.125,3688
2756.25,3689
2024.1211,3690
2540.918,3691
2411.7188,3692
2239.4531,3693
2282.5195,3694
2239.4531,3695
1937.9883,3696
2540.918,3697
1851.8555,3698
1033.5938,3699
1119.7266,3700
2196.3867,3701
1507.3242,3702
1679.5898,3703
1421.1914,3704
2411.7188,3705
1981.0547,3706
1205.8594,3707
1507.3242,3708
2411.7188,3709
1679.5898,3710
1464.2578,3711
1335.0586,3712
1981.0547,3713
1421.1914,3714
1636.5234,3715
1636.5234,3716
1808.7891,3717
1205.8594,3718
1335.0586,3719
2110.254,3720
1981.0547,3721
1378.125,3722
1205.8594,3723
1679.5898,3724
1636.5234,3725
1464.2578,3726
1205.8594,3727
1981.0547,3728
1765.7227,3729
1636.5234,3730
1033.5938,3731
1851.8555,3732
1679.5898,3733
1378.125,3734
1291.9922,3735
1981.0547,3736
1507.3242,3737
1335.0586,3738
1421.1914,3739
1636.5234,3740
1335.0586,3741
1119.7266,3742
1335.0586,3743
1636.5234,3744
1291.9922,3745
904.39453,3746
990.52734,3747
1636.5234,3748
1464.2578,3749
1205.8594,3750
947.46094,3751
1851.8555,3752
1421.1914,3753
1894.9219,3754
1421.1914,3755
1679.5898,3756
1119.7266,3757
1851.8555,3758
2196.3867,3759
2583.9844,3760
1550.3906,3761
2067.1875,3762
2067.1875,3763
3445.3125,3764
3962.1094,3765
3832.9102,3766
4780.371,3767
5211.035,3768
3273.0469,3769
3100.7812,3770
1808.7891,3771
2153.3203,3772
2110.254,3773
1808.7891,3774
2368.6523,3775
2454.7852,3776
1765.7227,3777
1679.5898,3778
2153.3203,3779
3574.5117,3780
2583.9844,3781
4306.6406,3782
2067.1875,3783
4177.4414,3784
4737.3047,3785
5081.836,3786
4651.172,3787
5512.5,3788
3273.0469,3789
1851.8555,3790
1679.5898,3791
2799.3164,3792
3660.6445,3793
2067.1875,3794
3100.7812,3795
1851.8555,3796
2497.8516,3797
3531.4453,3798
2454.7852,3799
3832.9102,3800
2325.586,3801
4995.703,3802
4823.4375,3803
5340.2344,3804
4651.172,3805
5297.168,3806
4306.6406,3807
4392.7734,3808
3617.5781,3809
2024.1211,3810
3100.7812,3811
2885.4492,3812
3143.8477,3813
3057.7148,3814
1851.8555,3815
2239.4531,3816
2799.3164,3817
1291.9922,3818
2110.254,3819
2325.586,3820
2971.582,3821
2110.254,3822
3574.5117,3823
2110.254,3824
4349.707,3825
4952.6367,3826
4995.703,3827
4995.703,3828
5254.1016,3829
2454.7852,3830
5555.5664,3831
2971.582,3832
2713.1836,3833
3962.1094,3834
2282.5195,3835
3531.4453,3836
3100.7812,3837
2497.8516,3838
2325.586,3839
2583.9844,3840
2583.9844,3841
1937.9883,3842
4608.1055,3843
4909.5703,3844
4866.504,3845
5038.7695,3846
4694.2383,3847
3919.043,3848
2799.3164,3849
4435.84,3850
1378.125,3851
3143.8477,3852
4952.6367,3853
3273.0469,3854
2196.3867,3855
3574.5117,3856
2670.1172,3857
2497.8516,3858
2196.3867,3859
1937.9883,3860
2067.1875,3861
1421.1914,3862
1851.8555,3863
1291.9922,3864
1851.8555,3865
904.39453,3866
2756.25,3867
387.59766,3868
1894.9219,3869
559.8633,3870
1119.7266,3871
645.9961,3872
8010.3516,3873
