@RELATION 'Music feature'
%rows=3
%columns=3873
%sample_rate=22050
%window_size=512

@ATTRIBUTE 'Amplitude, position and width of 3rd spectral peak' NUMERIC
@ATTRIBUTE 'Amplitude, position and width of 3rd spectral peak' NUMERIC
@ATTRIBUTE 'Amplitude, position and width of 3rd spectral peak' NUMERIC
@ATTRIBUTE WindowNumber NUMERIC

@DATA
0.12675397,1464.2578,22.0,1490
0.10323081,1291.9922,21.0,1491
0.087434046,1248.9258,17.0,1492
0.07011223,1335.0586,15.0,1493
0.0879367,3014.6484,192.0,1494
0.102893576,2842.3828,17.0,1495
0.074074216,732.1289,37.0,1496
0.073664695,301.46484,11.0,1497
0.069305345,2239.4531,40.0,1498
0.06934344,3100.7812,15.0,1499
0.09121194,2153.3203,13.0,1500
0.15578188,2239.4531,34.0,1501
0.13788274,2239.4531,20.0,1502
0.12391822,2196.3867,25.0,1503
0.10747068,2497.8516,9.0,1504
0.1137671,172.26562,5.0,1505
0.08874968,1981.0547,21.0,1506
0.03389465,2110.254,11.0,1507
0.06035262,3100.7812,31.0,1508
0.061682373,3402.246,183.0,1509
0.060454547,3574.5117,27.0,1510
0.08949982,3445.3125,23.0,1511
0.10360199,516.7969,7.0,1512
0.063417636,2454.7852,6.0,1513
0.040944282,3402.246,187.0,1514
0.06205119,3273.0469,14.0,1515
0.09806124,3359.1797,28.0,1516
0.13133541,3100.7812,11.0,1517
0.118850335,215.33203,9.0,1518
0.08094742,3402.246,15.0,1519
0.11413829,3531.4453,9.0,1520
0.10109587,2799.3164,10.0,1521
0.09077444,2454.7852,13.0,1522
0.14031443,3273.0469,17.0,1523
0.10223905,430.66406,44.0,1524
0.11336782,2282.5195,49.0,1525
0.114241235,430.66406,39.0,1526
0.14844866,430.66406,4.0,1527
0.09861807,2454.7852,13.0,1528
0.107543364,3316.1133,10.0,1529
0.10451962,430.66406,11.0,1530
0.06641758,473.73047,42.0,1531
0.11973947,3359.1797,12.0,1532
0.077147834,2799.3164,21.0,1533
0.045750305,559.8633,45.0,1534
0.10131457,2756.25,37.0,1535
0.06725558,2713.1836,198.0,1536
0.074861035,2325.586,15.0,1537
0.06754105,2799.3164,31.0,1538
0.041819245,2110.254,30.0,1539
0.051640663,2799.3164,16.0,1540
0.045741748,689.0625,4.0,1541
0.07939092,3273.0469,12.0,1542
0.07096586,2196.3867,33.0,1543
0.062478177,3143.8477,20.0,1544
0.05669913,645.9961,4.0,1545
0.121085554,129.19922,3.0,1546
0.029290663,2067.1875,13.0,1547
0.040051628,2282.5195,21.0,1548
0.09154335,2842.3828,14.0,1549
0.14633314,645.9961,9.0,1550
0.081119925,602.9297,7.0,1551
0.09163741,1033.5938,45.0,1552
0.050351832,2799.3164,17.0,1553
0.04530987,2799.3164,18.0,1554
0.06526845,559.8633,25.0,1555
0.09257405,2540.918,23.0,1556
0.054857478,3703.711,10.0,1557
0.093577154,129.19922,3.0,1558
0.07370423,732.1289,8.0,1559
0.0641711,2799.3164,46.0,1560
0.0609669,2110.254,40.0,1561
0.042011894,2153.3203,11.0,1562
0.074015826,1162.793,20.0,1563
0.079907596,1076.6602,41.0,1564
0.08623438,559.8633,8.0,1565
0.115882516,1033.5938,8.0,1566
0.024872836,2411.7188,61.0,1567
0.02598429,2454.7852,215.0,1568
0.047223616,1851.8555,16.0,1569
0.074307375,3316.1133,18.0,1570
0.07644384,947.46094,26.0,1571
0.052160367,2411.7188,9.0,1572
0.06609759,559.8633,6.0,1573
0.060080662,2756.25,57.0,1574
0.037154637,3875.9766,178.0,1575
0.036649466,559.8633,24.0,1576
0.13698058,473.73047,6.0,1577
0.0827421,2368.6523,5.0,1578
0.10080508,2540.918,14.0,1579
0.08308684,86.13281,2.0,1580
0.09547891,2067.1875,9.0,1581
0.0662321,2497.8516,12.0,1582
0.076664075,3229.9805,16.0,1583
0.12543821,645.9961,3.0,1584
0.13525762,3316.1133,16.0,1585
0.09777571,2799.3164,12.0,1586
0.07480861,2799.3164,13.0,1587
0.053570814,2799.3164,27.0,1588
0.04968189,2799.3164,24.0,1589
0.052663658,2842.3828,8.0,1590
0.13881278,2454.7852,20.0,1591
0.08702709,2497.8516,14.0,1592
0.07693114,2799.3164,11.0,1593
0.07548971,2325.586,22.0,1594
0.075088,2067.1875,32.0,1595
0.08148089,689.0625,30.0,1596
0.1558595,215.33203,9.0,1597
0.13117102,1894.9219,15.0,1598
0.13350382,645.9961,22.0,1599
0.110362925,86.13281,3.0,1600
0.055595923,1937.9883,6.0,1601
0.049022503,2454.7852,7.0,1602
0.052873306,2110.254,8.0,1603
0.17863806,2024.1211,14.0,1604
0.12000496,2368.6523,6.0,1605
0.12276507,2325.586,9.0,1606
0.13272598,516.7969,1.0,1607
0.17416407,129.19922,4.0,1608
0.11707183,3316.1133,187.0,1609
0.16279133,129.19922,6.0,1610
0.13350084,2540.918,25.0,1611
0.1688256,2497.8516,12.0,1612
0.15489429,2540.918,13.0,1613
0.088030964,172.26562,5.0,1614
0.12241939,2196.3867,40.0,1615
0.1484888,516.7969,7.0,1616
0.04135346,3919.043,13.0,1617
0.13040543,559.8633,4.0,1618
0.11612023,2024.1211,10.0,1619
0.0992913,775.1953,7.0,1620
0.080310464,2110.254,13.0,1621
0.04224486,861.3281,9.0,1622
0.03819069,2756.25,18.0,1623
0.02739628,602.9297,28.0,1624
0.08304972,3488.379,18.0,1625
0.090893224,3789.8438,173.0,1626
0.1177707,3617.5781,19.0,1627
0.13424332,2454.7852,28.0,1628
0.13352382,3703.711,18.0,1629
0.10783137,3143.8477,10.0,1630
0.12537868,3574.5117,9.0,1631
0.10009309,2540.918,14.0,1632
0.09398467,387.59766,8.0,1633
0.10435617,3574.5117,14.0,1634
0.12157165,430.66406,5.0,1635
0.10179115,3143.8477,12.0,1636
0.11210514,2540.918,11.0,1637
0.13774534,2756.25,18.0,1638
0.11217543,387.59766,10.0,1639
0.0943365,3316.1133,10.0,1640
0.105237335,2713.1836,16.0,1641
0.08782166,2756.25,5.0,1642
0.0823845,2713.1836,20.0,1643
0.050779328,2799.3164,20.0,1644
0.06412879,2756.25,20.0,1645
0.09210326,2454.7852,15.0,1646
0.046518043,2799.3164,14.0,1647
0.053917367,2799.3164,22.0,1648
0.05042001,516.7969,5.0,1649
0.048470948,2110.254,35.0,1650
0.0633708,387.59766,8.0,1651
0.0571786,904.39453,5.0,1652
0.09690192,2799.3164,16.0,1653
0.07582887,2454.7852,35.0,1654
0.043969285,2540.918,29.0,1655
0.024953,2282.5195,23.0,1656
0.020903977,3273.0469,19.0,1657
0.023703914,2282.5195,11.0,1658
0.094248004,2411.7188,6.0,1659
0.09382412,2799.3164,15.0,1660
0.15242581,3316.1133,179.0,1661
0.09529989,430.66406,4.0,1662
0.095762424,2756.25,9.0,1663
0.043024577,2756.25,28.0,1664
0.049024023,2799.3164,48.0,1665
0.104914375,2756.25,26.0,1666
0.11976607,602.9297,3.0,1667
0.06623662,2110.254,27.0,1668
0.054084275,4177.4414,178.0,1669
0.058940034,2067.1875,19.0,1670
0.0339551,2799.3164,15.0,1671
0.061209198,904.39453,4.0,1672
0.10577647,1421.1914,19.0,1673
0.063890204,1507.3242,28.0,1674
0.124863,387.59766,2.0,1675
0.055424597,1765.7227,27.0,1676
0.0907638,904.39453,5.0,1677
0.0640843,732.1289,4.0,1678
0.058271848,2713.1836,21.0,1679
0.13566099,2454.7852,21.0,1680
0.15931764,1765.7227,32.0,1681
0.07005083,1765.7227,9.0,1682
0.09061146,1550.3906,27.0,1683
0.030649036,2325.586,42.0,1684
0.06584795,2842.3828,12.0,1685
0.117497474,1636.5234,20.0,1686
0.07563002,2842.3828,16.0,1687
0.07594453,1722.6562,9.0,1688
0.09211095,2411.7188,11.0,1689
0.09585316,2583.9844,19.0,1690
0.077601895,559.8633,2.0,1691
0.111575715,86.13281,6.0,1692
0.090213045,1765.7227,30.0,1693
0.07159572,430.66406,3.0,1694
0.098453976,473.73047,4.0,1695
0.0742578,2713.1836,23.0,1696
0.07089251,1851.8555,21.0,1697
0.09923998,1851.8555,28.0,1698
0.07064795,2799.3164,24.0,1699
0.09272183,2885.4492,11.0,1700
0.096126944,2540.918,12.0,1701
0.108950615,818.2617,20.0,1702
0.14974631,86.13281,2.0,1703
0.068298675,1851.8555,13.0,1704
0.06821442,2411.7188,24.0,1705
0.09963669,387.59766,4.0,1706
0.122465566,430.66406,3.0,1707
0.12203526,430.66406,3.0,1708
0.16636589,430.66406,4.0,1709
0.120109454,430.66406,3.0,1710
0.062959656,3574.5117,19.0,1711
0.13748674,430.66406,3.0,1712
0.121318534,430.66406,4.0,1713
0.117651455,387.59766,6.0,1714
0.096341155,559.8633,6.0,1715
0.09046027,1119.7266,12.0,1716
0.1529402,1119.7266,12.0,1717
0.09541168,2928.5156,14.0,1718
0.09528942,1679.5898,28.0,1719
0.11663318,1636.5234,16.0,1720
0.08601629,1679.5898,12.0,1721
0.11152002,2756.25,199.0,1722
0.06533907,861.3281,15.0,1723
0.11946551,602.9297,7.0,1724
0.045130078,2670.1172,12.0,1725
0.080819584,2368.6523,24.0,1726
0.13872176,430.66406,23.0,1727
0.081551455,3229.9805,197.0,1728
0.073101364,2368.6523,20.0,1729
0.084983505,818.2617,10.0,1730
0.15475571,1162.793,13.0,1731
0.117893584,473.73047,4.0,1732
0.16236119,473.73047,10.0,1733
0.14045775,1119.7266,17.0,1734
0.09411883,689.0625,4.0,1735
0.11641325,645.9961,8.0,1736
0.13087995,86.13281,2.0,1737
0.07423289,559.8633,3.0,1738
0.07744354,602.9297,4.0,1739
0.10151618,1076.6602,22.0,1740
0.16051044,86.13281,2.0,1741
0.12438797,2454.7852,20.0,1742
0.14953277,1033.5938,20.0,1743
0.15476054,1076.6602,16.0,1744
0.13967548,129.19922,4.0,1745
0.07727638,473.73047,4.0,1746
0.11386506,3359.1797,14.0,1747
0.122176185,86.13281,2.0,1748
0.1303455,86.13281,2.0,1749
0.06130089,129.19922,3.0,1750
0.17575818,1033.5938,24.0,1751
0.16613628,1033.5938,27.0,1752
0.1551697,1033.5938,37.0,1753
0.092751905,3316.1133,22.0,1754
0.09572751,645.9961,3.0,1755
0.10137672,1076.6602,12.0,1756
0.086122766,1033.5938,19.0,1757
0.07365692,3402.246,14.0,1758
0.11218506,3316.1133,12.0,1759
0.09850048,172.26562,4.0,1760
0.08294818,3531.4453,31.0,1761
0.08716779,2713.1836,21.0,1762
0.10309475,172.26562,4.0,1763
0.114741005,645.9961,4.0,1764
0.15499114,1033.5938,41.0,1765
0.15452257,172.26562,4.0,1766
0.18393427,1033.5938,43.0,1767
0.099165,602.9297,7.0,1768
0.08184689,172.26562,4.0,1769
0.10681617,43.066406,2.0,1770
0.123622134,1033.5938,21.0,1771
0.16477036,1033.5938,39.0,1772
0.106874585,86.13281,2.0,1773
0.10088525,43.066406,3.0,1774
0.14703539,1033.5938,30.0,1775
0.082208,86.13281,2.0,1776
0.17571545,1033.5938,39.0,1777
0.15787311,1033.5938,17.0,1778
0.181971,1033.5938,12.0,1779
0.14607638,1033.5938,35.0,1780
0.09939178,1033.5938,20.0,1781
0.09603596,86.13281,3.0,1782
0.0750515,1076.6602,11.0,1783
0.08185834,818.2617,7.0,1784
0.06537341,2670.1172,32.0,1785
0.050725732,2540.918,39.0,1786
0.046324864,2928.5156,21.0,1787
0.0557801,818.2617,16.0,1788
0.047488593,1119.7266,13.0,1789
0.046791382,3229.9805,15.0,1790
0.063102774,2713.1836,11.0,1791
0.055419758,1033.5938,13.0,1792
0.05418658,602.9297,17.0,1793
0.050408587,3273.0469,43.0,1794
0.04829556,2799.3164,13.0,1795
0.05894366,2497.8516,16.0,1796
0.06368666,2713.1836,20.0,1797
0.09796189,2454.7852,39.0,1798
0.052012492,2540.918,12.0,1799
0.04678685,602.9297,17.0,1800
0.04656055,2540.918,44.0,1801
0.06904635,2756.25,19.0,1802
0.08819163,2454.7852,11.0,1803
0.07365225,387.59766,6.0,1804
0.06288302,3316.1133,13.0,1805
0.07126725,2497.8516,22.0,1806
0.04325012,2411.7188,13.0,1807
0.05199049,3789.8438,177.0,1808
0.054643553,2799.3164,14.0,1809
0.067644246,3229.9805,22.0,1810
0.061547603,2024.1211,25.0,1811
0.035558987,5081.836,30.0,1812
0.056471456,2411.7188,6.0,1813
0.04528246,602.9297,40.0,1814
0.06514704,559.8633,33.0,1815
0.0594296,473.73047,7.0,1816
0.05693968,473.73047,14.0,1817
0.043015037,2842.3828,29.0,1818
0.05947907,3316.1133,6.0,1819
0.055272326,2411.7188,12.0,1820
0.045895662,1894.9219,5.0,1821
0.056773573,2325.586,20.0,1822
0.06383347,689.0625,12.0,1823
0.09568215,559.8633,12.0,1824
0.06766928,2497.8516,20.0,1825
0.05430076,2842.3828,14.0,1826
0.046115465,2799.3164,10.0,1827
0.058907017,430.66406,23.0,1828
0.07931176,559.8633,17.0,1829
0.059144035,602.9297,32.0,1830
0.076752804,387.59766,5.0,1831
0.051760808,3359.1797,19.0,1832
0.07362186,473.73047,7.0,1833
0.0541284,473.73047,11.0,1834
0.08969973,1808.7891,18.0,1835
0.07495817,2756.25,18.0,1836
0.08499367,2799.3164,13.0,1837
0.06497305,861.3281,11.0,1838
0.076080576,2454.7852,21.0,1839
0.059434228,2497.8516,20.0,1840
0.064069174,2454.7852,33.0,1841
0.07138062,3531.4453,12.0,1842
0.046131037,3186.914,12.0,1843
0.061088145,3660.6445,26.0,1844
0.11640387,129.19922,4.0,1845
0.09653182,1679.5898,31.0,1846
0.06294766,861.3281,16.0,1847
0.06837556,2411.7188,21.0,1848
0.057402793,2454.7852,39.0,1849
0.07990573,473.73047,5.0,1850
0.085595615,645.9961,11.0,1851
0.1394668,645.9961,5.0,1852
0.074973725,2756.25,25.0,1853
0.082557365,2885.4492,15.0,1854
0.10350703,473.73047,6.0,1855
0.1179293,516.7969,10.0,1856
0.09520169,3574.5117,184.0,1857
0.112734884,172.26562,4.0,1858
0.10221877,2239.4531,13.0,1859
0.11384924,2799.3164,13.0,1860
0.1494143,2196.3867,19.0,1861
0.10055292,2756.25,18.0,1862
0.07621584,3316.1133,12.0,1863
0.10766439,2196.3867,33.0,1864
0.15564042,86.13281,4.0,1865
0.098570965,3057.7148,15.0,1866
0.1473302,2756.25,15.0,1867
0.07696135,2239.4531,14.0,1868
0.08954817,2454.7852,8.0,1869
0.11714826,3273.0469,185.0,1870
0.10426842,2196.3867,18.0,1871
0.09501465,3617.5781,14.0,1872
0.118233904,2756.25,16.0,1873
0.12384615,2756.25,205.0,1874
0.08178085,2756.25,26.0,1875
0.037649516,3574.5117,183.0,1876
0.049843483,2497.8516,13.0,1877
0.067296155,559.8633,12.0,1878
0.060508117,2885.4492,19.0,1879
0.06477595,3402.246,74.0,1880
0.09876911,1119.7266,37.0,1881
0.06600788,2799.3164,14.0,1882
0.10550081,3316.1133,80.0,1883
0.08429849,2756.25,12.0,1884
0.09043919,732.1289,6.0,1885
0.050941095,2497.8516,45.0,1886
0.0525636,1378.125,23.0,1887
0.13329904,1033.5938,12.0,1888
0.12531422,1033.5938,7.0,1889
0.10419516,1033.5938,16.0,1890
0.09280041,1033.5938,12.0,1891
0.12351616,1033.5938,39.0,1892
0.08252143,775.1953,8.0,1893
0.07353965,3402.246,184.0,1894
0.071227856,3445.3125,183.0,1895
0.09943005,3445.3125,19.0,1896
0.046857074,86.13281,2.0,1897
0.05599877,2454.7852,13.0,1898
0.04424953,2540.918,12.0,1899
0.061990257,2713.1836,22.0,1900
0.08177229,1033.5938,10.0,1901
0.072940476,3057.7148,13.0,1902
0.061560687,775.1953,6.0,1903
0.08461417,2497.8516,19.0,1904
0.039490927,2110.254,19.0,1905
0.052121464,559.8633,6.0,1906
0.048397418,2110.254,15.0,1907
0.07121585,2497.8516,16.0,1908
0.05997075,2627.0508,36.0,1909
0.08058,1808.7891,24.0,1910
0.06681447,3273.0469,15.0,1911
0.11907046,430.66406,1.0,1912
0.050868817,4048.2422,39.0,1913
0.08780695,2713.1836,90.0,1914
0.06531652,2067.1875,12.0,1915
0.16564651,387.59766,6.0,1916
0.071475685,1851.8555,19.0,1917
0.092624575,1851.8555,26.0,1918
0.12382951,430.66406,4.0,1919
0.06097478,1851.8555,12.0,1920
0.17118484,516.7969,4.0,1921
0.072483376,430.66406,3.0,1922
0.05829168,430.66406,4.0,1923
0.17917551,387.59766,5.0,1924
0.11407724,430.66406,4.0,1925
0.12451996,430.66406,4.0,1926
0.16448043,430.66406,4.0,1927
0.092012964,430.66406,4.0,1928
0.15422173,430.66406,4.0,1929
0.040455572,3445.3125,37.0,1930
0.04740247,2885.4492,16.0,1931
0.042662363,1679.5898,43.0,1932
0.08940396,818.2617,21.0,1933
0.05472767,1636.5234,20.0,1934
0.051531617,3445.3125,180.0,1935
0.029353984,3359.1797,179.0,1936
0.02588735,1765.7227,18.0,1937
0.025948979,3574.5117,181.0,1938
0.030334331,2713.1836,18.0,1939
0.07059294,2411.7188,38.0,1940
0.059320353,3014.6484,42.0,1941
0.042450536,6761.426,134.0,1942
0.049674287,6761.426,13.0,1943
0.030709159,602.9297,143.0,1944
0.03228985,9259.277,47.0,1945
0.028330537,473.73047,9.0,1946
0.06452626,1464.2578,19.0,1947
0.088232815,3402.246,25.0,1948
0.059707288,3617.5781,37.0,1949
0.10128563,1076.6602,39.0,1950
0.09941338,1076.6602,36.0,1951
0.061070032,1119.7266,37.0,1952
0.025500448,818.2617,11.0,1953
0.037374,3229.9805,15.0,1954
0.087031715,2756.25,6.0,1955
0.0917834,3789.8438,175.0,1956
0.10245871,3746.7773,177.0,1957
0.09155645,3100.7812,7.0,1958
0.0978247,3143.8477,13.0,1959
0.10564,3703.711,6.0,1960
0.07992311,2842.3828,12.0,1961
0.11098163,3316.1133,20.0,1962
0.1020434,430.66406,7.0,1963
0.056017358,3229.9805,15.0,1964
0.09671967,2411.7188,25.0,1965
0.054516364,559.8633,6.0,1966
0.02756249,1722.6562,26.0,1967
0.098593146,645.9961,15.0,1968
0.07598341,2368.6523,33.0,1969
0.037510425,2842.3828,194.0,1970
0.04787619,473.73047,53.0,1971
0.055584833,6761.426,6.0,1972
0.06528344,6933.6914,31.0,1973
0.05060584,3703.711,10.0,1974
0.060458608,5813.965,31.0,1975
0.04824235,2325.586,59.0,1976
0.070213385,3660.6445,177.0,1977
0.0715218,2756.25,13.0,1978
0.14377418,2411.7188,12.0,1979
0.04560002,2067.1875,33.0,1980
0.03746004,1981.0547,21.0,1981
0.15257563,2885.4492,13.0,1982
0.07452716,2842.3828,13.0,1983
0.074655354,2325.586,18.0,1984
0.10453336,2067.1875,26.0,1985
0.079978764,2067.1875,25.0,1986
0.1002983,2067.1875,14.0,1987
0.11981018,43.066406,4.0,1988
0.13605338,2196.3867,17.0,1989
0.15671194,689.0625,6.0,1990
0.07357727,1937.9883,29.0,1991
0.02654592,7364.3555,34.0,1992
0.043645155,8785.547,8.0,1993
0.01782742,9948.34,12.0,1994
0.034303363,10077.539,40.0,1995
0.046750836,2325.586,13.0,1996
0.059588984,904.39453,15.0,1997
0.03430926,430.66406,5.0,1998
0.0649952,1722.6562,20.0,1999
0.036558412,1894.9219,8.0,2000
0.026762841,645.9961,16.0,2001
0.06282049,2411.7188,13.0,2002
0.08770846,3359.1797,26.0,2003
0.056991447,2540.918,9.0,2004
0.036054675,3359.1797,58.0,2005
0.050407603,2368.6523,18.0,2006
0.06867599,430.66406,6.0,2007
0.054222606,3143.8477,8.0,2008
0.07179542,2196.3867,11.0,2009
0.063264415,2110.254,36.0,2010
0.100632176,645.9961,19.0,2011
0.11580508,2239.4531,14.0,2012
0.06612705,2196.3867,38.0,2013
0.031193152,2282.5195,207.0,2014
0.08564161,2971.582,10.0,2015
0.09306034,3359.1797,183.0,2016
0.06952088,732.1289,28.0,2017
0.05967369,2670.1172,38.0,2018
0.038599994,1248.9258,24.0,2019
0.054034945,2497.8516,38.0,2020
0.04561168,2756.25,15.0,2021
0.047760878,3273.0469,15.0,2022
0.061412357,430.66406,7.0,2023
0.055684872,2411.7188,23.0,2024
0.03571374,9173.145,204.0,2025
0.02330868,559.8633,167.0,2026
0.029266166,7881.1523,181.0,2027
0.03396423,9689.941,39.0,2028
0.0534113,516.7969,9.0,2029
0.08423409,1593.457,16.0,2030
0.09150223,2024.1211,29.0,2031
0.061283465,2153.3203,13.0,2032
0.04405852,1033.5938,18.0,2033
0.023540594,861.3281,4.0,2034
0.03237456,2670.1172,38.0,2035
0.10625568,2196.3867,11.0,2036
0.09970188,1894.9219,28.0,2037
0.07689163,2368.6523,29.0,2038
0.081598625,1765.7227,16.0,2039
0.06910869,947.46094,9.0,2040
0.01968883,2325.586,11.0,2041
0.041948944,2928.5156,202.0,2042
0.122362755,861.3281,4.0,2043
0.08453447,1679.5898,15.0,2044
0.15398069,301.46484,6.0,2045
0.11842306,387.59766,6.0,2046
0.12193456,1851.8555,11.0,2047
0.12946816,1851.8555,11.0,2048
0.13869499,1851.8555,11.0,2049
0.08917563,2067.1875,24.0,2050
0.15779348,602.9297,6.0,2051
0.11518226,645.9961,31.0,2052
0.10002944,2454.7852,10.0,2053
0.07275176,2885.4492,16.0,2054
0.020163473,2540.918,9.0,2055
0.025433619,818.2617,61.0,2056
0.11875818,2670.1172,17.0,2057
0.10188392,2110.254,10.0,2058
0.16253702,2067.1875,14.0,2059
0.07538327,2583.9844,23.0,2060
0.1598167,86.13281,7.0,2061
0.12545708,2067.1875,23.0,2062
0.14023812,2067.1875,43.0,2063
0.1258027,2067.1875,11.0,2064
0.11105103,2583.9844,11.0,2065
0.07867865,2024.1211,11.0,2066
0.098703966,2024.1211,11.0,2067
0.08236394,2024.1211,30.0,2068
0.03697595,2627.0508,11.0,2069
0.05315287,1894.9219,26.0,2070
0.088544615,1894.9219,21.0,2071
0.07312115,2411.7188,9.0,2072
0.08103597,1894.9219,13.0,2073
0.049990263,2842.3828,20.0,2074
0.05836269,2842.3828,17.0,2075
0.060543235,2885.4492,23.0,2076
0.05220373,2756.25,19.0,2077
0.05003369,2627.0508,16.0,2078
0.056082573,559.8633,5.0,2079
0.019813245,2540.918,22.0,2080
0.02865675,645.9961,26.0,2081
0.019425482,1765.7227,17.0,2082
0.018438645,1808.7891,233.0,2083
0.06228374,2756.25,16.0,2084
0.10460869,1291.9922,15.0,2085
0.06693802,1808.7891,28.0,2086
0.0637543,2928.5156,28.0,2087
0.04945255,818.2617,14.0,2088
0.017593792,3574.5117,200.0,2089
0.016368682,4694.2383,232.0,2090
0.039836578,2411.7188,12.0,2091
0.14718649,861.3281,9.0,2092
0.229132,861.3281,6.0,2093
0.063064106,818.2617,21.0,2094
0.062069558,2799.3164,16.0,2095
0.09883373,2497.8516,14.0,2096
0.038933072,2756.25,18.0,2097
0.05706334,2325.586,15.0,2098
0.057127915,2497.8516,9.0,2099
0.16117093,43.066406,1.0,2100
0.0717298,559.8633,5.0,2101
0.13709159,3359.1797,193.0,2102
0.114929155,1636.5234,37.0,2103
0.103914626,3316.1133,26.0,2104
0.09043463,344.53125,31.0,2105
0.08515912,3617.5781,6.0,2106
0.058689695,2497.8516,52.0,2107
0.05543608,602.9297,5.0,2108
0.06270629,1378.125,26.0,2109
0.049173497,818.2617,7.0,2110
0.07678992,2799.3164,28.0,2111
0.12544319,2196.3867,14.0,2112
0.13952307,2713.1836,22.0,2113
0.07867104,1636.5234,22.0,2114
0.10429325,1851.8555,20.0,2115
0.119516395,387.59766,2.0,2116
0.11213198,1851.8555,18.0,2117
0.11122264,86.13281,6.0,2118
0.14178991,775.1953,12.0,2119
0.1335806,1722.6562,23.0,2120
0.05068411,1679.5898,21.0,2121
0.043437585,904.39453,9.0,2122
0.07103889,1248.9258,12.0,2123
0.03652666,1248.9258,63.0,2124
0.07749686,1248.9258,28.0,2125
0.087391324,1205.8594,19.0,2126
0.10222573,1421.1914,13.0,2127
0.1383891,344.53125,4.0,2128
0.10007442,387.59766,5.0,2129
0.06716793,1636.5234,24.0,2130
0.08481261,2713.1836,9.0,2131
0.09824586,1722.6562,17.0,2132
0.103082,1679.5898,10.0,2133
0.1052392,430.66406,3.0,2134
0.07073401,2842.3828,66.0,2135
0.09009783,1851.8555,17.0,2136
0.092913486,1851.8555,231.0,2137
0.08537284,1851.8555,29.0,2138
0.09305718,1894.9219,20.0,2139
0.094416685,473.73047,2.0,2140
0.080197245,1851.8555,35.0,2141
0.055122588,2497.8516,24.0,2142
0.071230605,1679.5898,11.0,2143
0.06243838,2713.1836,54.0,2144
0.09584188,1679.5898,38.0,2145
0.09640367,818.2617,8.0,2146
0.116095446,645.9961,13.0,2147
0.074058115,1679.5898,14.0,2148
0.05850579,1636.5234,16.0,2149
0.029876128,2368.6523,13.0,2150
0.07455334,1679.5898,29.0,2151
0.052040555,602.9297,9.0,2152
0.047868192,1421.1914,24.0,2153
0.048270073,732.1289,12.0,2154
0.043106243,2885.4492,18.0,2155
0.04902179,559.8633,27.0,2156
0.022084272,2799.3164,192.0,2157
0.018508947,2325.586,40.0,2158
NaN,NaN,NaN,2159
0.044237345,2583.9844,44.0,2160
0.068268776,1722.6562,11.0,2161
0.061256252,818.2617,4.0,2162
0.049361188,645.9961,5.0,2163
0.018722149,2454.7852,26.0,2164
0.015069909,3574.5117,192.0,2165
0.010903998,4177.4414,159.0,2166
0.07703539,3445.3125,11.0,2167
0.090882726,2454.7852,15.0,2168
0.07805369,2110.254,14.0,2169
0.07747369,3617.5781,196.0,2170
0.11129932,516.7969,2.0,2171
0.102610156,1679.5898,6.0,2172
0.07968532,3531.4453,194.0,2173
0.0766587,1894.9219,35.0,2174
0.1081943,1851.8555,27.0,2175
0.14297642,559.8633,4.0,2176
0.1642955,2067.1875,13.0,2177
0.15719184,516.7969,11.0,2178
0.11552917,2110.254,6.0,2179
0.17878824,775.1953,32.0,2180
0.17097032,2368.6523,14.0,2181
0.11437393,2067.1875,16.0,2182
0.103013106,2799.3164,12.0,2183
0.1120098,2110.254,18.0,2184
0.065451026,2756.25,13.0,2185
0.045409214,516.7969,5.0,2186
0.045803476,3531.4453,181.0,2187
0.05258455,689.0625,11.0,2188
0.14249508,1076.6602,41.0,2189
0.024797881,3229.9805,20.0,2190
0.05635522,6718.3594,34.0,2191
0.06723949,6373.828,12.0,2192
0.045176767,3531.4453,36.0,2193
0.08681075,6029.297,33.0,2194
0.05997301,5383.301,25.0,2195
0.088873036,3273.0469,189.0,2196
0.07672504,3445.3125,182.0,2197
0.1211598,2239.4531,39.0,2198
0.086208016,2454.7852,14.0,2199
0.071390465,2411.7188,50.0,2200
0.039398093,2325.586,19.0,2201
0.10019434,2454.7852,12.0,2202
0.12742066,3488.379,12.0,2203
0.07617591,3143.8477,13.0,2204
0.123449884,516.7969,6.0,2205
0.10400178,2583.9844,26.0,2206
0.08660235,3617.5781,180.0,2207
0.07487138,2799.3164,14.0,2208
0.07036584,2411.7188,28.0,2209
0.06177395,3617.5781,180.0,2210
0.027578797,3402.246,195.0,2211
0.030636352,2583.9844,10.0,2212
0.012492896,3359.1797,186.0,2213
0.023764364,2411.7188,203.0,2214
0.056923307,2196.3867,21.0,2215
0.0611183,2497.8516,204.0,2216
0.06736872,1981.0547,10.0,2217
0.05221031,3143.8477,17.0,2218
0.036430538,559.8633,6.0,2219
0.035882648,2756.25,20.0,2220
0.04315549,4651.172,70.0,2221
0.059932463,1679.5898,51.0,2222
0.056528956,861.3281,7.0,2223
0.083856754,516.7969,5.0,2224
0.07313951,3703.711,13.0,2225
0.044814248,2670.1172,16.0,2226
0.053716302,3531.4453,10.0,2227
0.071940415,2454.7852,32.0,2228
0.0703186,2153.3203,12.0,2229
0.16079114,559.8633,11.0,2230
0.07910354,3402.246,183.0,2231
0.057433855,387.59766,8.0,2232
0.06281491,2799.3164,18.0,2233
