@RELATION 'Music feature'
%rows=3
%columns=3873
%sample_rate=22050
%window_size=512

@ATTRIBUTE 'Amplitude, position and width of 3rd spectral peak' NUMERIC
@ATTRIBUTE 'Amplitude, position and width of 3rd spectral peak' NUMERIC
@ATTRIBUTE 'Amplitude, position and width of 3rd spectral peak' NUMERIC
@ATTRIBUTE WindowNumber NUMERIC

@DATA
0.031829074,645.9961,6.0,3719
0.04456654,2153.3203,32.0,3720
0.046814933,129.19922,7.0,3721
0.06750955,1378.125,10.0,3722
0.04912418,387.59766,5.0,3723
0.05055199,947.46094,8.0,3724
0.052864857,1679.5898,9.0,3725
0.03287722,947.46094,10.0,3726
0.056376755,559.8633,10.0,3727
0.057891384,1679.5898,8.0,3728
0.039522868,947.46094,7.0,3729
0.04865301,1593.457,15.0,3730
0.020999854,1378.125,13.0,3731
0.053190224,86.13281,6.0,3732
0.04299943,1248.9258,8.0,3733
0.031823047,86.13281,3.0,3734
0.02519083,1981.0547,17.0,3735
0.034646507,215.33203,15.0,3736
0.036742393,1679.5898,11.0,3737
0.047163323,129.19922,6.0,3738
0.034424968,1636.5234,11.0,3739
0.050937217,1507.3242,10.0,3740
0.038775496,947.46094,2.0,3741
0.065850474,1119.7266,7.0,3742
0.020219985,129.19922,3.0,3743
0.041827004,602.9297,10.0,3744
0.022921037,129.19922,4.0,3745
0.04890623,645.9961,3.0,3746
0.023712834,990.52734,6.0,3747
0.042720824,1033.5938,8.0,3748
0.030225538,5555.5664,169.0,3749
0.057301287,861.3281,8.0,3750
0.056586385,904.39453,7.0,3751
0.024462475,1248.9258,19.0,3752
0.03245219,86.13281,8.0,3753
0.01840007,2411.7188,20.0,3754
0.027343318,1162.793,6.0,3755
0.024607114,1248.9258,15.0,3756
0.021401964,1119.7266,14.0,3757
0.02411183,1421.1914,9.0,3758
0.021048566,602.9297,9.0,3759
0.024339328,86.13281,5.0,3760
0.023377722,1162.793,10.0,3761
0.016191645,1636.5234,15.0,3762
0.011162765,1248.9258,6.0,3763
0.014970659,172.26562,8.0,3764
0.020001879,775.1953,12.0,3765
0.018389734,559.8633,7.0,3766
0.01957475,5598.633,31.0,3767
0.019317735,5469.4336,147.0,3768
0.019871814,516.7969,7.0,3769
0.016063169,129.19922,3.0,3770
0.01515421,947.46094,8.0,3771
0.0137953,947.46094,10.0,3772
0.019405352,559.8633,9.0,3773
0.013687581,1808.7891,9.0,3774
0.018065538,990.52734,1.0,3775
0.010962291,1205.8594,5.0,3776
0.015834229,1162.793,7.0,3777
0.014464035,1679.5898,7.0,3778
0.016688524,172.26562,7.0,3779
0.010961426,1636.5234,17.0,3780
0.016103046,4349.707,176.0,3781
0.015745433,1291.9922,12.0,3782
0.01497658,1119.7266,8.0,3783
0.009615163,1378.125,6.0,3784
0.021084687,1679.5898,15.0,3785
0.017932285,5038.7695,13.0,3786
0.01668909,5383.301,18.0,3787
0.012409251,775.1953,6.0,3788
0.011707878,6115.4297,125.0,3789
0.013093179,1851.8555,66.0,3790
0.011072482,6804.492,109.0,3791
0.008336423,7149.0234,129.0,3792
0.01126382,258.39844,9.0,3793
0.012614003,129.19922,4.0,3794
0.00870422,1981.0547,11.0,3795
0.010786066,1851.8555,20.0,3796
0.013634254,559.8633,14.0,3797
0.00753036,1765.7227,17.0,3798
0.011785401,1808.7891,11.0,3799
0.010712315,1335.0586,12.0,3800
0.010598725,5598.633,132.0,3801
0.011568069,5598.633,11.0,3802
0.0068808408,1593.457,21.0,3803
0.008069219,6072.3633,22.0,3804
0.008435869,5641.699,88.0,3805
0.013009965,129.19922,3.0,3806
0.007176015,1981.0547,49.0,3807
0.0088429395,5555.5664,15.0,3808
0.0075598126,1205.8594,6.0,3809
0.0064382,1162.793,26.0,3810
0.010492292,1808.7891,13.0,3811
0.007994634,3186.914,53.0,3812
0.006413134,5383.301,151.0,3813
0.0071864394,516.7969,12.0,3814
0.005609478,1550.3906,6.0,3815
0.00813908,129.19922,11.0,3816
0.0041124085,904.39453,1.0,3817
0.00662276,129.19922,4.0,3818
0.0046102847,1851.8555,9.0,3819
0.004433668,1679.5898,16.0,3820
0.0041682064,129.19922,5.0,3821
0.005486876,990.52734,6.0,3822
0.007598716,1378.125,9.0,3823
0.00400501,5038.7695,22.0,3824
0.003991659,732.1289,9.0,3825
0.0072521516,129.19922,3.0,3826
0.008005278,1076.6602,14.0,3827
0.0067970995,559.8633,11.0,3828
0.005344073,129.19922,7.0,3829
0.0039847665,5727.832,28.0,3830
0.004367613,1162.793,6.0,3831
0.0045240205,1894.9219,5.0,3832
0.0036358752,215.33203,7.0,3833
0.0036999492,1937.9883,38.0,3834
0.0031751047,1119.7266,9.0,3835
0.0025737986,2411.7188,30.0,3836
0.0034178589,1851.8555,13.0,3837
0.004252871,1248.9258,16.0,3838
0.004158168,775.1953,8.0,3839
0.0027971547,1248.9258,12.0,3840
0.002756563,1033.5938,9.0,3841
0.003506887,1291.9922,9.0,3842
0.0034121347,5598.633,30.0,3843
0.0017750489,1593.457,13.0,3844
0.0017594754,1421.1914,19.0,3845
0.0014038015,3186.914,48.0,3846
0.00195978,5598.633,34.0,3847
0.001637198,1851.8555,18.0,3848
0.0014189144,43.066406,2.0,3849
0.0017139722,1378.125,12.0,3850
9.638613E-4,5512.5,128.0,3851
0.0012718576,5469.4336,142.0,3852
0.0013657915,645.9961,6.0,3853
8.001161E-4,2411.7188,27.0,3854
0.001386347,732.1289,10.0,3855
8.421214E-4,3100.7812,25.0,3856
9.3728205E-4,43.066406,1.0,3857
7.867039E-4,1291.9922,23.0,3858
0.0010286212,645.9961,11.0,3859
9.405481E-4,689.0625,6.0,3860
5.5705156E-4,430.66406,7.0,3861
6.3383457E-4,516.7969,10.0,3862
4.097452E-4,1119.7266,14.0,3863
7.33102E-4,1162.793,10.0,3864
3.8157406E-4,1291.9922,14.0,3865
3.8241778E-4,947.46094,6.0,3866
2.9054392E-4,1076.6602,8.0,3867
2.1881674E-4,1378.125,19.0,3868
3.3031462E-4,1033.5938,5.0,3869
3.3565046E-4,559.8633,9.0,3870
3.397373E-4,645.9961,11.0,3871
2.4472742E-5,2670.1172,69.0,3872
4.093384E-6,1119.7266,8.0,3873
