@RELATION 'Music feature'
%rows=1
%columns=3873
%sample_rate=22050
%window_size=512

@ATTRIBUTE 'Spectral kurtosis' NUMERIC
@ATTRIBUTE WindowNumber NUMERIC

@DATA
2.9543784,1690
2.8041306,1691
2.6793647,1692
2.741173,1693
2.817876,1694
2.8477871,1695
2.8430026,1696
2.9603527,1697
3.253984,1698
3.1007662,1699
3.1280704,1700
3.7132423,1701
3.1283898,1702
2.984297,1703
2.9909837,1704
2.662437,1705
2.9814937,1706
3.4214141,1707
2.8494215,1708
3.5791993,1709
3.280318,1710
3.7647748,1711
2.9240997,1712
3.3544326,1713
3.2946408,1714
3.2540998,1715
3.768812,1716
3.8303723,1717
3.973995,1718
4.1271443,1719
4.2176876,1720
3.8989553,1721
4.510325,1722
4.681949,1723
5.1539626,1724
4.343705,1725
4.381181,1726
5.45371,1727
4.7692013,1728
3.3400385,1729
3.593317,1730
3.075881,1731
3.146499,1732
3.7756155,1733
3.7619147,1734
4.1133423,1735
4.4586716,1736
4.0669703,1737
3.6537743,1738
4.099969,1739
3.680558,1740
3.2997644,1741
3.3642516,1742
4.1923656,1743
4.016892,1744
4.057415,1745
4.4577265,1746
4.251924,1747
4.1520348,1748
4.387909,1749
4.5958376,1750
3.9628751,1751
4.1448174,1752
4.347723,1753
4.4076114,1754
4.1486034,1755
3.8338866,1756
3.257226,1757
3.3808296,1758
3.1787362,1759
3.155075,1760
3.2269673,1761
3.558399,1762
4.261421,1763
4.026957,1764
4.345144,1765
4.9642997,1766
4.343044,1767
4.930216,1768
4.9080997,1769
4.750752,1770
4.8157363,1771
5.2780085,1772
4.180455,1773
5.004153,1774
4.826002,1775
4.206591,1776
5.179594,1777
4.6638694,1778
4.665415,1779
4.50717,1780
4.4593983,1781
4.482692,1782
3.5072522,1783
2.964329,1784
2.8068118,1785
3.0350983,1786
3.074683,1787
2.900596,1788
2.7699144,1789
3.402482,1790
3.0623033,1791
3.5942955,1792
3.5201054,1793
3.113118,1794
3.1908605,1795
2.9774587,1796
3.507234,1797
3.5603538,1798
3.3635745,1799
3.1939092,1800
2.9474604,1801
3.5810046,1802
3.1656604,1803
3.5183325,1804
3.833746,1805
4.109473,1806
3.5761604,1807
4.0200515,1808
3.8760393,1809
3.50761,1810
3.615922,1811
2.6798112,1812
2.9885745,1813
2.6185675,1814
2.9007525,1815
2.825182,1816
2.879658,1817
2.5045173,1818
2.6260486,1819
2.7032328,1820
2.759583,1821
2.5849411,1822
2.9845064,1823
3.146384,1824
3.2533696,1825
3.1835403,1826
3.317568,1827
3.353554,1828
3.465739,1829
3.2462602,1830
3.0011806,1831
3.5956793,1832
3.5416975,1833
3.5344732,1834
3.1615472,1835
3.4317932,1836
3.3478196,1837
3.7489173,1838
2.9039369,1839
2.584586,1840
2.6222484,1841
3.129559,1842
2.7677054,1843
3.1163487,1844
3.8465242,1845
4.0468287,1846
3.1568413,1847
3.482514,1848
3.5843267,1849
3.7283916,1850
3.8436737,1851
3.4988184,1852
4.0448523,1853
3.5842657,1854
4.157502,1855
3.786568,1856
4.143998,1857
3.9485638,1858
3.9069324,1859
4.0726066,1860
4.5868936,1861
4.09605,1862
3.804677,1863
4.63339,1864
4.386691,1865
3.4205995,1866
3.3990126,1867
2.5492294,1868
2.5840704,1869
2.990305,1870
3.1565018,1871
3.2242334,1872
3.757135,1873
3.4158237,1874
3.4536326,1875
3.0461328,1876
2.8485804,1877
2.842579,1878
3.0454407,1879
2.944726,1880
2.8438046,1881
2.7939181,1882
2.9518719,1883
2.9847724,1884
2.9310832,1885
3.310266,1886
3.9338498,1887
4.0176,1888
4.29932,1889
5.1663833,1890
4.73805,1891
4.437682,1892
3.8950272,1893
5.0943055,1894
6.0358844,1895
3.9051747,1896
5.3867574,1897
5.3764586,1898
4.850412,1899
5.0511107,1900
5.6757765,1901
5.9954734,1902
4.164102,1903
4.247242,1904
5.206593,1905
3.1867454,1906
3.9130135,1907
4.3133965,1908
3.1670017,1909
3.0243042,1910
2.6474686,1911
3.0856192,1912
2.5876582,1913
2.5810497,1914
2.9508307,1915
2.996341,1916
2.9908528,1917
3.1069663,1918
3.1252584,1919
3.79462,1920
3.902604,1921
3.274939,1922
3.1362474,1923
3.6306953,1924
3.5129805,1925
3.9409347,1926
4.034463,1927
4.278878,1928
4.1663632,1929
3.9865327,1930
4.203734,1931
2.934083,1932
3.5033572,1933
4.1304812,1934
3.4185224,1935
4.2084556,1936
3.7230334,1937
3.7740107,1938
4.168677,1939
4.2176304,1940
3.6457436,1941
1.9562134,1942
1.5556968,1943
1.4973558,1944
1.5984775,1945
1.7788503,1946
4.969886,1947
3.262223,1948
3.1998932,1949
3.4954562,1950
3.5942807,1951
3.616424,1952
4.048797,1953
4.7132864,1954
3.8093846,1955
3.5749254,1956
3.6734536,1957
3.931913,1958
3.7819593,1959
3.8955998,1960
4.4769535,1961
3.5729702,1962
4.0007763,1963
4.609986,1964
5.381385,1965
5.6448483,1966
4.922209,1967
6.881254,1968
5.727979,1969
3.5367296,1970
1.6089505,1971
1.6882328,1972
1.8524771,1973
1.8864512,1974
2.241083,1975
3.4465358,1976
3.2271352,1977
3.311656,1978
3.9001675,1979
3.9524705,1980
4.4770017,1981
5.2900004,1982
5.264711,1983
5.8852873,1984
6.0689454,1985
6.149487,1986
6.3157525,1987
6.3975925,1988
4.9632096,1989
6.0739894,1990
5.462125,1991
1.5867871,1992
1.3118949,1993
1.8085423,1994
1.7295029,1995
2.7993522,1996
4.005594,1997
4.7060423,1998
5.4612064,1999
5.333471,2000
6.1779184,2001
3.6351712,2002
2.8222506,2003
2.3733122,2004
2.75385,2005
3.6195736,2006
3.1641307,2007
3.6861813,2008
3.570567,2009
4.776525,2010
5.0645714,2011
5.6448765,2012
5.845892,2013
7.2324977,2014
4.233629,2015
4.066861,2016
4.5489426,2017
5.851349,2018
5.113958,2019
4.9306207,2020
3.5401096,2021
2.3984933,2022
2.6785953,2023
1.7463086,2024
1.339747,2025
1.5758053,2026
1.7469456,2027
1.525909,2028
6.704909,2029
4.23408,2030
3.678001,2031
2.777634,2032
2.6156163,2033
3.3798869,2034
3.1393673,2035
5.468351,2036
7.0344253,2037
6.71075,2038
7.655001,2039
7.938237,2040
8.566528,2041
6.620996,2042
5.687238,2043
4.5657034,2044
6.303653,2045
6.5474734,2046
7.7820415,2047
9.456943,2048
7.681324,2049
6.940046,2050
4.3338795,2051
5.226049,2052
5.5766344,2053
5.1302385,2054
10.669125,2055
8.377803,2056
4.499668,2057
3.606426,2058
3.7179837,2059
3.8501558,2060
3.635823,2061
4.497695,2062
4.317074,2063
4.899622,2064
5.7782454,2065
6.1309347,2066
7.1910458,2067
7.0093284,2068
9.491498,2069
9.7171,2070
5.123475,2071
4.369914,2072
5.085392,2073
6.031515,2074
5.1943994,2075
5.209959,2076
5.0703673,2077
4.8917875,2078
6.0173764,2079
7.3416843,2080
8.945124,2081
8.554068,2082
7.8135657,2083
4.9888163,2084
2.8565521,2085
3.0275407,2086
2.6577995,2087
3.117371,2088
4.513267,2089
5.2637362,2090
4.785365,2091
5.0333843,2092
6.304409,2093
6.6447887,2094
4.749885,2095
4.598645,2096
6.7257943,2097
3.027548,2098
2.4288602,2099
4.2457294,2100
3.9837499,2101
4.2418756,2102
4.289594,2103
4.0057435,2104
4.5947866,2105
3.0793054,2106
3.8569996,2107
4.2953176,2108
3.60718,2109
4.9360356,2110
7.964066,2111
5.3234057,2112
3.4019458,2113
2.9027777,2114
2.7920086,2115
2.9728482,2116
2.9457953,2117
3.4675438,2118
3.683071,2119
3.414328,2120
3.4862604,2121
3.1074553,2122
3.7843657,2123
2.7408702,2124
4.6506295,2125
4.1096807,2126
5.021309,2127
5.115132,2128
3.9208326,2129
3.1193266,2130
3.1804605,2131
2.93476,2132
3.03387,2133
2.929691,2134
2.7839067,2135
2.8935883,2136
3.3392432,2137
2.9635983,2138
2.7755463,2139
3.212665,2140
3.219998,2141
3.0729628,2142
3.1123106,2143
3.0248892,2144
3.2514293,2145
3.618965,2146
3.5973568,2147
4.5148087,2148
4.984778,2149
4.502174,2150
3.4392176,2151
3.2180154,2152
3.9119391,2153
4.329233,2154
3.7299938,2155
4.2130976,2156
3.8581536,2157
4.2597413,2158
5.1252127,2159
4.120843,2160
3.3768346,2161
5.028119,2162
2.9589975,2163
4.6496224,2164
5.3317747,2165
3.2908142,
